cell,reference_pseudotime,trajectory_bin,embedding_1,embedding_2,annotated_age,phase,state,batch
1389,0.11870663187807966,Q2,13.550137,3.4409456,8.8,S,cycling,2
1390,0.1848058006374144,Q6,10.978407,3.514168,10.93333333,S,cycling,2
1391,0.12356275308249899,Q2,12.381826,1.7693249,9.866666667,S,cycling,2
1392,0.09102666112446085,Q1,15.536576,6.921497,9.066666667,G0,arrested,2
1393,0.1348812614132513,Q3,12.085614,4.2646146,2.666666667,G1,cycling,2
1394,0.12228377097876178,Q2,14.180512,2.8837204,3.2,G1,cycling,2
1395,0.1446109701949269,Q3,13.476211,2.6125615,13.86666667,S,cycling,2
1396,0.08087037040755264,Q1,14.83366,2.9046319,1.066666667,G1,cycling,2
1397,0.16944645996467153,Q5,13.331581,1.9501481,16.26666667,G2,cycling,2
1398,0.12196463877464929,Q2,15.722966,2.6655834,3.4666666669999997,G1,cycling,2
1399,0.15347718390427373,Q4,13.395356,2.3585844,10.4,S,cycling,2
1400,0.1929029529440142,Q7,15.5103445,1.670202,0.26666666699999997,G1,cycling,2
1401,0.12201163962927965,Q2,13.498995,2.959384,10.66666667,S,cycling,2
1402,0.17008890103284033,Q5,11.113175,3.7283087,12.26666667,S,cycling,2
1403,0.11984884332902564,Q2,13.649522,2.0741045,5.333333333,G1,cycling,2
1404,0.15497429947834243,Q4,12.54808,2.2295387,11.73333333,S,cycling,2
1405,0.17558758312745193,Q6,15.450227,1.6323842,6.933333332999999,G1,cycling,2
1406,0.11905240434020488,Q2,15.700775,2.859424,0.26666666699999997,G0,arrested,2
1407,0.1779080962086843,Q6,14.994526,7.8459787,22.4,G0,arrested,2
1408,0.15064411009320536,Q4,12.6394205,3.0874088,12.53333333,S,cycling,2
1409,0.1259578049246776,Q2,15.555127,3.4522355,5.6,G1,cycling,2
1410,0.11704280876129537,Q1,14.387126,1.7598062,5.066666667,G1,cycling,2
1411,0.1088769492118609,Q1,14.75317,3.1139712,2.4,G1,cycling,2
1412,0.15357962040877346,Q4,15.442103,7.2009726,8.0,G1,nan,2
1413,0.13699836951043173,Q3,11.097091,2.3022807,16.0,G2,cycling,2
1414,0.2982537457174086,Q8,8.701657,4.3910837,2.666666667,G1,cycling,2
1415,0.12685163512083078,Q2,15.464173,3.1796672,11.73333333,S,cycling,2
1416,0.1105713529427383,Q1,14.291924,2.6972764,5.333333333,S,cycling,2
1417,0.15077896895162612,Q4,15.583811,1.8745533,1.8666666669999998,G1,cycling,2
1418,0.11982425768661666,Q2,13.748335,2.9851239,7.466666667,S,cycling,2
1419,0.15349575583762187,Q4,12.789003,3.3540242,16.53333333,S,cycling,2
1420,0.13035225596726727,Q2,15.435898,3.2820468,2.4,G1,cycling,2
1421,0.08136952545484676,Q1,14.654376,2.1175537,1.6,G1,cycling,2
1422,0.1692209907474764,Q5,11.985059,4.7077446,0.8,G0,arrested,2
1423,0.16509300717253206,Q5,13.576274,2.1106653,14.4,S,cycling,2
1424,0.16706626792802842,Q5,11.611341,4.454907,7.466666667,S,cycling,2
1425,0.149440519983852,Q3,13.997442,2.985596,8.266666667,S,cycling,2
1426,0.17479260053716233,Q6,10.594375,2.8641531,12.8,G2,cycling,2
1427,0.12436519362553507,Q2,13.97636,2.131555,11.46666667,G2,cycling,2
1428,0.1849841392500457,Q6,14.91346,7.6656785,25.06666667,G1,cycling,2
1429,0.1156414580959442,Q1,14.036043,2.896422,12.0,S,cycling,2
1430,0.08684661366803088,Q1,12.959983,0.3809786,5.333333333,G1,cycling,2
1431,0.13407671845227662,Q2,14.226409,3.2761977,2.666666667,G0,arrested,2
1432,0.15370026009680407,Q4,13.883119,1.8938556,12.0,G2,cycling,2
1433,0.15674495127688645,Q4,14.809369,4.0941515,12.53333333,S,cycling,2
1434,0.12967791067687676,Q2,15.633302,2.2936938,2.133333333,G0,arrested,2
1435,0.12989774482945288,Q2,12.477759,3.9350688,10.13333333,S,cycling,2
1436,0.17256555079234706,Q5,11.923048,6.6830673,1.8666666669999998,G0,arrested,2
1437,0.10681694849687488,Q1,15.12646,3.087312,4.266666667,G0,arrested,2
1438,0.1478129003976913,Q3,13.820189,2.6799917,7.466666667,S,cycling,2
1439,0.11797952551730942,Q2,13.928078,1.7999576,10.66666667,S,cycling,2
1440,0.13803586861796596,Q3,15.130122,3.3116899,10.93333333,S,cycling,2
1441,0.11319859480827718,Q1,15.597788,2.5910976,2.133333333,G0,arrested,2
1442,0.11712493161527218,Q1,14.739298,3.3358164,2.133333333,G0,arrested,2
1443,0.31028674176534576,Q8,14.036195,3.3773801,5.333333333,G1,cycling,2
1444,0.19415829127080733,Q7,15.548873,1.6112095,10.93333333,S,cycling,2
1445,0.11412447638101218,Q1,13.754378,2.3575842,7.466666667,S,cycling,2
1446,0.13963437292992698,Q3,13.859622,2.5000985,13.06666667,S,cycling,2
1447,0.12079057954623218,Q2,14.325622,2.9751902,9.6,S,cycling,2
1448,0.15026078582884894,Q4,13.590867,1.5398655,9.6,S,cycling,2
1449,0.17045318822729977,Q5,11.04384,0.8536888,14.66666667,S,cycling,2
1450,0.18161435933321202,Q6,11.947358,4.403268,9.866666667,S,cycling,2
1451,0.12513424237888074,Q2,13.482111,1.7904059,4.0,S,cycling,2
1452,0.08080514813680031,Q1,12.559986,1.0755044,3.2,G1,cycling,2
1453,0.22035825770284745,Q7,10.668022,3.244713,18.13333333,G2,cycling,2
1454,0.13437167634441766,Q3,13.274899,3.3724053,8.0,S,cycling,2
1455,0.11744037315643018,Q1,15.6760235,3.341167,10.93333333,S,cycling,2
1456,0.16466499283426161,Q5,11.425449,4.28314,2.133333333,G0,arrested,2
1457,0.19606945667947595,Q7,10.605908,3.3852684,17.33333333,G2,cycling,2
1458,0.15584839636833478,Q4,14.479332,3.497301,12.26666667,S,cycling,2
1459,0.11821406063851947,Q2,14.861286,3.2843158,6.4,S,cycling,2
1460,0.1515455079114848,Q4,12.806358,3.4674478,11.2,S,cycling,2
1461,0.26251840068533555,Q8,13.977177,3.2976549,16.53333333,G2,cycling,2
1462,0.14926169861352984,Q3,15.1417465,3.129095,3.2,G1,cycling,2
1463,0.15164430453896063,Q4,12.775469,3.016424,18.13333333,G2,cycling,2
1464,0.139404877835322,Q3,14.46275,3.6043885,12.26666667,G2,cycling,2
1465,0.11650698846569581,Q1,15.373077,2.948461,4.266666667,G1,cycling,2
1466,0.14428210346806838,Q3,13.7272415,2.4052835,10.4,S,cycling,2
1467,0.12550708555024764,Q2,14.281521,2.9194758,6.1333333329999995,S,cycling,2
1468,0.11229071539077834,Q1,15.083069,3.049432,1.6,G1,cycling,2
1469,0.11193548774355448,Q1,14.82649,3.0387352,1.066666667,G1,cycling,2
1470,0.136114498577668,Q3,15.245093,7.308899,16.26666667,G0,arrested,2
1471,0.16128347942517218,Q5,11.568011,4.156591,4.266666667,G1,cycling,2
1472,0.16798227642696126,Q5,10.47821,1.1034496,1.066666667,G1,cycling,2
1473,0.1241828854752694,Q2,14.483977,1.1612569,0.26666666699999997,G1,cycling,2
1474,0.08806515514627294,Q1,14.22532,0.9084017,1.8666666669999998,G0,arrested,2
1475,0.11388033445543543,Q1,15.56912,2.6547406,0.0,G1,cycling,2
1476,0.12334915563689909,Q2,15.49551,3.2327456,5.6,G1,cycling,2
1477,0.17254097601119175,Q5,13.061996,2.008364,11.2,S,cycling,2
1478,0.2681130922279144,Q8,9.02429,2.44367,10.93333333,S,cycling,2
1479,0.16420702342964338,Q5,11.018374,6.241518,0.533333333,G1,nan,2
1480,0.08871474322455362,Q1,13.884617,0.520926,0.26666666699999997,G1,cycling,2
1481,0.1185847652030645,Q2,15.152133,3.197583,5.066666667,G1,cycling,2
1482,0.15629619052647714,Q4,13.444761,3.120496,8.533333333,S,cycling,2
1483,0.16128984655354311,Q5,14.358853,3.344093,10.13333333,S,cycling,2
1484,0.12212124346767943,Q2,15.018706,3.1061294,6.933333332999999,S,cycling,2
1485,0.13576709116025057,Q3,13.312014,1.9554965,8.533333333,S,cycling,2
1486,0.12312018641130748,Q2,13.442854,2.694728,9.333333332999999,S,cycling,2
1487,0.18587109788965533,Q6,10.803182,3.3617918,16.26666667,G2,cycling,2
1488,0.16419453753947216,Q5,11.316424,5.45434,0.533333333,G1,cycling,2
1489,0.13024915060097694,Q2,14.186926,3.1878161,0.0,G1,cycling,2
1490,0.1684399666820125,Q5,11.136057,3.769737,2.933333333,G1,cycling,2
1491,0.11636047034685092,Q1,13.175255,2.9865239,7.466666667,S,cycling,2
1492,0.11874739957297918,Q2,12.309197,0.78694415,2.933333333,G1,cycling,2
1493,0.2050871143413147,Q7,13.714194,3.349445,6.1333333329999995,S,cycling,2
1494,0.0964623651160607,Q1,15.679389,2.8823798,0.26666666699999997,G0,arrested,2
1495,0.13735187539563923,Q3,14.99907,3.1169624,8.266666667,S,cycling,2
1496,0.15213849429581314,Q4,12.096824,3.2874835,12.53333333,S,cycling,2
1497,0.12644508234623544,Q2,11.686319,4.16465,0.26666666699999997,G0,arrested,2
1498,0.12932951337496423,Q2,13.036449,3.0928028,12.26666667,S,cycling,2
1499,0.08571817779496278,Q1,15.213321,1.8384898,0.8,G1,cycling,2
1500,0.16351308381384583,Q5,11.795,2.6989279,12.8,G2,cycling,2
1501,0.13260003278120985,Q2,13.498652,2.4821193,11.2,S,cycling,2
1502,0.13936966471199536,Q3,12.422176,2.8571212,9.866666667,S,cycling,2
1503,0.10097841389521878,Q1,14.360242,3.0757205,8.533333333,S,cycling,2
1504,0.08797281710373465,Q1,15.420067,2.3035986,0.533333333,G1,cycling,2
1505,0.15233247422634483,Q4,12.509062,3.2072563,10.4,S,cycling,2
1506,0.08285465077723264,Q1,15.108097,1.8926057,0.8,G1,cycling,2
1507,0.10493581195087787,Q1,15.490008,1.8696582,0.8,G0,arrested,2
1508,0.18726805899680077,Q6,10.597118,4.394882,3.733333333,G1,cycling,2
1509,0.1642105341902502,Q5,12.022191,0.4579759,7.2,S,cycling,2
1510,0.12236852182849274,Q2,15.3430805,3.57981,2.4,G1,cycling,2
1511,0.1968149681125293,Q7,13.8879175,3.3789117,11.73333333,S,cycling,2
1512,0.12243573661988202,Q2,12.734079,3.2990081,11.73333333,S,cycling,2
1513,0.08818962063903618,Q1,15.52621,1.9664599,0.8,G0,arrested,2
1514,0.19159299036227614,Q6,10.774409,3.1479278,18.93333333,G2,cycling,2
1515,0.17739373989664878,Q6,10.472525,2.5662236,12.53333333,G2,cycling,2
1516,0.12195614725871513,Q2,15.184047,3.0355318,20.26666667,S,cycling,2
1517,0.12301176622979407,Q2,15.243784,6.765482,8.8,G1,cycling,2
1518,0.15507983262507044,Q4,12.746989,2.4761994,6.933333332999999,S,cycling,2
1519,0.125733690173371,Q2,15.995906,3.2255387,4.266666667,G1,cycling,2
1520,0.19558157396661086,Q7,11.097496,1.7845271,19.46666667,G2,cycling,2
1521,0.18590308037250192,Q6,10.713204,2.4367275,14.93333333,G2,cycling,2
1522,0.16272981201376635,Q5,12.118182,3.2903802,13.33333333,G2,cycling,2
1523,0.12014230220374107,Q2,15.438557,3.3642871,1.8666666669999998,G0,arrested,2
1524,0.1553023124532077,Q4,12.349426,3.268955,11.2,S,cycling,2
1525,0.12471434467925795,Q2,13.199665,3.7849624,7.466666667,S,cycling,2
1526,0.10956586577358306,Q1,14.809062,1.8488057,0.533333333,G0,arrested,2
1527,0.15128094505869866,Q4,11.677303,4.1173687,3.4666666669999997,G1,cycling,2
1528,0.11212426310242035,Q1,15.473206,6.377791,13.86666667,G1,nan,2
1529,0.11021636182217301,Q1,15.633586,2.9604182,1.8666666669999998,G0,arrested,2
1530,0.28316593312699734,Q8,14.09146,3.2922637,4.0,G1,cycling,2
1531,0.20766050841975503,Q7,11.090599,3.2297127,16.53333333,G2,cycling,2
1532,0.09585960896432558,Q1,15.578342,2.2925026,2.133333333,G0,arrested,2
1533,0.12413516153175679,Q2,15.648827,3.7188015,5.333333333,S,cycling,2
1534,0.10063121226124748,Q1,14.272585,1.1366585,0.533333333,G1,nan,2
1535,0.14807972644399472,Q3,10.707588,0.95164114,9.066666667,S,cycling,2
1536,0.13148857858993984,Q2,15.641649,2.110773,4.8,G1,nan,2
1537,0.22176933646118285,Q7,14.80685,7.7998533,20.8,G1,cycling,2
1538,0.2148413927017663,Q7,9.953008,1.0361425,4.266666667,G1,cycling,2
1539,0.09897060874752645,Q1,15.568628,2.2828755,0.533333333,G1,nan,2
1540,0.12805910439372317,Q2,15.502876,3.4766037,14.4,G2,cycling,2
1541,0.08767397676930878,Q1,13.473831,0.525926,1.066666667,G1,cycling,2
1542,0.16072947890755573,Q5,13.176775,3.8526118,5.333333333,S,cycling,2
1543,0.14482875586043467,Q3,12.6325865,3.2643263,11.73333333,G2,cycling,2
1544,0.3556742861029907,Q8,8.660385,3.418605,7.2,S,cycling,2
1545,0.10470670704536669,Q1,14.205661,3.3166025,10.93333333,S,cycling,2
1546,0.11507708182783559,Q1,15.088872,2.828632,3.2,G1,cycling,2
1547,0.15910316112487152,Q4,11.816521,2.9319797,16.26666667,G2,cycling,2
1548,0.15218582887486096,Q4,12.990733,3.5297103,8.8,S,cycling,2
1549,0.14220693118974312,Q3,15.016256,3.5525506,7.733333332999999,S,cycling,2
1550,0.13054175106210839,Q2,13.629618,4.698228,3.2,G1,cycling,2
1551,0.1612232737744889,Q5,11.403745,4.508855,7.466666667,S,cycling,2
1552,0.1727494074494741,Q5,11.13693,2.7149165,16.0,G2,cycling,2
1553,0.1497015401893514,Q3,15.558071,1.823582,6.933333332999999,S,cycling,2
1554,0.09616424444881264,Q1,14.674261,2.5059779,3.733333333,G1,nan,2
1555,0.11361456153346769,Q1,15.465046,3.0455592,6.1333333329999995,G1,cycling,2
1556,0.1250844789385482,Q2,15.149754,6.8295946,17.33333333,G0,arrested,2
1557,0.13729293709267867,Q3,11.610286,1.1143975,5.6,S,cycling,2
1558,0.16996049002707914,Q5,10.795885,4.2596345,4.8,G1,cycling,2
1559,0.2294185478969197,Q8,10.331875,2.5254347,18.4,G2,cycling,2
1560,0.12006022537971586,Q2,14.927926,3.5035682,8.266666667,S,cycling,2
1561,0.1509061227269212,Q4,14.999773,3.5298865,5.333333333,S,cycling,2
1562,0.22342617152772146,Q7,10.792333,4.746339,7.2,S,cycling,2
1563,0.11856737321361949,Q2,14.704592,4.5609922,3.733333333,G1,cycling,2
1564,0.18648579059435605,Q6,14.949611,7.713353,25.06666667,G0,arrested,2
1565,0.14465359937438355,Q3,11.904374,4.134728,4.8,S,cycling,2
1566,0.16662609780856755,Q5,12.261527,3.366549,12.53333333,S,cycling,2
1567,0.19790576382470154,Q7,10.97601,3.4436572,19.2,G2,cycling,2
1568,0.14215228356414242,Q3,11.275199,0.6771141,12.53333333,S,cycling,2
1569,0.1164246753984788,Q1,15.226257,1.8274188,1.066666667,G1,cycling,2
1570,0.1254705084383045,Q2,15.29018,3.1105785,7.466666667,S,cycling,2
1571,0.1481722118443601,Q3,13.306145,3.87378,9.866666667,S,cycling,2
1572,0.14677257284652842,Q3,14.181138,4.009957,6.4,S,cycling,2
1573,0.14246538846978488,Q3,13.7323885,4.4160366,5.066666667,G1,cycling,2
1574,0.13377456507252644,Q2,11.282414,1.0901829,3.2,G1,cycling,2
1575,0.1252018570822438,Q2,14.0105715,3.0791051,3.4666666669999997,G1,cycling,2
1576,0.17003773223232355,Q5,11.146666,4.227342,3.2,G1,cycling,2
1577,0.17777860870584497,Q6,10.615122,4.326673,4.0,G1,cycling,2
1578,0.17092745476391236,Q5,11.466107,5.4236155,4.0,G1,cycling,2
1579,0.18584413656078294,Q6,10.491595,2.8485386,14.93333333,G2,cycling,2
1580,0.11761955706491081,Q1,14.973336,4.5099072,2.666666667,G1,cycling,2
1581,0.17396641223894938,Q6,12.755176,2.386302,15.73333333,S,cycling,2
1582,0.24175787648763417,Q8,9.105399,5.806445,3.4666666669999997,G1,cycling,2
1583,0.12375615207234512,Q2,11.363558,4.0154424,5.8666666670000005,G1,cycling,2
1584,0.16897877878697126,Q5,10.73564,2.5972736,18.13333333,G2,cycling,2
1585,0.2047899216991303,Q7,9.981061,1.0919467,1.066666667,G1,cycling,2
1586,0.1664765584901149,Q5,10.966441,4.0960884,1.066666667,G1,cycling,2
1587,0.12235512013864394,Q2,13.758544,3.8939252,6.4,S,cycling,2
1588,0.12113061966082823,Q2,15.47105,3.7499921,4.0,S,cycling,2
1589,0.14705314557738833,Q3,15.79228,3.4048746,0.8,G1,cycling,2
1590,0.13280824942642355,Q2,11.464238,0.5162692,4.266666667,G1,cycling,2
1591,0.12532704255091498,Q2,12.294441,0.021772606,4.266666667,G1,cycling,2
1592,0.1592364036765894,Q4,14.001546,5.310322,3.733333333,G1,cycling,2
1593,0.1814342775616926,Q6,10.987379,3.6134014,12.53333333,G2,cycling,2
1594,0.15084699715110383,Q4,13.956028,4.2042284,5.066666667,S,cycling,2
1595,0.6715059624735199,Q8,9.081655,2.7066588,18.93333333,G2,cycling,2
1596,0.13144486249023554,Q2,14.156788,5.00395,2.133333333,G1,cycling,2
1597,0.15394454430573015,Q4,13.611551,4.0270863,12.0,S,cycling,2
1598,0.13840497061434262,Q3,14.403189,3.8871503,4.8,S,cycling,2
1599,0.11007074826882549,Q1,15.02405,4.2568445,2.666666667,G1,cycling,2
1600,0.11972893072148795,Q2,12.3001585,0.5862522,9.866666667,S,cycling,2
1601,0.21654382556010132,Q7,10.370973,3.4488497,17.06666667,G2,cycling,2
1602,0.11835496284949784,Q2,14.775754,1.6483065,1.8666666669999998,G0,arrested,2
1603,0.17347515949462422,Q5,11.417855,0.36952475,11.46666667,S,cycling,2
1604,0.1632488098206977,Q5,11.137448,5.5688214,3.2,G1,cycling,2
1605,0.1496875388437784,Q3,14.326202,6.149143,0.8,G1,cycling,2
1606,0.1106544017804567,Q1,15.603041,6.829583,6.666666667,G0,arrested,2
1607,0.15812481322732136,Q4,11.63164,2.8251934,17.6,G2,cycling,2
1608,0.1500715276169331,Q4,12.164474,3.7548852,12.0,S,cycling,2
1609,0.25460092175845017,Q8,9.850144,4.0138535,11.46666667,G2,cycling,2
1610,0.09701897289819433,Q1,11.85757,0.6405031,9.333333332999999,G1,cycling,2
1611,0.15114983728348882,Q4,13.156839,3.0794146,11.73333333,S,cycling,2
1612,0.16819802240773835,Q5,11.173653,4.691304,1.8666666669999998,G1,cycling,2
1613,0.1850309741406289,Q6,10.544882,2.699104,14.13333333,G2,cycling,2
1614,0.2774698661290503,Q8,8.789569,3.8268669,1.8666666669999998,G1,cycling,2
1615,0.16600144260323324,Q5,10.650129,5.2272205,1.8666666669999998,G1,cycling,2
1616,0.17067859849643507,Q5,10.387935,0.8180079,2.666666667,G1,cycling,2
1617,0.11588303506449849,Q1,15.049746,2.5690129,3.733333333,G1,cycling,2
1618,0.15869827431251293,Q4,12.2595215,3.3042471,17.33333333,G2,cycling,2
1619,0.22953420193534432,Q8,9.823117,5.080411,4.8,G1,cycling,2
1620,0.0854925085187737,Q1,12.68518,0.67427,2.4,G1,cycling,2
1621,0.13898928965552843,Q3,13.313998,1.4787718,0.0,G1,cycling,2
1622,0.14504702317209406,Q3,14.975241,6.7343535,8.8,G1,cycling,2
1623,0.10431970665916225,Q1,14.878748,1.7765843,1.8666666669999998,G1,cycling,2
1624,0.1962534233552178,Q7,9.602816,4.3547807,5.066666667,G1,cycling,2
1625,0.18553473478043256,Q6,11.36411,4.1610317,10.93333333,S,cycling,2
1626,0.12479389668159566,Q2,15.621542,2.789852,2.133333333,G1,cycling,2
1627,0.14286708943416912,Q3,14.559549,3.987684,5.066666667,G1,cycling,2
1628,0.15059105776182782,Q4,13.005365,3.662545,10.66666667,S,cycling,2
1629,0.1339843453460099,Q2,11.426595,0.78525263,5.333333333,G1,cycling,2
1630,0.14948512599704686,Q3,13.711862,3.7511203,7.2,S,cycling,2
1631,0.2918769951935257,Q8,9.099545,2.4713051,14.93333333,G2,cycling,2
1632,0.1900585092147642,Q6,11.734636,4.8974524,10.13333333,S,cycling,2
1633,0.14695851994046305,Q3,14.284159,4.0308948,4.8,G1,cycling,2
1634,0.6657757241082852,Q8,9.007916,2.812105,18.66666667,G2,cycling,2
1635,0.1751860011019543,Q6,12.630945,6.10444,2.4,G1,cycling,2
1636,0.16723442812952352,Q5,13.133097,1.4559296,0.0,G1,cycling,2
1637,0.15924592638508503,Q4,11.03486,6.058881,0.26666666699999997,G1,cycling,2
1638,0.17088585238764753,Q5,14.35668,6.617727,2.666666667,G0,arrested,2
1639,0.12215414544929327,Q2,15.734038,4.418965,2.933333333,G1,cycling,2
1640,0.15630163253591636,Q4,12.177157,4.1735554,4.533333333,G1,cycling,2
1641,0.1251679022330543,Q2,15.286185,3.273654,6.1333333329999995,S,cycling,2
1642,0.16574637411886892,Q5,11.052327,3.715857,3.4666666669999997,G1,cycling,2
1643,0.11052435919310385,Q1,15.402974,3.7662003,8.266666667,S,cycling,2
1644,0.12210710009102348,Q2,13.413984,0.42643118,1.6,G1,cycling,2
1645,0.14588856405748327,Q3,13.860826,4.5602317,4.533333333,S,cycling,2
1646,0.16192546411518888,Q5,11.614114,0.5436655,0.8,G1,cycling,2
1647,0.1986489025727093,Q7,11.058402,1.6510975,9.066666667,S,cycling,2
1648,0.1452382156780816,Q3,11.32635,3.2887614,5.333333333,G0,arrested,2
1649,0.133354351918839,Q2,13.5826,3.7605798,11.2,S,cycling,2
1650,0.17833615669160208,Q6,11.400748,3.246626,16.0,G2,cycling,2
1651,0.14472292581687243,Q3,12.478693,0.13509353,3.2,G1,cycling,2
1652,0.14947793691777528,Q3,12.31482,3.6989458,2.4,G1,cycling,2
1653,0.12474164979612333,Q2,13.410533,1.8785101,6.666666667,S,cycling,2
1654,0.15534957643014022,Q4,13.733427,2.736073,10.66666667,S,cycling,2
1655,0.17628370037615476,Q6,11.210152,2.880553,13.33333333,G2,cycling,2
1656,0.13785787589959467,Q3,15.490053,5.2480173,1.6,G1,cycling,2
1657,0.24153286779957384,Q8,10.0695305,2.857117,15.2,G2,cycling,2
1658,0.11459539472665825,Q1,14.981126,5.0932994,2.133333333,G1,cycling,2
1659,0.15483844274490258,Q4,13.426327,3.9347053,9.333333332999999,S,cycling,2
1660,0.14393406507175832,Q3,14.77053,3.28851,9.333333332999999,S,cycling,2
1661,0.12350704014867663,Q2,15.151179,3.948768,0.8,G0,arrested,2
1662,0.18555049801024054,Q6,11.714179,4.246204,10.66666667,S,cycling,2
1663,0.1486116701994876,Q3,13.010404,3.506656,12.26666667,S,cycling,2
1664,0.18790320128310664,Q6,13.11847,2.2901416,20.0,S,cycling,2
1665,0.17258459567891393,Q5,11.03102,1.0247262,12.8,G2,cycling,2
1666,0.1607758519144017,Q5,12.155335,4.134639,10.13333333,S,cycling,2
1667,0.1110108544447273,Q1,14.810789,3.24967,0.8,G1,cycling,2
1668,0.1277935977020833,Q2,15.276083,4.713472,0.8,G1,cycling,2
1669,0.14018421769699427,Q3,14.545516,4.3724194,2.933333333,G1,cycling,2
1670,0.1566341798826696,Q4,12.191166,3.3349729,5.8666666670000005,S,cycling,2
1671,0.18650843292266311,Q6,10.638015,3.8450851,11.2,S,cycling,2
1672,0.13582605707484982,Q3,10.764637,0.68003905,1.333333333,G1,cycling,2
1673,0.14793198689236786,Q3,13.568203,3.6429281,6.666666667,S,cycling,2
1674,0.1209887304369056,Q2,13.173636,4.0818424,7.466666667,S,cycling,2
1675,0.1433976385305894,Q3,13.486184,3.8416557,6.1333333329999995,S,cycling,2
1676,0.12515676332180412,Q2,14.41236,2.5398505,4.533333333,G1,cycling,2
1677,0.14004500619073598,Q3,14.708637,6.5253983,2.4,G0,arrested,2
1678,0.1594959199587589,Q4,11.801356,5.1129265,4.8,G1,cycling,2
1679,0.16865632374234416,Q5,11.310938,0.59387416,3.2,G1,cycling,2
1680,0.21603034716443437,Q7,10.136257,5.7709703,0.0,G1,cycling,2
1681,0.18161110143424053,Q6,11.411967,4.35565,8.0,S,cycling,2
1682,0.14863720870418543,Q3,13.588925,2.6576238,14.13333333,S,cycling,2
1683,0.15661125775354875,Q4,13.005533,6.36496,0.533333333,G1,cycling,2
1684,0.1671856887915774,Q5,10.867966,5.2405744,1.6,G1,cycling,2
1685,0.14175589203354796,Q3,15.54055,4.4989953,0.533333333,G1,cycling,2
1686,0.2234414571339268,Q7,10.216864,2.8238857,14.93333333,G2,cycling,2
1687,0.21764444173267994,Q7,10.25987,2.9176717,14.93333333,G2,cycling,2
1688,0.20959969896877853,Q7,11.542525,1.0565921,17.33333333,G2,cycling,2
1689,0.1448239967914741,Q3,13.734795,4.1071725,14.4,S,cycling,2
1690,0.15073560551503362,Q4,12.714514,2.5663536,15.73333333,G2,cycling,2
1691,0.10873521828435738,Q1,14.496845,4.939927,1.8666666669999998,G1,cycling,2
1692,0.14155374491342046,Q3,14.723622,6.1849036,4.8,G1,cycling,2
1693,0.2101745581576514,Q7,10.341157,5.9394326,0.26666666699999997,G1,cycling,2
1694,0.1563448364889884,Q4,13.643142,5.7783813,2.133333333,G1,cycling,2
1695,0.2939803821677727,Q8,8.838034,6.309812,0.26666666699999997,G1,cycling,2
1696,0.2890275468104875,Q8,9.151038,4.816636,0.0,G1,cycling,2
1697,0.16834579014814252,Q5,11.537862,4.0891256,10.4,S,cycling,2
1698,0.14540977539901861,Q3,14.144404,3.8624654,7.2,S,cycling,2
1699,0.28845434665106184,Q8,8.947556,4.7844114,4.0,G1,cycling,2
1700,0.16162324618822374,Q5,12.264728,6.364941,0.0,G1,cycling,2
1701,0.21789356084504535,Q7,10.19109,3.350688,14.66666667,G2,cycling,2
1702,0.1500448166215473,Q4,12.893727,3.8961513,14.66666667,S,cycling,2
1703,0.17331957319538244,Q5,10.797692,0.7250146,3.4666666669999997,G1,cycling,2
1704,0.15323988859124607,Q4,12.346979,6.183565,0.0,G1,cycling,2
1705,0.13975172069701255,Q3,14.538063,4.6284184,3.4666666669999997,G1,cycling,2
1706,0.10707837807478864,Q1,15.275541,4.1023927,0.533333333,G1,cycling,2
1707,0.12137795309662947,Q2,13.552232,4.0167146,6.1333333329999995,S,cycling,2
1708,0.1378084689181975,Q3,10.891069,1.0292878,5.8666666670000005,S,cycling,2
1709,0.28395335089615326,Q8,9.509509,4.806627,9.6,S,cycling,2
1710,0.12944492300991073,Q2,15.313288,5.3691573,3.2,G1,cycling,2
1711,0.14975612775941866,Q3,12.972308,3.6369426,17.33333333,G2,cycling,2
1712,0.17153896373383223,Q5,13.779769,5.103438,5.066666667,S,cycling,2
1713,0.1697654440436132,Q5,10.741338,5.9232354,7.2,S,cycling,2
1714,0.2150006171795622,Q7,9.70756,6.5414267,1.066666667,G1,nan,2
1715,0.13880253386668784,Q3,11.122193,1.0340029,8.8,S,cycling,2
1716,0.21436572755321512,Q7,10.053364,4.811801,17.6,G0,arrested,2
1717,0.1104457760843187,Q1,13.819973,2.737403,4.8,G1,cycling,2
1718,0.1252261549237794,Q2,15.466627,4.6599655,1.8666666669999998,G1,cycling,2
1719,0.14074160972590635,Q3,13.126553,4.5263624,4.533333333,G1,cycling,2
1720,0.11503167155610335,Q1,14.852296,3.9566326,0.533333333,G0,arrested,2
1721,0.13435700473440423,Q3,11.300773,5.0042152,2.666666667,G1,cycling,2
1722,0.8804305177193275,Q8,8.524479,3.733594,16.8,G2,cycling,2
1723,0.2034978554653124,Q7,10.18242,1.7825104,13.86666667,G2,cycling,2
1724,0.15483614491113445,Q4,11.352502,6.1756554,0.533333333,G0,arrested,2
1725,0.19658569424698744,Q7,10.439596,2.529264,12.53333333,S,cycling,2
1726,0.14955440295157732,Q3,13.351321,3.6359375,18.13333333,G2,cycling,2
1727,0.13457892890005405,Q3,15.720356,5.015009,1.8666666669999998,G1,cycling,2
