rank,candidate_id,dataset_index,predicted_probability,predicted_label_at_threshold,hidden_true_label,metallicity_proxy,anisotropy_proxy,n_atoms,n_edges,edge_density
434,CAND_0308,308,0.052721248827900455,1,0,metal-like (graph proxy),g-wave-like medium-confidence,10.0,30.0,0.3333333333333333
435,CAND_0310,310,0.052721248827900455,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,2.0,0.16666666666666666
436,CAND_0136,136,0.052721248827900455,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,12.0,8.0,0.06060606060606061
437,CAND_0165,165,0.052721248827900455,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,10.0,4.0,0.044444444444444446
438,CAND_0406,406,0.052721248827900455,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,2.0,0.03571428571428571
439,CAND_0396,396,0.052721248827900455,1,0,metal-like (graph proxy),g-wave-like medium-confidence,12.0,10.0,0.07575757575757576
440,CAND_0378,378,0.052721248827900455,1,0,metal-like (graph proxy),g-wave-like medium-confidence,14.0,12.0,0.06593406593406594
441,CAND_0617,617,0.052721248827900455,1,0,metal-like (graph proxy),g-wave-like medium-confidence,24.0,114.0,0.20652173913043478
442,CAND_0659,659,0.052721248827900455,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,3.0,0.25
443,CAND_0080,80,0.052721248827900455,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,6.0,0.2
444,CAND_0962,962,0.052721248827900455,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
445,CAND_0032,32,0.05252335253459288,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,2.0,0.03571428571428571
446,CAND_0621,621,0.05252335253459288,1,0,metal-like (graph proxy),g-wave-like medium-confidence,24.0,60.0,0.10869565217391304
447,CAND_0446,446,0.05252335253459288,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
448,CAND_0290,290,0.05252335253459288,1,0,metal-like (graph proxy),g-wave-like medium-confidence,14.0,6.0,0.03296703296703297
449,CAND_0046,46,0.05252335253459288,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
450,CAND_0549,549,0.05252335253459288,1,0,metal-like (graph proxy),g-wave-like medium-confidence,12.0,6.0,0.045454545454545456
451,CAND_0411,411,0.05252335253459288,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,10.0,0.3333333333333333
452,CAND_0119,119,0.05252335253459288,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,20.0,42.0,0.11052631578947368
453,CAND_0341,341,0.05252335253459288,1,1,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
454,CAND_0072,72,0.05252335253459288,1,0,metal-like (graph proxy),g-wave-like medium-confidence,10.0,12.0,0.13333333333333333
455,CAND_0397,397,0.052326158038864264,1,0,metal-like (graph proxy),g-wave-like medium-confidence,10.0,10.0,0.1111111111111111
456,CAND_0398,398,0.052326158038864264,1,0,metal-like (graph proxy),g-wave-like medium-confidence,12.0,10.0,0.07575757575757576
457,CAND_0034,34,0.052326158038864264,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
458,CAND_0016,16,0.052326158038864264,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,18.0,36.0,0.11764705882352941
459,CAND_0815,815,0.052326158038864264,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,6.0,0.2
460,CAND_0556,556,0.052326158038864264,1,0,metal-like (graph proxy),g-wave-like medium-confidence,12.0,32.0,0.24242424242424243
461,CAND_0479,479,0.052326158038864264,1,1,insulator-like (graph proxy),g-wave-like medium-confidence,16.0,30.0,0.125
462,CAND_0640,640,0.052326158038864264,1,0,metal-like (graph proxy),g-wave-like medium-confidence,12.0,14.0,0.10606060606060606
463,CAND_0680,680,0.052326158038864264,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,4.0,0.13333333333333333
464,CAND_0722,722,0.052326158038864264,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,18.0,40.0,0.13071895424836602
465,CAND_0160,160,0.052326158038864264,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,12.0,10.0,0.07575757575757576
466,CAND_0849,849,0.052326158038864264,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,10.0,0.3333333333333333
467,CAND_0142,142,0.052326158038864264,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
468,CAND_0755,755,0.052326158038864264,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,24.0,36.0,0.06521739130434782
469,CAND_0860,860,0.052326158038864264,1,0,metal-like (graph proxy),g-wave-like medium-confidence,20.0,50.0,0.13157894736842105
470,CAND_0352,352,0.052326158038864264,1,0,metal-like (graph proxy),g-wave-like medium-confidence,14.0,26.0,0.14285714285714285
471,CAND_0399,399,0.052326158038864264,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,10.0,8.0,0.08888888888888889
472,CAND_0708,708,0.052326158038864264,1,0,metal-like (graph proxy),g-wave-like medium-confidence,8.0,12.0,0.21428571428571427
473,CAND_0821,821,0.052326158038864264,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,12.0,20.0,0.15151515151515152
474,CAND_0804,804,0.052326158038864264,1,0,metal-like (graph proxy),g-wave-like medium-confidence,12.0,10.0,0.07575757575757576
475,CAND_0013,13,0.052326158038864264,1,0,metal-like (graph proxy),g-wave-like medium-confidence,8.0,6.0,0.10714285714285714
476,CAND_0949,949,0.052326158038864264,1,0,metal-like (graph proxy),g-wave-like medium-confidence,16.0,40.0,0.16666666666666666
477,CAND_0022,22,0.052326158038864264,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,12.0,10.0,0.07575757575757576
478,CAND_0576,576,0.052129663159562585,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,18.0,22.0,0.0718954248366013
479,CAND_0184,184,0.052129663159562585,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,2.0,0.16666666666666666
480,CAND_0768,768,0.052129663159562585,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,12.0,18.0,0.13636363636363635
481,CAND_0322,322,0.052129663159562585,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,12.0,8.0,0.06060606060606061
482,CAND_0379,379,0.052129663159562585,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,4.0,0.13333333333333333
483,CAND_0108,108,0.052129663159562585,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,12.0,14.0,0.10606060606060606
484,CAND_0980,980,0.052129663159562585,1,0,metal-like (graph proxy),g-wave-like medium-confidence,8.0,16.0,0.2857142857142857
485,CAND_0978,978,0.052129663159562585,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,8.0,0.14285714285714285
486,CAND_0783,783,0.052129663159562585,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,20.0,50.0,0.13157894736842105
487,CAND_0983,983,0.052129663159562585,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,3.0,0.25
488,CAND_0970,970,0.052129663159562585,1,0,metal-like (graph proxy),g-wave-like medium-confidence,10.0,2.0,0.022222222222222223
489,CAND_0176,176,0.052129663159562585,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,24.0,44.0,0.07971014492753623
490,CAND_0157,157,0.052129663159562585,1,1,metal-like (graph proxy),g-wave-like medium-confidence,10.0,6.0,0.06666666666666667
491,CAND_0272,272,0.052129663159562585,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,12.0,16.0,0.12121212121212122
492,CAND_0642,642,0.052129663159562585,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
493,CAND_0274,274,0.052129663159562585,1,0,metal-like (graph proxy),g-wave-like medium-confidence,10.0,4.0,0.044444444444444446
494,CAND_0242,242,0.052129663159562585,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,10.0,2.0,0.022222222222222223
495,CAND_0392,392,0.052129663159562585,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
496,CAND_0543,543,0.052129663159562585,1,0,metal-like (graph proxy),g-wave-like medium-confidence,14.0,20.0,0.10989010989010989
497,CAND_0501,501,0.052129663159562585,1,0,metal-like (graph proxy),g-wave-like medium-confidence,10.0,8.0,0.08888888888888889
498,CAND_0412,412,0.052129663159562585,1,0,metal-like (graph proxy),g-wave-like medium-confidence,24.0,68.0,0.12318840579710146
499,CAND_0414,414,0.052129663159562585,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,6.0,0.2
500,CAND_0792,792,0.051933865720000014,1,0,metal-like (graph proxy),g-wave-like medium-confidence,12.0,14.0,0.10606060606060606
501,CAND_0624,624,0.051933865720000014,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,5.0,0.16666666666666666
502,CAND_0211,211,0.051933865720000014,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,6.0,0.10714285714285714
503,CAND_0818,818,0.051933865720000014,1,0,metal-like (graph proxy),g-wave-like medium-confidence,14.0,36.0,0.1978021978021978
504,CAND_0187,187,0.051933865720000014,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,6.0,0.10714285714285714
505,CAND_0164,164,0.051933865720000014,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,4.0,0.13333333333333333
506,CAND_0509,509,0.051933865720000014,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,4.0,0.3333333333333333
507,CAND_0141,141,0.051933865720000014,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,24.0,50.0,0.09057971014492754
508,CAND_0739,739,0.051933865720000014,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,14.0,12.0,0.06593406593406594
509,CAND_0729,729,0.051933865720000014,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,4.0,0.07142857142857142
510,CAND_0254,254,0.051933865720000014,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,16.0,12.0,0.05
511,CAND_0703,703,0.051933865720000014,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,4.0,0.13333333333333333
512,CAND_0900,900,0.051933865720000014,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,6.0,0.10714285714285714
513,CAND_0648,648,0.051933865720000014,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,6.0,0.2
514,CAND_0661,661,0.051933865720000014,1,1,insulator-like (graph proxy),g-wave-like medium-confidence,10.0,10.0,0.1111111111111111
515,CAND_0892,892,0.051933865720000014,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
516,CAND_0116,116,0.051933865720000014,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,3.0,0.25
517,CAND_0894,894,0.051933865720000014,1,0,metal-like (graph proxy),g-wave-like medium-confidence,10.0,4.0,0.044444444444444446
518,CAND_0955,955,0.051933865720000014,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,4.0,0.13333333333333333
519,CAND_0934,934,0.051933865720000014,1,0,metal-like (graph proxy),g-wave-like medium-confidence,8.0,4.0,0.07142857142857142
520,CAND_0219,219,0.051933865720000014,1,0,metal-like (graph proxy),g-wave-like medium-confidence,24.0,68.0,0.12318840579710146
521,CAND_0533,533,0.05173876354796217,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,4.0,2.0,0.16666666666666666
522,CAND_0095,95,0.05173876354796217,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,4.0,0.07142857142857142
523,CAND_0150,150,0.05173876354796217,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
524,CAND_0890,890,0.05173876354796217,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,16.0,24.0,0.1
525,CAND_0579,579,0.05173876354796217,1,0,metal-like (graph proxy),g-wave-like medium-confidence,10.0,10.0,0.1111111111111111
526,CAND_0443,443,0.05173876354796217,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,16.0,22.0,0.09166666666666666
527,CAND_0603,603,0.05173876354796217,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,12.0,16.0,0.12121212121212122
528,CAND_0587,587,0.05173876354796217,1,0,metal-like (graph proxy),g-wave-like medium-confidence,10.0,12.0,0.13333333333333333
529,CAND_0641,641,0.05173876354796217,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,6.0,0.2
530,CAND_0188,188,0.05173876354796217,1,0,metal-like (graph proxy),g-wave-like medium-confidence,18.0,30.0,0.09803921568627451
531,CAND_0025,25,0.05173876354796217,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
532,CAND_0992,992,0.05173876354796217,1,0,metal-like (graph proxy),g-wave-like medium-confidence,14.0,16.0,0.08791208791208792
533,CAND_0295,295,0.05173876354796217,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,2.0,0.16666666666666666
534,CAND_0234,234,0.05173876354796217,1,0,metal-like (graph proxy),g-wave-like medium-confidence,18.0,22.0,0.0718954248366013
535,CAND_0333,333,0.05173876354796217,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,4.0,0.13333333333333333
536,CAND_0671,671,0.05173876354796217,1,0,metal-like (graph proxy),g-wave-like medium-confidence,10.0,8.0,0.08888888888888889
537,CAND_0610,610,0.051544354475717334,1,0,metal-like (graph proxy),g-wave-like medium-confidence,10.0,16.0,0.17777777777777778
538,CAND_0595,595,0.051544354475717334,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,12.0,0.4
539,CAND_0629,629,0.051544354475717334,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,3.0,0.25
540,CAND_0776,776,0.051544354475717334,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,10.0,8.0,0.08888888888888889
541,CAND_0375,375,0.051544354475717334,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,24.0,46.0,0.08333333333333333
542,CAND_0370,370,0.051544354475717334,1,0,metal-like (graph proxy),g-wave-like medium-confidence,24.0,50.0,0.09057971014492754
543,CAND_0395,395,0.051544354475717334,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
544,CAND_0701,701,0.051544354475717334,1,0,metal-like (graph proxy),g-wave-like medium-confidence,12.0,20.0,0.15151515151515152
545,CAND_0232,232,0.051544354475717334,1,0,metal-like (graph proxy),g-wave-like medium-confidence,10.0,8.0,0.08888888888888889
546,CAND_0709,709,0.051544354475717334,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,3.0,0.25
547,CAND_0417,417,0.051544354475717334,1,0,metal-like (graph proxy),g-wave-like medium-confidence,18.0,38.0,0.12418300653594772
548,CAND_0583,583,0.051544354475717334,1,0,metal-like (graph proxy),g-wave-like medium-confidence,8.0,16.0,0.2857142857142857
549,CAND_0886,886,0.051544354475717334,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,16.0,24.0,0.1
550,CAND_0086,86,0.051544354475717334,1,0,metal-like (graph proxy),g-wave-like medium-confidence,8.0,10.0,0.17857142857142858
551,CAND_0911,911,0.051544354475717334,1,0,metal-like (graph proxy),g-wave-like medium-confidence,16.0,22.0,0.09166666666666666
552,CAND_0500,500,0.051544354475717334,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,14.0,14.0,0.07692307692307693
553,CAND_0657,657,0.051544354475717334,1,0,metal-like (graph proxy),g-wave-like medium-confidence,20.0,58.0,0.15263157894736842
554,CAND_0052,52,0.051544354475717334,1,0,metal-like (graph proxy),g-wave-like medium-confidence,20.0,32.0,0.08421052631578947
555,CAND_0713,713,0.051544354475717334,1,0,metal-like (graph proxy),g-wave-like medium-confidence,14.0,24.0,0.13186813186813187
556,CAND_0239,239,0.051544354475717334,1,0,metal-like (graph proxy),g-wave-like medium-confidence,8.0,10.0,0.17857142857142858
557,CAND_0984,984,0.051544354475717334,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,4.0,0.07142857142857142
558,CAND_0321,321,0.051544354475717334,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,3.0,0.25
559,CAND_0693,693,0.051544354475717334,1,0,metal-like (graph proxy),g-wave-like medium-confidence,8.0,12.0,0.21428571428571427
560,CAND_0407,407,0.05135063634002528,1,1,insulator-like (graph proxy),g-wave-like medium-confidence,10.0,10.0,0.1111111111111111
561,CAND_0073,73,0.05135063634002528,1,0,metal-like (graph proxy),g-wave-like medium-confidence,16.0,22.0,0.09166666666666666
562,CAND_0810,810,0.05135063634002528,1,1,metal-like (graph proxy),g-wave-like medium-confidence,4.0,4.0,0.3333333333333333
563,CAND_0453,453,0.05135063634002528,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,10.0,8.0,0.08888888888888889
564,CAND_0863,863,0.05135063634002528,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,8.0,0.26666666666666666
565,CAND_0477,477,0.05135063634002528,1,0,metal-like (graph proxy),g-wave-like medium-confidence,12.0,22.0,0.16666666666666666
566,CAND_0759,759,0.05135063634002528,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,10.0,0.17857142857142858
567,CAND_0062,62,0.05135063634002528,1,1,metal-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
568,CAND_0008,8,0.05135063634002528,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
569,CAND_0469,469,0.05135063634002528,1,0,metal-like (graph proxy),g-wave-like medium-confidence,8.0,12.0,0.21428571428571427
570,CAND_0382,382,0.05115760698214616,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,10.0,0.17857142857142858
571,CAND_0527,527,0.05115760698214616,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,18.0,34.0,0.1111111111111111
572,CAND_0688,688,0.05115760698214616,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
573,CAND_0974,974,0.05115760698214616,1,0,metal-like (graph proxy),g-wave-like medium-confidence,12.0,32.0,0.24242424242424243
574,CAND_0138,138,0.05115760698214616,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,8.0,0.14285714285714285
575,CAND_0498,498,0.05115760698214616,1,0,metal-like (graph proxy),g-wave-like medium-confidence,8.0,2.0,0.03571428571428571
576,CAND_0542,542,0.05115760698214616,1,0,metal-like (graph proxy),g-wave-like medium-confidence,18.0,28.0,0.0915032679738562
577,CAND_0685,685,0.05115760698214616,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,14.0,8.0,0.04395604395604396
578,CAND_0521,521,0.05096526424784898,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,4.0,0.3333333333333333
579,CAND_0523,523,0.05096526424784898,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
580,CAND_0928,928,0.05096526424784898,1,0,metal-like (graph proxy),g-wave-like medium-confidence,6.0,6.0,0.2
581,CAND_0870,870,0.05096526424784898,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,12.0,16.0,0.12121212121212122
582,CAND_0159,159,0.05096526424784898,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,4.0,0.3333333333333333
583,CAND_0574,574,0.05096526424784898,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,5.0,0.16666666666666666
584,CAND_0932,932,0.05096526424784898,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,4.0,2.0,0.16666666666666666
585,CAND_0990,990,0.05096526424784898,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,4.0,2.0,0.16666666666666666
586,CAND_0301,301,0.05096526424784898,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,12.0,12.0,0.09090909090909091
587,CAND_0420,420,0.05096526424784898,1,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,3.0,0.25
588,CAND_0129,129,0.05096526424784898,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,10.0,6.0,0.06666666666666667
589,CAND_0852,852,0.05096526424784898,1,0,metal-like (graph proxy),g-wave-like medium-confidence,10.0,20.0,0.2222222222222222
590,CAND_0843,843,0.05096526424784898,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,10.0,20.0,0.2222222222222222
591,CAND_0781,781,0.05096526424784898,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,8.0,0.14285714285714285
592,CAND_0947,947,0.05096526424784898,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,8.0,0.14285714285714285
593,CAND_0696,696,0.05077360598742,1,0,metal-like (graph proxy),g-wave-like medium-confidence,12.0,22.0,0.16666666666666666
594,CAND_0650,650,0.05077360598742,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,10.0,8.0,0.08888888888888889
595,CAND_0746,746,0.05077360598742,1,0,metal-like (graph proxy),g-wave-like medium-confidence,10.0,4.0,0.044444444444444446
596,CAND_0994,994,0.05077360598742,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,24.0,58.0,0.10507246376811594
597,CAND_0772,772,0.05077360598742,1,0,metal-like (graph proxy),g-wave-like medium-confidence,10.0,6.0,0.06666666666666667
598,CAND_0506,506,0.05077360598742,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,20.0,40.0,0.10526315789473684
599,CAND_0515,515,0.05077360598742,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,8.0,0.14285714285714285
600,CAND_0833,833,0.05077360598742,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,18.0,28.0,0.0915032679738562
601,CAND_0615,615,0.05077360598742,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,16.0,26.0,0.10833333333333334
602,CAND_0212,212,0.05077360598742,1,0,metal-like (graph proxy),g-wave-like medium-confidence,8.0,4.0,0.07142857142857142
603,CAND_0139,139,0.05077360598742,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,8.0,0.14285714285714285
604,CAND_0462,462,0.05077360598742,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,12.0,18.0,0.13636363636363635
605,CAND_0079,79,0.05077360598742,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,12.0,16.0,0.12121212121212122
606,CAND_0499,499,0.05077360598742,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
607,CAND_0856,856,0.05077360598742,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,18.0,22.0,0.0718954248366013
608,CAND_0057,57,0.05077360598742,1,0,insulator-like (graph proxy),g-wave-like medium-confidence,20.0,38.0,0.1
609,CAND_0761,761,0.050582630055671006,0,0,metal-like (graph proxy),g-wave-like medium-confidence,20.0,40.0,0.10526315789473684
610,CAND_0953,953,0.050582630055671006,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
611,CAND_0997,997,0.050582630055671006,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,4.0,0.13333333333333333
612,CAND_0979,979,0.050582630055671006,0,1,metal-like (graph proxy),g-wave-like medium-confidence,12.0,28.0,0.21212121212121213
613,CAND_0279,279,0.050582630055671006,0,0,metal-like (graph proxy),g-wave-like medium-confidence,20.0,62.0,0.1631578947368421
614,CAND_0982,982,0.050582630055671006,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
615,CAND_0361,361,0.050582630055671006,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,2.0,0.03571428571428571
616,CAND_0731,731,0.050582630055671006,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,20.0,36.0,0.09473684210526316
617,CAND_0568,568,0.050582630055671006,0,0,metal-like (graph proxy),g-wave-like medium-confidence,8.0,8.0,0.14285714285714285
618,CAND_0573,573,0.050582630055671006,0,0,metal-like (graph proxy),g-wave-like medium-confidence,14.0,24.0,0.13186813186813187
619,CAND_0455,455,0.050582630055671006,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,4.0,0.13333333333333333
620,CAND_0436,436,0.050582630055671006,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,10.0,0.17857142857142858
621,CAND_0393,393,0.050582630055671006,0,0,metal-like (graph proxy),g-wave-like medium-confidence,8.0,4.0,0.07142857142857142
622,CAND_0386,386,0.050582630055671006,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,16.0,30.0,0.125
623,CAND_0121,121,0.050582630055671006,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,10.0,6.0,0.06666666666666667
624,CAND_0221,221,0.050582630055671006,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,4.0,0.13333333333333333
625,CAND_0473,473,0.050582630055671006,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,10.0,2.0,0.022222222222222223
626,CAND_0424,424,0.050392334311947326,0,0,metal-like (graph proxy),g-wave-like medium-confidence,12.0,6.0,0.045454545454545456
627,CAND_0213,213,0.050392334311947326,0,0,metal-like (graph proxy),g-wave-like medium-confidence,14.0,38.0,0.2087912087912088
628,CAND_0385,385,0.050392334311947326,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,12.0,4.0,0.030303030303030304
629,CAND_0201,201,0.050392334311947326,0,0,metal-like (graph proxy),g-wave-like medium-confidence,14.0,22.0,0.12087912087912088
630,CAND_0817,817,0.050392334311947326,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,16.0,12.0,0.05
631,CAND_0814,814,0.050392334311947326,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,5.0,0.16666666666666666
632,CAND_0824,824,0.050392334311947326,0,0,metal-like (graph proxy),g-wave-like medium-confidence,20.0,38.0,0.1
633,CAND_0873,873,0.050392334311947326,0,0,metal-like (graph proxy),g-wave-like medium-confidence,10.0,10.0,0.1111111111111111
634,CAND_0912,912,0.050392334311947326,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,12.0,6.0,0.045454545454545456
635,CAND_0492,492,0.050392334311947326,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,24.0,62.0,0.11231884057971014
636,CAND_0651,651,0.050392334311947326,0,0,metal-like (graph proxy),g-wave-like medium-confidence,12.0,24.0,0.18181818181818182
637,CAND_0004,4,0.050392334311947326,0,0,metal-like (graph proxy),g-wave-like medium-confidence,12.0,34.0,0.25757575757575757
638,CAND_0751,751,0.050392334311947326,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,6.0,0.10714285714285714
639,CAND_0275,275,0.050392334311947326,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,2.0,0.06666666666666667
640,CAND_0790,790,0.050392334311947326,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,8.0,10.0,0.17857142857142858
641,CAND_0577,577,0.0502027166201356,0,0,metal-like (graph proxy),g-wave-like medium-confidence,4.0,3.0,0.25
642,CAND_0137,137,0.0502027166201356,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,6.0,4.0,0.13333333333333333
643,CAND_0794,794,0.0502027166201356,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,12.0,12.0,0.09090909090909091
644,CAND_0848,848,0.0502027166201356,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,20.0,38.0,0.1
645,CAND_0609,609,0.0502027166201356,0,0,metal-like (graph proxy),g-wave-like medium-confidence,14.0,24.0,0.13186813186813187
646,CAND_0626,626,0.0502027166201356,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,20.0,44.0,0.11578947368421053
647,CAND_0222,222,0.0502027166201356,0,0,insulator-like (graph proxy),g-wave-like medium-confidence,10.0,6.0,0.06666666666666667
