target_Tg,decoder,anchor_idx,acid_decoded,epoxide_decoded,acid_canonical,epoxide_canonical,valid,novel_pair,novel_monomer,pred_tg
400.0,greedy,88,CN1CCN(c2ccccc2)CCN(C(=O)C(=O)N(CC2CO2)CC2CO2)c1,CN1CCN(Cc2ccccc2)CC1)N(CC1CO1)CC1CO1,CN1CCN(c2ccccc2)CCN(C(=O)C(=O)N(CC2CO2)CC2CO2)C1,,False,False,False,399.999755859375
400.0,sample,88,O=C(O)CCN1CCC(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1,CN1CCN(c2ccc(CNC(=O)c3cccc(OCC4CO4)c3OCC3CO3)CC2)cc1,O=C(O)CCN1CCC(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)C1,CN1C=CN(C2=CC=C(CNC(=O)c3cccc(OCC4CO4)c3OCC3CO3)CC2)CC1,True,True,True,399.999755859375
400.0,greedy,89,COc1cc(C)cc(CNC(=O)C(CCC(=O)O)CCC(=O)O)c(C)c1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1ccc(C(=O)Nc2ccccc2)ccc1OCC1CO1,,,False,False,False,400.0000305175781
400.0,sample,89,COc1cc(C(=O)N(CCC(=O)O)CCC(=O)O)cc(OC)c1OC,O=C(Cc1ccc(N2CCN(C(=O)c3ccc(O)cc3c2OCC2CO2)ccc1OC(=O)c1ccc(OCC2CO2)cc,COc1cc(C(=O)N(CCC(=O)O)CCC(=O)O)cc(OC)c1OC,,False,False,False,400.0000305175781
400.0,greedy,90,O=C(O)CCN(CCC(=O)Nc1ccc(C2CCCCC2)cc1)C(=O)O)c1ccccc1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)C1CCN(Cc2ccccc2)CC1,,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)C1CCN(Cc2ccccc2)CC1,False,False,False,400.0006408691406
400.0,sample,90,O=C(O)CCN(CC(=O)Nc1ccc(C2(C(=O)C(CCC(=O)O)CCc2ccccc3)ccc12,O=C(NCc1ccc(OCC2CO2)c(OCC2CO2)c1)N(CC1CO1)C(=O)c1cccn(C2=O)c1,,,False,False,False,400.0006408691406
400.0,greedy,91,CCc1ccc(C)c(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)c1,Cc1ccc(C(=O)Nc2ccc(C(=O)Nc3ccccc3c2OCC2CO2)ccc1OCC1CO1,CCc1ccc(C)c(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)c1,,False,False,False,400.0002136230469
400.0,sample,91,Cc1ccc(C)c(CNC(=O)C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2ccccc2C(=O)O,Cc1cc(OCC2CO2)c(NC(=O)c2cccc(OCC3CO3)c2)cc(C(=O)O)c1,,,False,False,False,400.0002136230469
400.0,greedy,92,CCN1CCN(C(=O)C(=O)N(CCC(=O)O)CCC(=O)N(CC2CO2)CC2CO2)CC1,CCc1ccc(NC(=O)CN2CCN(C(=O)c3ccc(OCC4CO4)cc3OCC3CO3)CC2)cc1,CCN1CCN(C(=O)C(=O)N(CCC(=O)O)CCC(=O)N(CC2CO2)CC2CO2)CC1,CCc1ccc(NC(=O)CN2CCN(C(=O)c3ccc(OCC4CO4)cc3OCC3CO3)CC2)cc1,True,True,True,400.0002136230469
400.0,sample,92,CCN1CCC(NC(=O)C(=O)N(CC2CO2)CC2CO2)CC1)C(=O)C2CCCN(C)CC1,CCc1cc(NC(=O)N2CCc3ccc(OCC4CO4)cc3c2OCC2CO2)ccc1NC(=O)C1CCCCC1,,,False,False,False,400.0002136230469
400.0,greedy,93,O=C(O)COCc1ccc(CNC(=O)Cc2ccc(COCC(=O)O)cc2)cc1C(=O)O,CC1CCN(C(=O)N2CCC(C(=O)N3CCCCC2)CC1)C(=O)N1CCC(C(=O)O)CC2)CC1,O=C(O)COCc1ccc(CC(=O)NCc2ccc(COCC(=O)O)c(C(=O)O)c2)cc1,,False,False,False,399.99969482421875
400.0,sample,93,O=C(O)COCc1cc(NC(=O)CCc2cccc(C(=O)O)c2)ccc1C(=O)O,CC1(C2CN(C(=O)N2CCC(C3CO3)CC2)CC1)C1CCN(C(=O)C2CCCC2)c1,O=C(O)COCc1cc(NC(=O)CCc2cccc(C(=O)O)c2)ccc1C(=O)O,,False,False,False,399.99969482421875
400.0,greedy,94,O=C(O)CCC(CCC(=O)O)C(=O)Nc1cccc(NC(=O)CCC2=O)c1,CCOc1ccc(C(=O)NC(C)C(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1,,CCOc1ccc(C(=O)NC(C)C(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1,False,False,False,399.9996032714844
400.0,sample,94,O=C(O)CCC(CCC(=O)O)C(=O)NCc1ccc(=O)c(NC(=O)CCc2ccccc2)c1,CCCOc1ccc(C=CC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,,CCCOc1ccc(C=CC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,False,False,False,399.9996032714844
400.0,greedy,95,O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(N2CCCC2)nc2ccccc21,CCCOc1ccc(C(=O)Nc2ccc(OCC3CO3)cc2OCC2CO2)cc1C,,CCCOc1ccc(C(=O)Nc2ccc(OCC3CO3)cc2OCC2CO2)cc1C,False,False,False,400.0002136230469
400.0,sample,95,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1cc(C2=O)ccc1Cn2ccccc1,CCCOc1ccc(C(=O)Nc2ccc(OCC3CO3)cc2)c(OCC2CO2)c(OC)c1,,,False,False,False,400.0002136230469
400.0,greedy,96,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1ccc(C(=O)Nc2ccccc2)cc1,O=C(Cc1ccc2c(c1)OCCN(C(=O)c2cccc(OCC3CO3)c2OCC2CO2)CC1,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1ccc(C(=O)Nc2ccccc2)cc1,,False,False,False,399.9996032714844
400.0,sample,96,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1ccc(C2(C(=O)O)ccn1,O=C(OCCN(Cc1ccccc1)Cc1cccc(OCC2CO2)c1OCC1CO1)c1ccccc1,,O=C(OCCN(Cc1ccccc1)Cc1cccc(OCC2CO2)c1OCC1CO1)c1ccccc1,False,False,False,399.9996032714844
400.0,greedy,97,O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(OCC2(C(=O)O)cc1,COc1cc(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)cc(OC)c1OC,,COc1cc(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)cc(OC)c1OC,False,False,False,400.0001525878906
400.0,sample,97,O=C(O)CCN(CCC(=O)O)C(=O)c1ccc2c(c1)CCC(=O)O,COc1ccc(OC2CCN(C(=O)c3ccc(OCC4CO4)cc3c2OCC2CO2)c(OC)cn1,,,False,False,False,400.0001525878906
400.0,greedy,98,Cc1ccc(CN(CCC(=O)O)CCC(=O)O)c(C)c1,O=C(CCCC1CO1)NCCN1CCN(C(=O)c2ccc(OCC3CO3)cc2)CC1,Cc1ccc(CN(CCC(=O)O)CCC(=O)O)c(C)c1,O=C(CCCC1CO1)NCCN1CCN(C(=O)c2ccc(OCC3CO3)cc2)CC1,True,True,True,399.9999084472656
400.0,sample,98,Cc1ccc(CN(CCC(=O)O)CCC(=O)O)c(C)c1C,O=C(CCCNC(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)NCC1CC1,Cc1ccc(CN(CCC(=O)O)CCC(=O)O)c(C)c1C,O=C(CCCNC(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)NCC1CC1,True,True,True,399.9999084472656
400.0,greedy,99,O=C(O)CCN(CCC(=O)O)C(=O)CCn1c(=O)n(CCC(=O)O)cc1,Cc1ccc(C(=O)Nc2ccc(C)c(OCC3CO3)c2)ccc1OCC1CO1,O=C(O)CCN(CCC(=O)O)C(=O)CCn1ccn(CCC(=O)O)c1=O,,False,False,False,399.99981689453125
400.0,sample,99,O=C(O)CCN(CCC(=O)O)C(=O)Cn1n(=O)n(CCC(=O)O)cc1,CCc1ccc(OCC2CO2)cc1NC(=O)c1ccc(OCC2CO2)cc1OCc1ccccc1,,CCc1ccc(OCC2CO2)cc1NC(=O)c1ccc(OCC2CO2)cc1OCc1ccccc1,False,False,False,399.99981689453125
400.0,greedy,100,CC(C)(C)CNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,O=C(Nc1ccc(C(=O)Nc2ccc3ccccc3c2c1OCC1CO1)CC1CO1,CC(C)(C)CNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,,False,False,False,400.0002746582031
400.0,sample,100,CN(CC(=O)O)C(=O)CCNC(=O)CCCC(=O)O,O=C(c1cccnc1)c1ccnc(N=Cc2cnoc2c1)Nc1ccc(C(=O)Nc3cccc(C(=O)N(CC3CO3)CC,CN(CC(=O)O)C(=O)CCNC(=O)CCCC(=O)O,,False,False,False,400.0002746582031
400.0,greedy,101,O=C(O)CCCC(=O)NCCc1ccc(OCCC(=O)O)cc1,CCc1ccc(C(=O)NCc2ccc(OCC3CO3)cc2)ccc1OCC1CO1,O=C(O)CCCC(=O)NCCc1ccc(OCCC(=O)O)cc1,,False,False,False,400.0002746582031
400.0,sample,101,CC(CCCCC(=O)O)NC(=O)COc1cc(C(=O)O)nn1,CC(=O)c1ccc(CN(CC2CO2)CC2CO2)cc1C(=O)NCc1ccc(C)cc1,,CC(=O)c1ccc(CN(CC2CO2)CC2CO2)cc1C(=O)NCc1ccc(C)cc1,False,False,False,400.0002746582031
400.0,greedy,102,CCC(C)(C)C(=O)Nc1ccc(C(=O)O)cc1C(=O)O)C(=O)CCCC(=O)O,Cc1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(OCC4CO4)cc3c2OCC2CO2)cc1,,,False,False,False,400.0009765625
400.0,sample,102,CCCN(CC(=O)NC(=O)c1ccccc1C(=O)O)C(=O)COCCC(=O)O,Cc1ccc(C(=O)N2Cc3cccc(OCC4CO4)cc3)cccc2OCC2CO2)cc1OCC1CO1,CCCN(CC(=O)NC(=O)c1ccccc1C(=O)O)C(=O)COCCC(=O)O,,False,False,False,400.0009765625
400.0,greedy,103,O=C(O)C1CCC(CC(=O)O)CCCCC1)N1CCCCC1,CC(C)C1CCN(CC(=O)N(CC2CO2)CC1)c1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,,CC(C)C1CCN(CC2CO2)C(=O)CN(c2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)CC1,False,False,False,399.9997253417969
400.0,sample,103,O=C(O)C1CCC(NC(=O)C2CCCCCC2)CC1)N1CCOCC1,CC(C)N1CCN(C(=O)N(CC1CO1)CC1CO1)C1CCCCC1)N(CC1CO1,,,False,False,False,399.9997253417969
400.0,greedy,104,O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(N2CCCCCC2)ccc1C(=O)N1CCCC1,O=C(Nc1ccc(OCC2CO2)cc1)c1ccc(Nc2ccccc2OCC2CO2)n1,,,False,False,False,399.9999694824219
400.0,sample,104,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1ccc(C(=O)N2CCC(Nc3ccccc3)CC2)cc1,O=C(Nc1cccc(OCc2cc(OCC3CO3)nc2ccccc2n1)c1ccc(OCC2CO2)cc1,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)Nc1ccc(C(=O)N2CCC(Nc3ccccc3)CC2)cc1,,False,False,False,399.9999694824219
400.0,greedy,105,CC(C)(C)C(=O)Nc1ccc(C(=O)NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1,COc1cc(CNC(=O)N(CC2CO2)CC2CO2)ccc1C(=O)O,CC(C)(C)C(=O)Nc1ccc(C(=O)NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1,COc1cc(CNC(=O)N(CC2CO2)CC2CO2)ccc1C(=O)O,True,True,True,399.9999084472656
400.0,sample,105,CCC(C)(C)C)c1cc(NC(=O)C(=O)Nc2ccc(C(C)(CC(=O)O)CCC(=O)O)cc2)cc1,COc1cc(CC(=O)NCCc2ccc(OCC3CO3)c(C)c2)ccc1OCCNC(=O)COCCO1,,,False,False,False,399.9999084472656
400.0,greedy,106,O=C(O)CCN(CCC(=O)O)C(=O)CN1CCC(CC(=O)O)CC1,O=C(Nc1ccccc1CN(Cc1ccccc2)c1)c1ccc(OCC2CO2)cc1OCC1CO1,O=C(O)CCN(CCC(=O)O)C(=O)CN1CCC(CC(=O)O)CC1,,False,False,False,400.0
400.0,sample,106,O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)C(=O)NCCc2cccc2n1)CCCC(=O)O,N#Cc1ccc(C(=O)N(CC2CO2)C(=O)c2ccc(OCC3CO3)cc2)cc1,O=C(O)CCCC1=CC=C(C(=O)N(CCC(=O)O)CCC(=O)O)N=C2C=CC=C2CCNC(=O)C(=O)N1,N#Cc1ccc(C(=O)N(CC2CO2)C(=O)c2ccc(OCC3CO3)cc2)cc1,True,True,True,400.0
400.0,greedy,107,Cc1cc(C)c(C)c(CN(CCC(=O)O)CC(=O)N(CCC(=O)O)c1,O=C(Nc1ccc(OCC2CO2)cc1)c1ccc(NC(=O)c2ccccc2OCC2CO2)cc1,,O=C(Nc1ccc(OCC2CO2)cc1)c1ccc(NC(=O)c2ccccc2OCC2CO2)cc1,False,False,False,400.0002136230469
400.0,sample,107,Cc1cc(C)cc(C)c1CN(C)CCC(=O)O)C(=O)Nc1ccc(CCC(=O)O)cc1,O=C(Nc1ccccc1Nc1ccccc1)c1cc(OCC2CO2)cc(OCC2CO2)nc1,,,False,False,False,400.0002136230469
400.0,greedy,108,CN(C)C(=O)c1ccc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1)C(=O)C(=O)NCc1cccc,CCCOc1ccc(NC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,,CCCOc1ccc(NC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,False,False,False,400.0003662109375
400.0,sample,108,Cn1cccc1C(=O)NCCCN1CCCN(C(=O)C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,CCOC(C)Cc1ccc(NC(=O)c2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,,CCOC(C)Cc1ccc(NC(=O)c2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,False,False,False,400.0003662109375
400.0,greedy,109,O=C(O)CCNC(=O)c1ccccc1C(=O)O,COC(=O)c1cccc(NC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,O=C(O)CCNC(=O)c1ccccc1C(=O)O,COC(=O)c1cccc(NC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,True,True,True,399.9997253417969
400.0,sample,109,O=C(O)CCC(CC(=O)O)C(=O)O,CNC(=O)c1cccc(NC(=O)C=Cc2ccc(OCC3CO3)cc2OCC2CO2)c1,O=C(O)CCC(CC(=O)O)C(=O)O,CNC(=O)c1cccc(NC(=O)C=Cc2ccc(OCC3CO3)cc2OCC2CO2)c1,True,True,True,399.9997253417969
400.0,greedy,110,O=C(O)CCN(CCC(=O)O)C(=O)c1ccccc1C(=O)O,CCc1ccc(OCC2CO2)c(C(=O)NCc2ccc(OCC3CO3)cc2)c1,O=C(O)CCN(CCC(=O)O)C(=O)c1ccccc1C(=O)O,CCc1ccc(OCC2CO2)c(C(=O)NCc2ccc(OCC3CO3)cc2)c1,True,True,True,400.00054931640625
400.0,sample,110,N#Cc1cccc(CNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)c1,CCc1cccc(OCCNC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1,N#Cc1cccc(CNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)c1,CCc1cccc(OCCNC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1,True,True,True,400.00054931640625
400.0,greedy,111,O=C(O)CCN(CCC(=O)O)C(=O)Nc1ccc(C(=O)NC2CCCCC2)cc1,O=C(CCCc1ccc(OCC2CO2)c(OCC2CO2)c1)Nc1ccccc1OCC1CO1,O=C(O)CCN(CCC(=O)O)C(=O)Nc1ccc(C(=O)NC2CCCCC2)cc1,O=C(CCCc1ccc(OCC2CO2)c(OCC2CO2)c1)Nc1ccccc1OCC1CO1,True,True,True,400.00006103515625
400.0,sample,111,O=C(O)CCN1CCC(Nc2ccccc2C(=O)NCC1(C(=O)O)CC1,O=C(C=Cc1ccc(OCC2CO2)c(OCC2CO2)cc1OCC1CO1,,,False,False,False,400.00006103515625
400.0,greedy,112,CC(C)Oc1ccc(C(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)cc1COCC(=O)O,COc1ccc(C(=O)NCCC(=O)N(CC2CO2)CC2CO2)cc1C,CC(C)Oc1ccc(C(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)cc1COCC(=O)O,COc1ccc(C(=O)NCCC(=O)N(CC2CO2)CC2CO2)cc1C,True,True,True,399.9999084472656
400.0,sample,112,Cc1ccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)cc3c2ccccc2COCC(=O)O)c1,CCOC(=O)c1ccc(NC(=O)CNC(=O)C(CCC(=O)O)CCC(=O)O)c(C)c1,,CCOC(=O)c1ccc(NC(=O)CNC(=O)C(CCC(=O)O)CCC(=O)O)c(C)c1,False,False,False,399.9999084472656
400.0,greedy,113,Cc1cc(CN(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,O=C(NCCc1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1OCC1CO1,,O=C(NCCc1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1OCC1CO1,False,False,False,399.99981689453125
400.0,sample,113,Cn1c(COCC(=O)O)c(=O)n(CCC(=O)N(CCC(=O)O)c2nnncc2n1,O=C(Nc1ccc(OCC2CO2)cc1)NCCc1ccc(OCC2CO2)cc1OCC1CO1,,O=C(NCCc1ccc(OCC2CO2)cc1OCC1CO1)Nc1ccc(OCC2CO2)cc1,False,False,False,399.99981689453125
400.0,greedy,114,O=C(O)CCN(CCC(=O)O)C(=O)CCC1(C(=O)COCCC2)CC1,Cc1cc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)ccc1O,,Cc1cc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)ccc1O,False,False,False,399.9999084472656
400.0,sample,114,O=C(O)CCN(CCC(=O)O)C(=O)CCN(C(=O)C1CCCC1,Cc1cc(C(=O)Nc2ccc(C(=O)N=Cc3cccc(OCC4CO4)c2)cccc2OCC2CO2)c1,,,False,False,False,399.9999084472656
400.0,greedy,115,CCc1ccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)cc1COCC(=O)O,O=C(Nc1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1OCC1CO1,CCc1ccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)cc1COCC(=O)O,O=C(Nc1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1OCC1CO1,True,True,True,400.0002136230469
400.0,sample,115,CCC(=O)c1cc(COCC(=O)O)cc(CC(=O)O)cc1C(=O)c1ccccc1,O=C(Cc1ccc(OCC2CO2)cc1)c1cc(OCC2CO2)cc(O2)c1,,,False,False,False,400.0002136230469
400.0,greedy,116,O=C(O)c1ccc(N2CCC(C(=O)O)CC2)ccc1C(=O)O,O=C(CCC1CO1)N(CC1CO1)CC1CO1,,O=C(CCC1CO1)N(CC1CO1)CC1CO1,False,False,False,400.000244140625
400.0,sample,116,O=C(O)c1ccc(N2CCCCC2)ccc1C(=O)O)C1=C(C(=O)O)CC1,O=C(CCc1cccc(CNC(=O)C(Cc2ccccc3)CC2CO2)c1OCC1CO1,,,False,False,False,400.000244140625
400.0,greedy,117,CC(=O)Oc1ccc(C(=O)O)cc1,O=C(C(=O)N1CCC(C(=O)N2CCCCC2)c1)c1c(OCC2CO2)cccc1OCC1CO1,CC(=O)Oc1ccc(C(=O)O)cc1,O=C(C(=O)N1CCC(C(=O)N2CCCCC2)C1)c1c(OCC2CO2)cccc1OCC1CO1,True,True,True,400.0000305175781
400.0,sample,117,Cc1ccc(C(=O)O)c(C(=O)O)c1,O=C(NCCc1ccc(OCC2CO2)cc1OCC1CO1)C(=O)N1CCN(C(=O)C2)CC1,Cc1ccc(C(=O)O)c(C(=O)O)c1,,False,False,False,400.0000305175781
400.0,greedy,118,O=C(O)CCNC(=O)C(=O)NCCNC(=O)C(=O)NCCC(=O)NCCC(=O)O,O=C(CCCC1CO1)NCCNC(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,O=C(O)CCNC(=O)CCNC(=O)C(=O)NCCNC(=O)C(=O)NCCC(=O)O,O=C(CCCC1CO1)NCCNC(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,True,True,True,399.9992370605469
400.0,sample,118,O=C(O)CCNC(=O)C(=O)NCCCNC(=O)C(=O)NCCC(=O)NCCC(=O)O,O=C(CCCCC1CO1)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,O=C(O)CCNC(=O)CCNC(=O)C(=O)NCCCNC(=O)C(=O)NCCC(=O)O,O=C(CCCCC1CO1)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,True,True,True,399.9992370605469
400.0,greedy,119,CC(C)(C(=O)O)C(=O)Nc1cccc(C(=O)O)c1,Cc1ccc(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)cc1C,CC(C)(C(=O)O)C(=O)Nc1cccc(C(=O)O)c1,Cc1ccc(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)cc1C,True,True,True,399.9999694824219
400.0,sample,119,CC(C)(CC(=O)NCc1ccc(C(=O)O)cc1)C(=O)O,Cc1ccc(CCOCC2CO2)c(C(=O)Cc2ccc(C)c(OCC3CO3)c2)c1,CC(C)(CC(=O)NCc1ccc(C(=O)O)cc1)C(=O)O,Cc1ccc(CCOCC2CO2)c(C(=O)Cc2ccc(C)c(OCC3CO3)c2)c1,True,True,True,399.9999694824219
400.0,greedy,120,O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)Nc2ccc(C(=O)N(CCC(=O)O)cc2)cc1,O=C(NCc1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1)c1ccccc1OCC1CO1,,,False,False,False,399.9999084472656
400.0,sample,120,O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)C2(NC(=O)c2ccccc2)cc1)C(=O)C(=O)N,O=C(NCc1ccccc1)c1ccc(OCC2CO2)cc1OCC1CO1)c1ccc(Oc2ccccc2)cc1,,,False,False,False,399.9999084472656
400.0,greedy,121,COc1cc(C(=O)O)ccc1C(=O)N(CCC(=O)O)CC(=O)O,O=C(NCc1ccc(OCC2CO2)c(OCC2CO2)c1)Nc1ccc(C(=O)NCC2CO2)cc1,COc1cc(C(=O)O)ccc1C(=O)N(CCC(=O)O)CC(=O)O,O=C(NCc1ccc(OCC2CO2)c(OCC2CO2)c1)Nc1ccc(C(=O)NCC2CO2)cc1,True,True,True,399.9997863769531
400.0,sample,121,CCOc1cc(CC(=O)O)cc(NC(=O)C(=O)N(CCC(=O)O)CC2)c1,O=C(NCc1ccc(OCC2CO2)nc1)Nc1cccc(CNC(=O)Cc2cccc(OCC3CO3)o2)c1,,,False,False,False,399.9997863769531
400.0,greedy,122,CCCCN(CC(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1,Cc1cc(C)cc(C)cc1CN(C)Cc1ccc(OCC2CO2)cc(OCC2CO2)c1,,,False,False,False,400.0002136230469
400.0,sample,122,Cc1ccccc1NC(=O)C(CCC(=O)O)CCC(=O)O,Cc1cc(OC)ccc1C)c1c1ccc(OCC2CO2)c(C)c1OCC1CO1,Cc1ccccc1NC(=O)C(CCC(=O)O)CCC(=O)O,,False,False,False,400.0002136230469
400.0,greedy,123,Cc1ccc(C(=O)N(CC2CO2)CC2CO2)n1CC1CC1,CCCCN1CCN(C(=O)c2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)CC1,Cc1ccc(C(=O)N(CC2CO2)CC2CO2)n1CC1CC1,CCCCN1CCN(C(=O)c2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)CC1,True,True,True,400.0001220703125
400.0,sample,123,Cc1ccc(C(=O)N(CC2CO2)CC2=O)cc(C(=O)NCc2ccc(C(=O)N3CC3)nn2)c1=O,CCCN1CCN(C(=O)c2ccc(CN(C)CC3CC3)c(C(=O)N(CC3CO3)CC3CO3)CC2CO2)c1,,,False,False,False,400.0001220703125
400.0,greedy,124,CC(C)(C(=O)O)c1ccc(C(=O)O)cc1C(=O)O,Cc1ccc(C(=O)Nc2ccc(C)c(OCC3CO3)c2)ccc1OCC1CO1,CC(C)(C(=O)O)c1ccc(C(=O)O)cc1C(=O)O,,False,False,False,399.9997863769531
400.0,sample,124,CC(C)(C(=O)O)C(=O)c1ccnc(C(=O)O)c1C(=O)O,Cc1cc(OCC2CO2)c(C(=O)Nc2cccc(OC3CC3CO3)c2)cnc1Cc1ccccc1,CC(C)(C(=O)O)C(=O)c1ccnc(C(=O)O)c1C(=O)O,,False,False,False,399.9997863769531
400.0,greedy,125,CCc1ccc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)cc1C,O=C(c1ccc(OCC2CO2)c(OCC2CO2)c1)c1ccc2ccccc2c1=O,CCc1ccc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)cc1C,,False,False,False,400.0003967285156
400.0,sample,125,Cc1cccc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)c1,O=C(c1ccc(Oc2ccc(OCC3CO3)cc2c1)c1ccc(OCC2CO2)cc1Cc1ccncc1,Cc1cccc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)c1,,False,False,False,400.0003967285156
400.0,greedy,126,COC(=O)c1ccc(NC(=O)C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)ccc1=O,CCCc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,COC(=O)c1ccc(NC(=O)C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)ccc1=O,CCCc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,True,True,True,399.9995422363281
400.0,sample,126,Cc1cnc(C(=O)OCC(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)CCCCC2=O)cc1,CCc1cccc(C(=O)N(CC2CO2)CC2CO2)c1,,CCc1cccc(C(=O)N(CC2CO2)CC2CO2)c1,False,False,False,399.9995422363281
400.0,greedy,127,COc1cc(C(=O)O)ccc1C(=O)OCC(=O)O,COc1ccc(C(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)nn1,COc1cc(C(=O)O)ccc1C(=O)OCC(=O)O,COc1ccc(C(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)nn1,True,True,True,399.9997253417969
400.0,sample,127,COc1cc(C(=O)O)c(=O)n(CCC(=O)O)c(=O)n(C)C(=O)O,COc1cc(CNC(=O)c2c(OCC4CO4)cccc2OCC2CO2)ccc1OC,,COc1ccc(CNC(=O)c2c(OCC3CO3)cccc2OCC2CO2)cc1OC,False,False,False,399.9997253417969
