,phase,annotated_age,state,batch,pseudotime_dynamic
1093,G1,0.8,cycling,2,0.06501359066284129
1094,G0,5.8666666670000005,arrested,2,0.14130303545716907
1095,G1,1.6,cycling,2,0.07756232380086822
1096,S,9.866666667,cycling,2,0.3180328988038962
1097,G1,0.0,cycling,2,0.12224367590987731
1098,G0,1.8666666669999998,arrested,2,0.10412773515186056
1099,G0,5.8666666670000005,arrested,2,0.07348032050226781
1100,G2,13.33333333,cycling,2,0.3163444630761635
1101,G1,2.933333333,cycling,2,0.11064780241317898
1102,G2,16.8,cycling,2,0.40889287082708
1103,G1,2.666666667,cycling,2,0.06647506869249724
1104,G2,16.8,cycling,2,0.23415193033777015
1105,G1,0.0,cycling,2,0.19157778290950905
1106,G0,1.066666667,arrested,2,0.0789265021597381
1107,G1,4.533333333,cycling,2,0.08542183049374055
1108,G1,1.333333333,cycling,2,0.14787833443023565
1109,G1,1.8666666669999998,cycling,2,0.11805451439472796
1110,G1,2.133333333,cycling,2,0.15330116668050775
1111,G1,10.4,cycling,2,0.16863793385818596
1112,S,8.0,cycling,2,0.34037926068658764
1113,G1,3.2,cycling,2,0.06385848714047769
1114,G1,2.933333333,cycling,2,0.14123254381768893
1115,S,5.066666667,cycling,2,0.16981324201676276
1116,G1,5.066666667,cycling,2,0.15323425013940753
1117,G0,5.333333333,arrested,2,0.18955029157279768
1118,G1,4.266666667,unassigned,2,0.12263517076303435
1119,G1,2.666666667,cycling,2,0.1452692816004231
1120,G2,14.66666667,cycling,2,0.2963935588189741
1121,G1,0.0,cycling,2,0.0722715081521015
1122,G2,20.8,cycling,2,0.5106085822629205
1123,G0,6.1333333329999995,arrested,2,0.19152191888193906
1124,G2,16.0,cycling,2,0.38216891386091495
1125,G2,16.0,cycling,2,0.538030222605173
1126,G1,2.933333333,cycling,2,0.12805863932180217
1127,G1,4.533333333,cycling,2,0.3033409460498549
1128,G1,3.2,cycling,2,0.07400462831638659
1129,G1,5.8666666670000005,cycling,2,0.0844530963415871
1130,G1,0.8,cycling,2,0.11024796394418888
1131,G1,2.133333333,unassigned,2,0.09159936915809033
1132,S,8.8,cycling,2,0.22005361022380715
1133,G1,2.933333333,unassigned,2,0.09635208610417824
1134,G2,17.86666667,cycling,2,0.209600410138221
1135,G1,1.333333333,cycling,2,0.09204684508762079
1136,G1,2.933333333,cycling,2,0.07434840252774844
1137,S,10.4,cycling,2,0.4211997460194593
1138,G0,9.6,arrested,2,0.1604808525497851
1139,G1,4.0,cycling,2,0.125907075176642
1140,G2,14.66666667,cycling,2,0.30364356118224595
1141,G1,4.8,cycling,2,0.10337934227235202
1142,G2,16.53333333,cycling,2,0.1945275821002868
1143,S,3.733333333,cycling,2,0.12707607538229773
1144,G1,2.666666667,cycling,2,0.021173531834118086
1145,G2,16.53333333,cycling,2,0.5125509963471377
1146,G1,3.4666666669999997,cycling,2,0.16320878324147947
1147,G1,3.2,cycling,2,0.06411950703065544
1148,G1,0.8,cycling,2,0.07890303820993129
1149,G1,2.666666667,unassigned,2,0.0578488585861274
1150,G1,2.933333333,cycling,2,0.0862546460704141
1151,S,20.8,cycling,2,0.21167370699219054
1152,G0,1.8666666669999998,arrested,2,0.0762826480109074
1153,G1,6.1333333329999995,cycling,2,0.14779271376951214
1154,G0,1.066666667,arrested,2,0.12040571396200098
1155,G0,1.333333333,arrested,2,0.13936379057465947
1156,S,7.733333332999999,cycling,2,0.20954314329744306
1157,G2,16.8,cycling,2,0.22375846918435163
1158,S,6.666666667,cycling,2,0.15865328275859272
1159,G0,3.4666666669999997,arrested,2,0.09429350795792465
1160,S,5.6,cycling,2,0.10715808847056664
1161,G2,17.86666667,cycling,2,0.3312677755156283
1162,G2,16.53333333,cycling,2,0.24675426058779026
1163,G1,1.8666666669999998,cycling,2,0.057890984130355524
1164,G2,13.33333333,cycling,2,0.35463504203338364
1165,G1,0.533333333,cycling,2,0.06792957669420956
1166,S,5.333333333,cycling,2,0.1719643448530639
1167,G0,1.066666667,arrested,2,0.12939297952405726
1168,G0,3.4666666669999997,arrested,2,0.12218504529047311
1169,G0,1.066666667,arrested,2,0.12700856531722857
1170,S,5.333333333,cycling,2,0.10481509651925118
1171,G1,2.133333333,cycling,2,0.09558661681235252
1172,S,8.0,cycling,2,0.2521547895054657
1173,S,16.0,cycling,2,0.29234743034591576
1174,S,8.266666667,cycling,2,0.227672763470654
1175,S,5.333333333,cycling,2,0.22181266431281754
1176,G1,3.4666666669999997,cycling,2,0.09671631956209839
1177,G2,15.2,cycling,2,0.25428718413019313
1178,G2,16.0,cycling,2,0.2599757763160694
1179,G1,0.26666666699999997,cycling,2,0.04838794978351242
1180,G1,2.4,cycling,2,0.1235878610391846
1181,S,5.6,cycling,2,0.26396613617541576
1182,G1,0.26666666699999997,cycling,2,0.1444166435619855
1183,G1,4.533333333,cycling,2,0.11650595213669451
1184,G2,19.73333333,cycling,2,0.33024428535438094
1185,S,12.53333333,cycling,2,0.1346084239590465
1186,S,12.26666667,cycling,2,0.20112061632604197
1187,G1,1.333333333,cycling,2,0.07609905809143154
1188,G1,2.133333333,cycling,2,0.0885708541582537
1189,G1,2.933333333,cycling,2,0.1600445672095654
1190,G0,13.06666667,arrested,2,0.18201985377392438
1191,G1,2.133333333,cycling,2,0.06408202648849072
1192,G2,16.0,cycling,2,0.4365713605797208
1193,G0,13.06666667,arrested,2,0.2274099143569668
1194,S,10.66666667,cycling,2,0.4896967842701494
1195,G0,24.0,arrested,2,0.2746375808320104
1196,G1,4.0,cycling,2,0.10029870081970543
1197,S,6.1333333329999995,cycling,2,0.15915705226610888
1198,G1,2.933333333,cycling,2,0.0738043811642826
1199,S,5.6,cycling,2,0.2421724805589637
1200,G1,3.2,cycling,2,0.09056791312758772
1201,G1,2.4,unassigned,2,0.13828216370006996
1202,G1,5.066666667,cycling,2,0.11303303871249394
1203,G1,0.26666666699999997,cycling,2,0.11963960484872681
1204,S,7.466666667,cycling,2,0.2337920629846168
1205,G2,12.8,cycling,2,0.4318205396100534
1206,G0,2.4,arrested,2,0.18523728555484092
1207,G1,4.0,cycling,2,0.14971123344440887
1208,S,8.0,cycling,2,0.2644283160902588
1209,G1,3.2,cycling,2,0.09747836714490829
1210,G2,18.13333333,cycling,2,0.5620973462978588
1211,S,9.066666667,cycling,2,0.28419231078115037
1212,G1,0.26666666699999997,cycling,2,0.06677594767237498
1213,G1,1.333333333,cycling,2,0.1376757920715843
1214,G0,20.53333333,arrested,2,0.22601115432732122
1215,G1,0.26666666699999997,cycling,2,0.15258620932832523
1216,S,5.333333333,cycling,2,0.20601905544065915
1217,G0,4.8,arrested,2,0.1605942785860442
1218,S,11.46666667,cycling,2,0.4547524409192201
1219,G1,0.26666666699999997,cycling,2,0.03810785255121604
1220,G1,3.733333333,unassigned,2,0.13874559467986772
1221,S,8.8,cycling,2,0.2765474854427626
1222,G0,1.333333333,arrested,2,0.08191340621833262
1223,S,5.066666667,cycling,2,0.2111137238226402
1224,G1,3.733333333,cycling,2,0.09896198574673168
1225,S,6.933333332999999,cycling,2,0.2803127927835706
1226,G2,15.46666667,cycling,2,0.3519252299038261
1227,S,6.933333332999999,cycling,2,0.33063950440861606
1228,G2,18.93333333,cycling,2,0.3775133713860734
1229,G1,3.733333333,unassigned,2,0.14078131175946904
1230,G1,2.133333333,cycling,2,0.11471475489104067
1231,G1,1.8666666669999998,cycling,2,0.084177162805222
1232,S,9.066666667,cycling,2,0.21009449275058448
1233,G2,17.6,cycling,2,0.44719860006742784
1234,S,5.066666667,cycling,2,0.2242824633895695
1235,G1,3.2,cycling,2,0.15510195972749408
1236,G2,18.4,cycling,2,0.37109321492490255
1237,G1,1.066666667,cycling,2,0.04586367003118461
1238,G0,0.8,arrested,2,0.09560472201343896
1239,G1,2.666666667,cycling,2,0.11725587837784858
1240,S,9.866666667,cycling,2,0.2704868647963874
1241,S,11.2,cycling,2,0.24134496393798255
1242,G0,3.4666666669999997,arrested,2,0.14810145451731108
1243,S,5.8666666670000005,cycling,2,0.17448061592145575
1244,G0,2.666666667,arrested,2,0.11858692683592066
1245,G1,5.8666666670000005,cycling,2,0.1236456260060054
1246,S,10.93333333,cycling,2,0.20034211362728518
1247,G1,5.066666667,cycling,2,0.11774592718574493
1248,G0,4.0,arrested,2,0.21904030409551214
1249,G1,1.8666666669999998,cycling,2,0.08423700799681111
1250,G1,3.733333333,cycling,2,0.1500751579236724
1251,G1,5.066666667,cycling,2,0.09294209235851514
1252,G0,5.333333333,arrested,2,0.1587364457641683
1253,S,10.66666667,cycling,2,0.24428850860951565
1254,G1,2.933333333,cycling,2,0.10416174048170022
1255,S,12.53333333,cycling,2,0.20668430327882753
1256,S,4.533333333,cycling,2,0.12865584877504033
1257,S,8.0,cycling,2,0.31174286225308795
1258,G1,1.066666667,unassigned,2,0.3069534298079441
1259,G1,4.0,cycling,2,0.11799233484398407
1260,S,10.13333333,cycling,2,0.28249527858328416
1261,G1,1.6,cycling,2,0.08666163823691837
1262,G1,4.0,cycling,2,0.14624594578898087
1263,G1,3.4666666669999997,cycling,2,0.16105165135256427
1264,G2,14.13333333,cycling,2,0.22775526993274614
1265,G1,4.533333333,cycling,2,0.07675161801639119
1266,G1,2.133333333,cycling,2,0.08446986033261827
1267,S,5.066666667,cycling,2,0.1311617116010684
1268,G1,4.0,cycling,2,0.1463999011008047
1269,G1,2.666666667,unassigned,2,0.10711753910940132
1270,G1,3.733333333,cycling,2,0.1313316232025661
1271,G0,0.8,arrested,2,0.12196461097913844
1272,G0,2.933333333,arrested,2,0.14127244656658206
1273,S,8.0,cycling,2,0.24003096316811395
1274,S,12.8,cycling,2,0.2543043672551769
1275,G1,2.666666667,cycling,2,0.1281913993689926
1276,S,5.066666667,cycling,2,0.2925504674164916
1277,S,14.93333333,cycling,2,0.32054283774966197
1278,G1,1.066666667,cycling,2,0.11450109708371252
1279,G0,1.333333333,arrested,2,0.08334235053322282
1280,S,4.533333333,cycling,2,0.13463031987459576
1281,G2,17.33333333,cycling,2,0.38468834256138934
1282,G1,5.066666667,cycling,2,0.18325884391752728
1283,S,8.8,cycling,2,0.19843199636955003
1284,G1,2.933333333,cycling,2,0.08686567135292239
1285,G0,1.333333333,arrested,2,0.09556963270858754
1286,S,9.066666667,cycling,2,0.2665253293553862
1287,G1,3.733333333,cycling,2,0.08457837384809806
1288,G1,1.6,unassigned,2,0.11213604878409457
1289,G1,0.0,cycling,2,0.1397358265223545
1290,S,9.866666667,cycling,2,0.21922729986048278
1291,G2,13.06666667,cycling,2,0.32644785453673436
1292,G1,6.1333333329999995,cycling,2,0.12081419145196398
1293,G0,1.066666667,arrested,2,0.35167208392445587
1294,G1,0.0,cycling,2,0.22670247067463678
1295,G1,1.6,cycling,2,0.11892071682510881
1296,G2,12.0,cycling,2,0.46219551209000376
1297,G1,3.4666666669999997,cycling,2,0.11741107415495296
1298,G2,12.0,cycling,2,0.3202250705198134
1299,G1,2.666666667,cycling,2,0.08069303000190628
1300,S,10.66666667,cycling,2,0.3979918710719513
1301,G0,18.13333333,arrested,2,0.2306009320825762
1302,S,12.26666667,cycling,2,0.20099255985756923
1303,G2,14.4,cycling,2,0.5026742391138406
1304,G0,7.733333332999999,arrested,2,0.10691904888176695
1305,S,16.26666667,cycling,2,0.29223082619976887
1306,G0,1.066666667,arrested,2,0.1732538349237842
1307,G1,0.533333333,cycling,2,0.12695561437575958
1308,G1,0.533333333,cycling,2,0.074695639298111
1309,S,8.266666667,cycling,2,0.22014631938984452
1310,G2,19.2,cycling,2,0.3832233684704223
1311,S,15.2,cycling,2,0.1903495439848595
1312,G1,2.666666667,cycling,2,0.10712590717354405
1313,G1,0.533333333,cycling,2,0.11678971142423668
1314,G1,1.6,cycling,2,0.0889111317675813
1315,S,14.66666667,cycling,2,0.19894076386900916
1316,G1,1.333333333,unassigned,2,0.06415754790310685
1317,G0,9.066666667,arrested,2,0.16827526278350152
1318,G1,1.066666667,cycling,2,0.08407025639212111
1319,G0,1.066666667,arrested,2,0.13590796106734457
1320,G1,0.26666666699999997,cycling,2,0.18882926814195528
1321,S,10.66666667,cycling,2,0.3154879431509999
1322,G1,4.533333333,cycling,2,0.1424109085385222
1323,S,9.066666667,cycling,2,0.29261868679313885
1324,G1,5.066666667,cycling,2,0.1566773118046505
1325,G1,5.066666667,cycling,2,0.11259425636642989
1326,G0,2.933333333,arrested,2,0.0969698730712599
1327,G1,4.266666667,cycling,2,0.10154698370078782
1328,G2,16.26666667,cycling,2,0.27550651323129816
1329,G1,3.733333333,cycling,2,0.11362566663631608
1330,S,8.8,cycling,2,0.22585652839711823
1331,G1,2.4,cycling,2,0.08841358565723065
1332,G1,1.6,cycling,2,0.10308027618225737
1333,G1,3.2,cycling,2,0.05703086790884012
1334,G1,5.066666667,cycling,2,0.11947780569588186
1335,S,10.4,cycling,2,0.24176614511845093
1336,G2,16.0,cycling,2,0.35876391151857273
1337,S,5.8666666670000005,cycling,2,0.18755254722946388
1338,G1,2.133333333,cycling,2,0.14771611903633988
1339,S,20.26666667,cycling,2,0.2671349060335209
1340,G2,14.13333333,cycling,2,0.36568563298252754
1341,G1,0.533333333,cycling,2,0.06822879042426827
1342,G1,5.333333333,cycling,2,0.12857342803835478
1343,G1,1.066666667,cycling,2,0.05600189317842522
1344,S,9.333333332999999,cycling,2,0.32552876059521574
1345,S,13.6,cycling,2,0.37258803334368756
1346,G1,1.066666667,cycling,2,0.11794769448086631
1347,S,9.066666667,cycling,2,0.29389395873160057
1348,G1,5.066666667,cycling,2,0.15087855857405047
1349,S,10.93333333,cycling,2,0.20608236934364782
1350,S,14.4,cycling,2,0.32257465836700716
1351,S,14.93333333,cycling,2,0.25646685323739077
1352,G1,4.0,cycling,2,0.09958068797057047
1353,S,13.06666667,cycling,2,0.24949112403990986
1354,G2,16.53333333,cycling,2,0.4838465265617215
1355,G1,1.8666666669999998,cycling,2,0.04512348365484126
1356,G1,1.333333333,unassigned,2,0.05948134777696538
1357,S,10.4,cycling,2,0.2536640094729665
1358,S,11.73333333,cycling,2,0.3461835672109574
1359,G2,12.8,cycling,2,0.5350650211589352
1360,G1,1.066666667,cycling,2,0.08045610574348774
1361,G1,5.333333333,cycling,2,0.10308384437466239
1362,G2,14.13333333,cycling,2,0.23996986735736084
1363,G2,13.33333333,cycling,2,0.7229823377845734
1364,S,15.2,cycling,2,0.22485367512817125
1365,G1,1.8666666669999998,cycling,2,0.0702335250646742
1366,G1,1.8666666669999998,unassigned,2,0.09007015329064307
1367,G2,17.6,cycling,2,0.3564711306316317
1368,G2,14.93333333,cycling,2,0.36054874579426516
1369,S,17.06666667,cycling,2,0.20779530784312716
1370,G1,0.533333333,cycling,2,0.09909531980779133
1371,G1,0.26666666699999997,cycling,2,0.182496869017564
1372,S,19.46666667,cycling,2,0.19450857704409866
1373,S,6.666666667,cycling,2,0.25578217240110207
1374,G1,2.666666667,unassigned,2,0.11846233664613992
1375,G1,0.26666666699999997,cycling,2,0.22335569716825693
1376,S,5.8666666670000005,cycling,2,0.15738020316657556
1377,G1,1.8666666669999998,cycling,2,0.06491744069860338
1378,S,10.93333333,cycling,2,0.17846891270901008
1379,G1,4.533333333,cycling,2,0.07216867214920497
1380,S,8.8,cycling,2,0.2238479684032352
1381,S,9.333333332999999,cycling,2,0.2595002600501728
1382,S,9.333333332999999,cycling,2,0.22400256121651266
1383,G1,4.8,cycling,2,0.12829615222050356
1384,S,11.73333333,cycling,2,0.273308000679517
1385,G1,3.4666666669999997,cycling,2,0.08546783503992822
1386,G1,0.26666666699999997,cycling,2,0.046693794169169474
1387,G1,0.533333333,cycling,2,0.05931529471461932
1388,G1,3.2,cycling,2,0.2124631619691167
1389,S,8.8,cycling,2,0.18056652939776438
1390,S,10.93333333,cycling,2,0.2686184497760164
1391,S,9.866666667,cycling,2,0.1988210245155701
1392,G0,9.066666667,arrested,2,0.12748083693073806
1393,G1,2.666666667,cycling,2,0.06617501634045579
1394,G1,3.2,cycling,2,0.13064288608505073
1395,S,13.86666667,cycling,2,0.21904449751216223
1396,G1,1.066666667,cycling,2,0.08569976973627975
1397,G2,16.26666667,cycling,2,0.37778252625072195
1398,G1,3.4666666669999997,cycling,2,0.06012378632667983
1399,S,10.4,cycling,2,0.2694823922254719
1400,G1,0.26666666699999997,cycling,2,0.09138294713906048
1401,S,10.66666667,cycling,2,0.214418671315821
1402,S,12.26666667,cycling,2,0.2435385468845582
1403,G1,5.333333333,cycling,2,0.1764743743869443
1404,S,11.73333333,cycling,2,0.34034600608623894
1405,G1,6.933333332999999,cycling,2,0.15122860390642925
1406,G0,0.26666666699999997,arrested,2,0.08730182631952786
1407,G0,22.4,arrested,2,0.22952063700694558
1408,S,12.53333333,cycling,2,0.21396695837730353
1409,G1,5.6,cycling,2,0.05320741356992491
1410,G1,5.066666667,cycling,2,0.14562234077487138
1411,G1,2.4,cycling,2,0.07242579414099785
1412,G1,8.0,unassigned,2,0.12430119811135511
1413,G2,16.0,cycling,2,0.35222496020153277
1414,G1,2.666666667,cycling,2,0.20771729978403458
1415,S,11.73333333,cycling,2,0.12007613837281333
1416,S,5.333333333,cycling,2,0.14827473399851557
1417,G1,1.8666666669999998,cycling,2,0.056059201279044873
1418,S,7.466666667,cycling,2,0.1884400575695157
1419,S,16.53333333,cycling,2,0.19605423842707742
1420,G1,2.4,cycling,2,0.03985358349334543
1421,G1,1.6,cycling,2,0.08169820718716723
1422,G0,0.8,arrested,2,0.06518531745581814
1423,S,14.4,cycling,2,0.32595356270611076
1424,S,7.466666667,cycling,2,0.14361940604317164
1425,S,8.266666667,cycling,2,0.21275851429328854
1426,G2,12.8,cycling,2,0.34868046998976365
1427,G2,11.46666667,cycling,2,0.2103223232929538
1428,G1,25.06666667,cycling,2,0.1596813244805771
1429,S,12.0,cycling,2,0.23127288376492616
1430,G1,5.333333333,cycling,2,0.14720549158706805
1431,G0,2.666666667,arrested,2,0.12288376189350451
1432,G2,12.0,cycling,2,0.21773781142389753
1433,S,12.53333333,cycling,2,0.1825652701311543
1434,G0,2.133333333,arrested,2,0.043394266959543286
1435,S,10.13333333,cycling,2,0.18065724741074124
1436,G0,1.8666666669999998,arrested,2,0.10425610510446456
1437,G0,4.266666667,arrested,2,0.08330210174158448
1438,S,7.466666667,cycling,2,0.24184622212590212
1439,S,10.66666667,cycling,2,0.17513662704355448
1440,S,10.93333333,cycling,2,0.11584393281182878
1441,G0,2.133333333,arrested,2,0.07253403632197455
1442,G0,2.133333333,arrested,2,0.11001974279867954
1443,G1,5.333333333,cycling,2,0.11307231547100602
1444,S,10.93333333,cycling,2,0.26305352284073164
1445,S,7.466666667,cycling,2,0.21528005141754275
1446,S,13.06666667,cycling,2,0.22941700193432696
1447,S,9.6,cycling,2,0.17146185442278528
1448,S,9.6,cycling,2,0.21350161229776426
1449,S,14.66666667,cycling,2,0.2988435033100183
1450,S,9.866666667,cycling,2,0.1901296865704092
1451,S,4.0,cycling,2,0.17787493954692243
1452,G1,3.2,cycling,2,0.1072136402639663
1453,G2,18.13333333,cycling,2,0.3322314578564653
1454,S,8.0,cycling,2,0.18616114194539235
1455,S,10.93333333,cycling,2,0.08078290728825338
1456,G0,2.133333333,arrested,2,0.09701381884769363
1457,G2,17.33333333,cycling,2,0.2983927655912852
1458,S,12.26666667,cycling,2,0.18176837595588005
1459,S,6.4,cycling,2,0.13192099747924044
1460,S,11.2,cycling,2,0.23361365110783558
1461,G2,16.53333333,cycling,2,0.40055596680026484
1462,G1,3.2,cycling,2,0.05477884559817717
1463,G2,18.13333333,cycling,2,0.23492666818640184
1464,G2,12.26666667,cycling,2,0.2084758732140811
1465,G1,4.266666667,cycling,2,0.0597390964414023
1466,S,10.4,cycling,2,0.2405906373384492
1467,S,6.1333333329999995,cycling,2,0.14383774271335056
1468,G1,1.6,cycling,2,0.06712412959164803
1469,G1,1.066666667,cycling,2,0.07351126159349311
1470,G0,16.26666667,arrested,2,0.13744519621892
1471,G1,4.266666667,cycling,2,0.10659482043602105
1472,G1,1.066666667,cycling,2,0.10964529607094842
1473,G1,0.26666666699999997,cycling,2,0.05983509885582238
1474,G0,1.8666666669999998,arrested,2,0.10130636088975635
1475,G1,0.0,cycling,2,0.03162627839605666
1476,G1,5.6,cycling,2,0.05668778770864152
1477,S,11.2,cycling,2,0.30569512770964397
1478,S,10.93333333,cycling,2,0.3597254155326706
1479,G1,0.533333333,unassigned,2,0.08123222830436477
1480,G1,0.26666666699999997,cycling,2,0.1138329131197641
1481,G1,5.066666667,cycling,2,0.11989511867684347
1482,S,8.533333333,cycling,2,0.2267470021681801
1483,S,10.13333333,cycling,2,0.19941735813522
1484,S,6.933333332999999,cycling,2,0.19232547207825715
1485,S,8.533333333,cycling,2,0.2790370709948868
1486,S,9.333333332999999,cycling,2,0.27354684178358674
1487,G2,16.26666667,cycling,2,0.32924750641657097
1488,G1,0.533333333,cycling,2,0.11619673885944293
1489,G1,0.0,cycling,2,0.06730671070984966
1490,G1,2.933333333,cycling,2,0.1675838250317098
1491,S,7.466666667,cycling,2,0.17647852931882005
1492,G1,2.933333333,cycling,2,0.13413314467412737
1493,S,6.1333333329999995,cycling,2,0.21302110164833588
1494,G0,0.26666666699999997,arrested,2,0.07595176509539676
1495,S,8.266666667,cycling,2,0.19341090198273045
1496,S,12.53333333,cycling,2,0.3310788003732589
1497,G0,0.26666666699999997,arrested,2,0.14953291692253134
1498,S,12.26666667,cycling,2,0.25763640903146556
1499,G1,0.8,cycling,2,0.05767568588353252
1500,G2,12.8,cycling,2,0.34004000081570596
1501,S,11.2,cycling,2,0.2907326267586163
1502,S,9.866666667,cycling,2,0.18873888634989924
1503,S,8.533333333,cycling,2,0.21118540936945054
1504,G1,0.533333333,cycling,2,0.09233174785044035
1505,S,10.4,cycling,2,0.2822587610855825
1506,G1,0.8,cycling,2,0.05814992138030843
1507,G0,0.8,arrested,2,0.1188844009237406
1508,G1,3.733333333,cycling,2,0.10322627794487661
1509,S,7.2,cycling,2,0.2826192859876085
1510,G1,2.4,cycling,2,0.04528724384437789
1511,S,11.73333333,cycling,2,0.37958302215794754
1512,S,11.73333333,cycling,2,0.25290795856643394
1513,G0,0.8,arrested,2,0.0945214764988563
1514,G2,18.93333333,cycling,2,0.381012429455256
1515,G2,12.53333333,cycling,2,0.413771791622972
1516,S,20.26666667,cycling,2,0.15259232108771562
1517,G1,8.8,cycling,2,0.10665636132005567
1518,S,6.933333332999999,cycling,2,0.2224991327684329
1519,G1,4.266666667,cycling,2,0.0848724650870541
1520,G2,19.46666667,cycling,2,0.4263590730963648
1521,G2,14.93333333,cycling,2,0.39711675345604613
1522,G2,13.33333333,cycling,2,0.2708743571288983
1523,G0,1.8666666669999998,arrested,2,0.07795285833093508
1524,S,11.2,cycling,2,0.2616236847799624
1525,S,7.466666667,cycling,2,0.20254152108881737
1526,G0,0.533333333,arrested,2,0.05092192409393306
1527,G1,3.4666666669999997,cycling,2,0.14382606479578053
1528,G1,13.86666667,unassigned,2,0.08011788215478206
1529,G0,1.8666666669999998,arrested,2,0.07722599631697988
1530,G1,4.0,cycling,2,0.12234048690105938
1531,G2,16.53333333,cycling,2,0.2631232393328542
1532,G0,2.133333333,arrested,2,0.09217085682683902
1533,S,5.333333333,cycling,2,0.0969605793661768
1534,G1,0.533333333,unassigned,2,0.11300567890117798
1535,S,9.066666667,cycling,2,0.24436804283676045
1536,G1,4.8,unassigned,2,0.07833877358294984
1537,G1,20.8,cycling,2,0.24667826472681298
1538,G1,4.266666667,cycling,2,0.18738828699228
1539,G1,0.533333333,unassigned,2,0.0738608037375921
1540,G2,14.4,cycling,2,0.1620040741714428
1541,G1,1.066666667,cycling,2,0.09962371879353306
1542,S,5.333333333,cycling,2,0.189717593601845
1543,G2,11.73333333,cycling,2,0.2286582160629766
1544,S,7.2,cycling,2,0.4925472636923772
1545,S,10.93333333,cycling,2,0.260721793182931
1546,G1,3.2,cycling,2,0.08369104311144317
1547,G2,16.26666667,cycling,2,0.3349248496802715
1548,S,8.8,cycling,2,0.2689597767634446
1549,S,7.733333332999999,cycling,2,0.1533074640540131
1550,G1,3.2,cycling,2,0.13416074116504675
1551,S,7.466666667,cycling,2,0.21529045804271996
1552,G2,16.0,cycling,2,0.3666973289445534
1553,S,6.933333332999999,cycling,2,0.1400402241368687
1554,G1,3.733333333,unassigned,2,0.03552043125044563
1555,G1,6.1333333329999995,cycling,2,0.118240226004446
1556,G0,17.33333333,arrested,2,0.1602101749969184
1557,S,5.6,cycling,2,0.2907473769833585
1558,G1,4.8,cycling,2,0.14513438179421817
1559,G2,18.4,cycling,2,0.6093967892710692
1560,S,8.266666667,cycling,2,0.18567673506695606
1561,S,5.333333333,cycling,2,0.1713244367860808
1562,S,7.2,cycling,2,0.30333004103792116
1563,G1,3.733333333,cycling,2,0.09704016488781575
1564,G0,25.06666667,arrested,2,0.17032820591565923
1565,S,4.8,cycling,2,0.1612128216891953
1566,S,12.53333333,cycling,2,0.2755468686414584
1567,G2,19.2,cycling,2,0.2908726863192109
1568,S,12.53333333,cycling,2,0.2770865085064078
1569,G1,1.066666667,cycling,2,0.06584827692979271
1570,S,7.466666667,cycling,2,0.17077153707224926
1571,S,9.866666667,cycling,2,0.1834894220525979
1572,S,6.4,cycling,2,0.12719130528940598
1573,G1,5.066666667,cycling,2,0.10833388322926
1574,G1,3.2,cycling,2,0.1515430288585625
1575,G1,3.4666666669999997,cycling,2,0.10007847020664956
1576,G1,3.2,cycling,2,0.1241379595173437
1577,G1,4.0,cycling,2,0.21548435151313464
1578,G1,4.0,cycling,2,0.15799902419944015
1579,G2,14.93333333,cycling,2,0.3924966319430485
1580,G1,2.666666667,cycling,2,0.07838360774359246
1581,S,15.73333333,cycling,2,0.3361886604447192
1582,G1,3.4666666669999997,cycling,2,0.18778529708544847
1583,G1,5.8666666670000005,cycling,2,0.0898974124581231
1584,G2,18.13333333,cycling,2,0.37573547578287086
1585,G1,1.066666667,cycling,2,0.12952295897482563
1586,G1,1.066666667,cycling,2,0.10211203905945561
1587,S,6.4,cycling,2,0.1543880753896487
1588,S,4.0,cycling,2,0.1534507331418004
1589,G1,0.8,cycling,2,0.07664954780371425
1590,G1,4.266666667,cycling,2,0.16088550348570063
1591,G1,4.266666667,cycling,2,0.1286306505722453
1592,G1,3.733333333,cycling,2,0.13108189283957447
1593,G2,12.53333333,cycling,2,0.3265983702071743
1594,S,5.066666667,cycling,2,0.1497835757611193
1595,G2,18.93333333,cycling,2,0.9999999996551635
1596,G1,2.133333333,cycling,2,0.06847822142644774
1597,S,12.0,cycling,2,0.2185219430588972
1598,S,4.8,cycling,2,0.13188322210129666
1599,G1,2.666666667,cycling,2,0.06638575196363197
1600,S,9.866666667,cycling,2,0.17779208001671548
1601,G2,17.06666667,cycling,2,0.3470418847231255
1602,G0,1.8666666669999998,arrested,2,0.08773076927690232
1603,S,11.46666667,cycling,2,0.24200291789776818
1604,G1,3.2,cycling,2,0.10870667760051485
1605,G1,0.8,cycling,2,0.07028084346269416
1606,G0,6.666666667,arrested,2,0.11569206613345207
1607,G2,17.6,cycling,2,0.3061150997986082
1608,S,12.0,cycling,2,0.24099405039722177
1609,G2,11.46666667,cycling,2,0.3926486851248312
1610,G1,9.333333332999999,cycling,2,0.15850298519768738
1611,S,11.73333333,cycling,2,0.23425171403105854
1612,G1,1.8666666669999998,cycling,2,0.09367788099018373
1613,G2,14.13333333,cycling,2,0.36485203271661126
1614,G1,1.8666666669999998,cycling,2,0.21528595190562172
1615,G1,1.8666666669999998,cycling,2,0.09814473248349084
1616,G1,2.666666667,cycling,2,0.13495894594101598
1617,G1,3.733333333,cycling,2,0.08877568150862034
1618,G2,17.33333333,cycling,2,0.23967506232401242
1619,G1,4.8,cycling,2,0.16643120343779513
