mu_eV,posterior_density,combined_loglike,exclusion_prob_M33_X_7,exclusion_prob_IRAS_09149_6206
6.146870449123586e-12,10250245561.796247,-4.381897068378146e-10,2.3840569790011844e-13,0.0
6.3225151349824035e-12,10250245566.28635,-1.4144241333725494e-13,7.696399926068401e-17,0.0
6.503178806669206e-12,10250245566.2878,0.0,2.2120107207646693e-24,0.0
6.689004879958935e-12,10250245566.2878,0.0,1.9671801507263117e-41,0.0
6.880140868682461e-12,10250245566.2878,0.0,9.205146658986546e-82,0.0
7.0767385018270836e-12,10250245566.2878,0.0,1.4091682807207203e-181,0.0
7.278953843983161e-12,10250245566.2878,0.0,0.0,0.0
7.486947419232455e-12,10250245566.2878,0.0,0.0,0.0
7.700884338576552e-12,10250245566.2878,0.0,0.0,0.0
7.920934431006502e-12,10250245566.2878,0.0,0.0,0.0
8.14727237831769e-12,10250245566.2878,0.0,0.0,0.0
8.38007785377717e-12,10250245566.2878,0.0,0.0,0.0
8.619535664753033e-12,10250245566.2878,0.0,0.0,0.0
8.865835899419684e-12,10250245566.2878,0.0,0.0,0.0
9.119174077655027e-12,10250245566.2878,0.0,0.0,0.0
9.379751306249491e-12,10250245566.2878,0.0,0.0,0.0
9.647774438550119e-12,10250245566.2878,0.0,0.0,0.0
9.923456238666427e-12,10250245566.2878,0.0,0.0,0.0
1.0207015550368377e-11,10250245566.2878,0.0,0.0,0.0
1.0498677470810535e-11,10250245566.2878,0.0,0.0,0.0
1.0798673529220511e-11,10250245566.2878,0.0,0.0,0.0
1.1107241870692973e-11,10250245566.2878,0.0,0.0,0.0
1.1424627445235905e-11,10250245566.2878,0.0,0.0,0.0
1.1751082202218608e-11,10250245566.2878,0.0,0.0,0.0
1.2086865290376001e-11,10250245566.2878,0.0,0.0,0.0
1.2432243263528004e-11,10250245566.2878,0.0,0.0,0.0
1.2787490292177266e-11,10250245566.2878,0.0,0.0,0.0
1.3152888381153216e-11,10250245566.2878,0.0,0.0,0.0
1.3528727593475178e-11,10250245566.2878,0.0,0.0,0.0
1.391530628061257e-11,10250245566.2878,0.0,0.0,0.0
1.4312931319324144e-11,10250245566.2878,0.0,0.0,0.0
1.4721918355265392e-11,10250245566.2878,0.0,0.0,0.0
1.514259205355666e-11,10250245566.2878,0.0,0.0,0.0
1.5575286356511234e-11,10250245566.2878,0.0,0.0,0.0
1.602034474872788e-11,10250245566.2878,0.0,0.0,0.0
1.6478120529758354e-11,10250245566.2878,0.0,0.0,0.0
1.694897709456619e-11,10250245566.2878,0.0,0.0,0.0
1.7433288221999873e-11,10250245566.2878,0.0,0.0,0.0
1.79314383715083e-11,10250245566.2878,0.0,0.0,0.0
1.844382298833553e-11,10250245566.2878,0.0,0.0,0.0
1.8970848817435965e-11,10250245566.2878,0.0,0.0,0.0
1.951293422635966e-11,10250245566.2878,0.0,0.0,0.0
2.0070509537363963e-11,10250245566.2878,0.0,0.0,0.0
2.0644017369015086e-11,10250245566.2878,0.0,0.0,0.0
2.1233912987550884e-11,10250245566.2878,0.0,0.0,0.0
2.1840664668283574e-11,10250245566.2878,0.0,0.0,0.0
2.246475406732988e-11,10250245566.2878,0.0,0.0,0.0
2.310667660396231e-11,10250245566.2878,0.0,0.0,0.0
2.376694185388693e-11,10250245566.2878,0.0,0.0,0.0
2.4446073953758435e-11,10250245566.2878,0.0,0.0,0.0
2.5144612017254173e-11,10250245566.2878,0.0,0.0,0.0
2.586311056303739e-11,10250245566.2878,0.0,0.0,0.0
2.6602139954949325e-11,10250245566.2878,0.0,0.0,0.0
2.7362286854779676e-11,10250245566.2878,0.0,0.0,0.0
2.8144154687974675e-11,10250245566.2878,0.0,0.0,0.0
2.8948364122653236e-11,10250245566.2878,0.0,0.0,0.0
2.977555356230961e-11,10250245566.2878,0.0,0.0,0.0
3.0626379652596046e-11,10250245566.2878,0.0,0.0,0.0
3.1501517802586e-11,10250245566.2878,0.0,0.0,0.0
3.240166272093236e-11,10250245566.2878,0.0,0.0,0.0
3.332752896734623e-11,10250245566.2878,0.0,0.0,0.0
3.4279851519834e-11,10250245566.2878,0.0,0.0,0.0
3.525938635814307e-11,10250245566.2878,0.0,0.0,0.0
3.62669110638791e-11,10250245566.2878,0.0,0.0,0.0
3.7303225437772224e-11,10250245566.2878,0.0,0.0,0.0
3.836915213457992e-11,10250245566.2878,0.0,0.0,0.0
3.9465537316133466e-11,10250245566.2878,0.0,0.0,0.0
4.059325132304427e-11,10250245566.2878,0.0,0.0,0.0
4.175318936560409e-11,10250245566.2878,0.0,0.0,0.0
4.294627223442752e-11,10250245566.2878,0.0,0.0,0.0
4.4173447031400823e-11,10250245566.2878,0.0,0.0,0.0
4.5435687921517154e-11,10250245566.2878,0.0,0.0,0.0
4.6733996906196216e-11,10250245566.2878,0.0,0.0,0.0
4.8069404618699317e-11,10250245566.2878,0.0,0.0,0.0
4.944297114227505e-11,10250245566.2878,0.0,0.0,0.0
5.085578685168227e-11,10250245566.2878,0.0,0.0,0.0
5.230897327875942e-11,10250245566.2878,0.0,0.0,0.0
5.3803684002727316e-11,10250245566.2878,0.0,0.0,0.0
5.5341105565931886e-11,10250245566.2878,0.0,0.0,0.0
5.692245841575405e-11,10250245566.2878,0.0,0.0,0.0
5.854899787343406e-11,10250245566.2878,0.0,0.0,0.0
6.022201513058086e-11,10250245566.2878,0.0,0.0,0.0
6.194283827415396e-11,10250245566.2878,0.0,0.0,0.0
6.37128333407362e-11,10250245566.2878,0.0,0.0,0.0
6.553340540093085e-11,10250245566.2878,0.0,0.0,0.0
6.740599967474508e-11,10250245566.2878,0.0,0.0,0.0
6.933210267884533e-11,10250245566.2878,0.0,0.0,0.0
7.131324340659488e-11,10250245566.2878,0.0,0.0,0.0
7.335099454181077e-11,10250245566.2878,0.0,0.0,0.0
7.5446973707203e-11,10250245566.2878,0.0,0.0,0.0
7.760284474848899e-11,10250245566.2878,0.0,0.0,0.0
7.98203190551981e-11,10250245566.2878,0.0,0.0,0.0
8.210115691922074e-11,10250245566.2878,0.0,0.0,0.0
8.444716893217609e-11,10250245566.2878,0.0,0.0,0.0
8.68602174227093e-11,10250245566.2878,0.0,0.0,0.0
8.934221793485901e-11,10250245566.2878,0.0,0.0,0.0
9.189514074866878e-11,10250245566.2878,0.0,0.0,0.0
9.452101244424933e-11,10250245566.2878,0.0,0.0,0.0
9.722191751053306e-11,10250245566.2878,0.0,0.0,0.0
1e-10,10250245566.2878,0.0,0.0,0.0
