ISO3,Country,n_points,mean_scenario_risk,high_risk_share,slr_ge_4_share,slr_ge_7_share,baseline_tc_hazard,future_tc_hazard,scenario,Mang_Ha_2020,Risk_Pop_2020,Risk_Stock_2020,Ben_Pop_2020,Ben_Stock_2020,risk_pop_proxy,risk_stock_proxy
SYC,Seychelles,4,0.4630669480349552,1.0,1.0,1.0,0.2346143919947115,0.29310845220683296,ssp585,227.0,5287.0,33278197.0,652.0,13548792.0,2448.234954260808,15410033.120896002
TCA,Turks and Caicos Islands,8,0.39279375772116903,0.0,1.0,1.0,0.1461833840046417,0.19755222514387277,ssp585,15037.0,827.0,44163526.0,1641.0,66776159.0,324.8404376354068,17347157.33175655
THA,Thailand,694,0.358946291524566,0.05475504322766571,1.0,0.9985590778097982,0.1196744877457164,0.1477178238838357,ssp585,264930.0,124711.0,814801338.0,23646.0,204952563.0,44764.55096232015,292469918.60435444
TLS,TimorLeste,7,0.37996796951829587,0.0,1.0,1.0,0.1824424151541606,0.18369761897042122,ssp585,1344.0,2188.0,0.0,3698.0,0.0,831.3699173060313,0.0
TON,Tonga,4,0.3807398524179366,0.25,1.0,1.0,0.16420513234760103,0.19676372598948336,ssp585,1039.0,896.0,11031140.544791,1404.0,17285403.264382,341.14290776647124,4199994.823025242
TTO,Trinidad and Tobago,26,0.42199400656813324,0.0,1.0,1.0,0.17170245454506386,0.2320386970721993,ssp585,11169.0,3000.0,16320282.0,567.0,6924440.0,1265.9820197043998,6887061.189501787
TWN,Taiwan,9,0.39288068705278373,0.0,1.0,1.0,0.16042277227196466,0.20246637242900117,ssp585,167.0,389704.0,4891052614.0,70762.0,263254022.0,153107.17526721803,1921600111.399634
TZA,U.R. of Tanzania: Mainland,201,0.4229626188861797,0.1044776119402985,1.0,1.0,0.19001063124458675,0.2373840818264871,ssp585,120155.0,19894.0,27388931.0,10681.0,15160642.0,8414.41834012166,11584493.984252872
USA,United States,486,0.44222277670486176,0.40329218106995884,1.0,1.0,0.1772522638430283,0.2390458313546753,ssp585,231525.0,329242.0,21150953450.0,64247.0,2352552635.0,145598.3114478621,9353433364.614275
VEN,Venezuela (Bolivarian Republic of),634,0.3914574741089118,0.01892744479495268,1.0,1.0,0.1447643743774491,0.19532600364798486,ssp585,300542.0,128871.0,578987661.0,19847.0,123343160.0,50447.516145889575,226649047.3152869
VIR,UnitedStatesVirginIslands,4,0.40921858072906925,0.0,1.0,1.0,0.1552652030508147,0.20982539540287098,ssp585,274.0,1395.0,0.0,257.0,0.0,570.8599201170516,0.0
VNM,Viet Nam,226,0.45632330823303996,0.29646017699115046,1.0,1.0,0.21923787243063944,0.27669573403726144,ssp585,186363.0,2467538.0,4746241695.0,3673309.0,7391633755.0,1125995.103350739,2165820711.935991
VUT,Vanuatu,4,0.4249317601894018,0.25,1.0,1.0,0.22273303785054493,0.22426544115095665,ssp585,1532.0,5656.0,50318275.816529,1607.0,14296582.25551,2403.414035631257,21381833.512413476
WSM,Samoa,2,0.664680099638626,1.0,1.0,1.0,0.47712459366132104,0.5717288580924876,ssp585,231.0,543.0,0.0,2568.0,0.0,360.9212941037739,0.0
YEM,Yemen,1,0.3476727373007233,0.0,1.0,1.0,0.1167896234426099,0.142927141169066,ssp585,1566.0,50926.0,369260678.0,6239.0,35634167.0,17705.581819776635,128381870.69778097
ZAF,South Africa,3,0.29959642034004536,0.0,1.0,1.0,0.11278775904181382,0.046969334375372936,ssp585,2654.0,8866.0,86491602.0,1603.0,22566767.0,2656.221862734842,25912574.348675907
,,9264,0.3803465014986016,0.19300518134715025,1.0,0.9981649395509499,0.19047818142978284,0.17410719783224163,ssp585,,,,,,0.0,0.0
