cluster,core_element,shell_element,core_category,shell_category,observed_mismatch,target_mismatch,target_low,target_high,core_energy,shell_energy,stability_score,within_target_range
Cs13@Ni45,Cs,Ni,MC,Ch1,-0.5320754716981132,0.136,0.12,0.16,0.0,-2.15,2.2337641509433963,False
Ag147@Cs192,Ag,Cs,MC,Ch1,0.8402777777777778,0.136,0.12,0.16,-4.82,0.0,2.260372222222222,False
Ag13@Rb32,Ag,Rb,MC,MC,0.7222222222222223,0.038,0.03,0.05,0.0,-2.35,2.2942777777777783,False
Ag13@Rb42,Ag,Rb,MC,MC,0.7222222222222223,0.038,0.03,0.05,0.0,-2.35,2.2942777777777783,False
Ag13@Rb45,Ag,Rb,MC,MC,0.7222222222222223,0.038,0.03,0.05,0.0,-2.35,2.2942777777777783,False
Ni13@K32,Ni,K,MC,Ch1,0.8306451612903226,0.136,0.12,0.16,0.0,-2.15,2.3067580645161296,False
Ni13@K42,Ni,K,MC,Ch1,0.8306451612903226,0.136,0.12,0.16,0.0,-2.15,2.3067580645161296,False
Ni13@K45,Ni,K,MC,Ch1,0.8306451612903226,0.136,0.12,0.16,0.0,-2.15,2.3067580645161296,False
Cu55@K92,Cu,K,MC,MC,0.7734375,0.038,0.03,0.05,-2.35,-4.82,2.3289312499999997,False
Cu55@K147,Cu,K,MC,MC,0.7734375,0.038,0.03,0.05,-2.35,-4.82,2.3289312499999997,False
Ag13@Cs32,Ag,Cs,MC,Ch1,0.8402777777777778,0.136,0.12,0.16,0.0,-2.15,2.340472222222222,False
Ag13@Cs42,Ag,Cs,MC,Ch1,0.8402777777777778,0.136,0.12,0.16,0.0,-2.15,2.340472222222222,False
Ag13@Cs45,Ag,Cs,MC,Ch1,0.8402777777777778,0.136,0.12,0.16,0.0,-2.15,2.340472222222222,False
Cu147@K192,Cu,K,MC,MC,0.7734375,0.038,0.03,0.05,-4.82,0.0,2.3994312499999997,False
Cu13@K32,Cu,K,MC,MC,0.7734375,0.038,0.03,0.05,0.0,-2.35,2.4735312499999997,False
Cu13@K42,Cu,K,MC,MC,0.7734375,0.038,0.03,0.05,0.0,-2.35,2.4735312499999997,False
Cu13@K45,Cu,K,MC,MC,0.7734375,0.038,0.03,0.05,0.0,-2.35,2.4735312499999997,False
Ni55@K92,Ni,K,MC,MC,0.8306451612903226,0.038,0.03,0.05,-2.35,-4.82,2.529158064516129,False
Ni55@K147,Ni,K,MC,MC,0.8306451612903226,0.038,0.03,0.05,-2.35,-4.82,2.529158064516129,False
Cu55@Rb92,Cu,Rb,MC,Ch1,0.9375,0.136,0.12,0.16,-2.35,-4.61,2.53645,False
Cu55@Rb147,Cu,Rb,MC,Ch1,0.9375,0.136,0.12,0.16,-2.35,-4.61,2.53645,False
Ag55@Cs92,Ag,Cs,MC,MC,0.8402777777777778,0.038,0.03,0.05,-2.35,-4.82,2.562872222222222,False
Ag55@Cs147,Ag,Cs,MC,MC,0.8402777777777778,0.038,0.03,0.05,-2.35,-4.82,2.562872222222222,False
Ni147@K192,Ni,K,MC,MC,0.8306451612903226,0.038,0.03,0.05,-4.82,0.0,2.599658064516129,False
Cu147@Rb192,Cu,Rb,MC,Ch1,0.9375,0.136,0.12,0.16,-4.82,0.0,2.60065,False
Ag147@Cs192,Ag,Cs,MC,MC,0.8402777777777778,0.038,0.03,0.05,-4.82,0.0,2.633372222222222,False
Ni13@K32,Ni,K,MC,MC,0.8306451612903226,0.038,0.03,0.05,0.0,-2.35,2.673758064516129,False
Ni13@K42,Ni,K,MC,MC,0.8306451612903226,0.038,0.03,0.05,0.0,-2.35,2.673758064516129,False
Ni13@K45,Ni,K,MC,MC,0.8306451612903226,0.038,0.03,0.05,0.0,-2.35,2.673758064516129,False
Cu13@Rb32,Cu,Rb,MC,Ch1,0.9375,0.136,0.12,0.16,0.0,-2.15,2.6807499999999997,False
Cu13@Rb42,Cu,Rb,MC,Ch1,0.9375,0.136,0.12,0.16,0.0,-2.15,2.6807499999999997,False
Cu13@Rb45,Cu,Rb,MC,Ch1,0.9375,0.136,0.12,0.16,0.0,-2.15,2.6807499999999997,False
Ag13@Cs32,Ag,Cs,MC,MC,0.8402777777777778,0.038,0.03,0.05,0.0,-2.35,2.707472222222222,False
Ag13@Cs42,Ag,Cs,MC,MC,0.8402777777777778,0.038,0.03,0.05,0.0,-2.35,2.707472222222222,False
Ag13@Cs45,Ag,Cs,MC,MC,0.8402777777777778,0.038,0.03,0.05,0.0,-2.35,2.707472222222222,False
Ni55@Rb92,Ni,Rb,MC,Ch1,1.0,0.136,0.12,0.16,-2.35,-4.61,2.7552,False
Ni55@Rb147,Ni,Rb,MC,Ch1,1.0,0.136,0.12,0.16,-2.35,-4.61,2.7552,False
Ni147@Rb192,Ni,Rb,MC,Ch1,1.0,0.136,0.12,0.16,-4.82,0.0,2.8194,False
Ni13@Rb32,Ni,Rb,MC,Ch1,1.0,0.136,0.12,0.16,0.0,-2.15,2.8994999999999997,False
Ni13@Rb42,Ni,Rb,MC,Ch1,1.0,0.136,0.12,0.16,0.0,-2.15,2.8994999999999997,False
Ni13@Rb45,Ni,Rb,MC,Ch1,1.0,0.136,0.12,0.16,0.0,-2.15,2.8994999999999997,False
Cu55@Rb92,Cu,Rb,MC,MC,0.9375,0.038,0.03,0.05,-2.35,-4.82,2.9031499999999997,False
Cu55@Rb147,Cu,Rb,MC,MC,0.9375,0.038,0.03,0.05,-2.35,-4.82,2.9031499999999997,False
Cu147@Rb192,Cu,Rb,MC,MC,0.9375,0.038,0.03,0.05,-4.82,0.0,2.9736499999999997,False
Cu55@Cs92,Cu,Cs,MC,Ch1,1.0703124999999998,0.136,0.12,0.16,-2.35,-4.61,3.001293749999999,False
Cu55@Cs147,Cu,Cs,MC,Ch1,1.0703124999999998,0.136,0.12,0.16,-2.35,-4.61,3.001293749999999,False
Cu13@Rb32,Cu,Rb,MC,MC,0.9375,0.038,0.03,0.05,0.0,-2.35,3.0477499999999997,False
Cu13@Rb42,Cu,Rb,MC,MC,0.9375,0.038,0.03,0.05,0.0,-2.35,3.0477499999999997,False
Cu13@Rb45,Cu,Rb,MC,MC,0.9375,0.038,0.03,0.05,0.0,-2.35,3.0477499999999997,False
Cu147@Cs192,Cu,Cs,MC,Ch1,1.0703124999999998,0.136,0.12,0.16,-4.82,0.0,3.065493749999999,False
Ni55@Rb92,Ni,Rb,MC,MC,1.0,0.038,0.03,0.05,-2.35,-4.82,3.1218999999999997,False
Ni55@Rb147,Ni,Rb,MC,MC,1.0,0.038,0.03,0.05,-2.35,-4.82,3.1218999999999997,False
Cu13@Cs32,Cu,Cs,MC,Ch1,1.0703124999999998,0.136,0.12,0.16,0.0,-2.15,3.145593749999999,False
Cu13@Cs42,Cu,Cs,MC,Ch1,1.0703124999999998,0.136,0.12,0.16,0.0,-2.15,3.145593749999999,False
Cu13@Cs45,Cu,Cs,MC,Ch1,1.0703124999999998,0.136,0.12,0.16,0.0,-2.15,3.145593749999999,False
Ni147@Rb192,Ni,Rb,MC,MC,1.0,0.038,0.03,0.05,-4.82,0.0,3.1923999999999997,False
Ni55@Cs92,Ni,Cs,MC,Ch1,1.1370967741935483,0.136,0.12,0.16,-2.35,-4.61,3.235038709677419,False
Ni55@Cs147,Ni,Cs,MC,Ch1,1.1370967741935483,0.136,0.12,0.16,-2.35,-4.61,3.235038709677419,False
Ni13@Rb32,Ni,Rb,MC,MC,1.0,0.038,0.03,0.05,0.0,-2.35,3.2664999999999997,False
Ni13@Rb42,Ni,Rb,MC,MC,1.0,0.038,0.03,0.05,0.0,-2.35,3.2664999999999997,False
Ni13@Rb45,Ni,Rb,MC,MC,1.0,0.038,0.03,0.05,0.0,-2.35,3.2664999999999997,False
Ni147@Cs192,Ni,Cs,MC,Ch1,1.1370967741935483,0.136,0.12,0.16,-4.82,0.0,3.299238709677419,False
Cu55@Cs92,Cu,Cs,MC,MC,1.0703124999999998,0.038,0.03,0.05,-2.35,-4.82,3.367993749999999,False
Cu55@Cs147,Cu,Cs,MC,MC,1.0703124999999998,0.038,0.03,0.05,-2.35,-4.82,3.367993749999999,False
Ni13@Cs32,Ni,Cs,MC,Ch1,1.1370967741935483,0.136,0.12,0.16,0.0,-2.15,3.379338709677419,False
Ni13@Cs42,Ni,Cs,MC,Ch1,1.1370967741935483,0.136,0.12,0.16,0.0,-2.15,3.379338709677419,False
Ni13@Cs45,Ni,Cs,MC,Ch1,1.1370967741935483,0.136,0.12,0.16,0.0,-2.15,3.379338709677419,False
Cu147@Cs192,Cu,Cs,MC,MC,1.0703124999999998,0.038,0.03,0.05,-4.82,0.0,3.438493749999999,False
Cu13@Cs32,Cu,Cs,MC,MC,1.0703124999999998,0.038,0.03,0.05,0.0,-2.35,3.512593749999999,False
Cu13@Cs42,Cu,Cs,MC,MC,1.0703124999999998,0.038,0.03,0.05,0.0,-2.35,3.512593749999999,False
Cu13@Cs45,Cu,Cs,MC,MC,1.0703124999999998,0.038,0.03,0.05,0.0,-2.35,3.512593749999999,False
Ni55@Cs92,Ni,Cs,MC,MC,1.1370967741935483,0.038,0.03,0.05,-2.35,-4.82,3.6017387096774187,False
Ni55@Cs147,Ni,Cs,MC,MC,1.1370967741935483,0.038,0.03,0.05,-2.35,-4.82,3.6017387096774187,False
Ni147@Cs192,Ni,Cs,MC,MC,1.1370967741935483,0.038,0.03,0.05,-4.82,0.0,3.6722387096774187,False
Ni13@Cs32,Ni,Cs,MC,MC,1.1370967741935483,0.038,0.03,0.05,0.0,-2.35,3.7463387096774188,False
Ni13@Cs42,Ni,Cs,MC,MC,1.1370967741935483,0.038,0.03,0.05,0.0,-2.35,3.7463387096774188,False
Ni13@Cs45,Ni,Cs,MC,MC,1.1370967741935483,0.038,0.03,0.05,0.0,-2.35,3.7463387096774188,False
