acid,epoxide
CCCNC(=O)c1cccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,O=C(NCCCOCCO)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
CCCNC(=O)c1cccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,O=C(O)c1ccc(OCCNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1
CCCNC(=O)c1cccc(C(=O)Nc2cc(COCC(=O)O)cc(COCC(=O)O)c2)c1,COc1cc(C)ccc1CNC(=O)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
Cc1cccc(C(=O)N(CCC(=O)O)CC(=O)O)n1,Cc1ccc(CC(=O)Nc2cc(C)c(OCC3CO3)c(C)c2)cc1OCC1CO1
Cc1cccc(C(=O)N(CCC(=O)O)CC(=O)O)n1,O=C(Nc1cc(COCC2CO2)cc(COCC2CO2)c1)c1cccc(OCc2cccnc2)c1
Cc1cccc(C(=O)N(CCC(=O)O)CC(=O)O)n1,NCC(=O)Nc1cc(COCC2CO2)cc(COCC2CO2)c1
Cc1cccc(C(=O)N(CCC(=O)O)CC(=O)O)n1,Cc1cc(OCC2CO2)nc2ccc(NC(=O)c3cccnc3OCC3CO3)cc12
Cc1cccc(C(=O)N(CCC(=O)O)CC(=O)O)n1,O=C(CCCCOCC1CO1)Nc1ccc(CCOCC2CO2)cc1
Cc1cccc(C(=O)N(CCC(=O)O)CC(=O)O)n1,Cc1cc(C)c(OCC2CO2)cc1NC(=O)c1ccc2ccccc2c1OCC1CO1
Cc1cccc(C(=O)N(CCC(=O)O)CC(=O)O)n1,O=C(Nc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1)c1ccncc1
Cc1cccc(C(=O)N(CCC(=O)O)CC(=O)O)n1,Cc1ccccc1NC(=O)CCNC(COCC1CO1)COCC1CO1
Cc1cccc(C(=O)N(CCC(=O)O)CC(=O)O)n1,O=C(CCCCc1ccccc1)Nc1ccc(COCC2CO2)c(COCC2CO2)c1
Cc1cccc(C(=O)N(CCC(=O)O)CC(=O)O)n1,O=C(NCc1ccc(OCC2CO2)cc1OCC1CO1)C1CCN(C(=O)c2ccccc2)C1
Cc1cccc(C(=O)N(CCC(=O)O)CC(=O)O)n1,COc1ccc(C(=O)NC(C)CCCC2CO2)c(OCC2CO2)c1
Cc1cccc(C(=O)N(CCC(=O)O)CC(=O)O)n1,O=C(Nc1cnn(Cc2cccnc2)c1)c1ccc(OCC2CO2)cc1OCC1CO1
Cc1cccc(C(=O)N(CCC(=O)O)CC(=O)O)n1,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(OCC2CO2)cc1OCC1CO1
Cc1cccc(C(=O)N(CCC(=O)O)CC(=O)O)n1,CCC1CCC(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)CC1
Cc1cccc(C(=O)N(CCC(=O)O)CC(=O)O)n1,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12
Cc1cccc(C(=O)N(CCC(=O)O)CC(=O)O)n1,CCN(CC)C(=O)c1cccc(NC(=O)COC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c1
Cc1cccc(C(=O)N(CCC(=O)O)CC(=O)O)n1,Cc1ccc(OCC2CO2)c(NC(=O)c2ccc(OCC3CO3)cn2)n1
Cc1cccc(C(=O)N(CCC(=O)O)CC(=O)O)n1,O=C(NCCCOCCO)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
Cc1cccc(C(=O)N(CCC(=O)O)CC(=O)O)n1,O=C(O)c1ccc(OCCNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1
Cc1cccc(C(=O)N(CCC(=O)O)CC(=O)O)n1,COc1cc(C)ccc1CNC(=O)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,Cc1ccc(CC(=O)Nc2cc(C)c(OCC3CO3)c(C)c2)cc1OCC1CO1
Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,O=C(Nc1cc(COCC2CO2)cc(COCC2CO2)c1)c1cccc(OCc2cccnc2)c1
Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,NCC(=O)Nc1cc(COCC2CO2)cc(COCC2CO2)c1
Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,Cc1cc(OCC2CO2)nc2ccc(NC(=O)c3cccnc3OCC3CO3)cc12
Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,O=C(CCCCOCC1CO1)Nc1ccc(CCOCC2CO2)cc1
Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,Cc1cc(C)c(OCC2CO2)cc1NC(=O)c1ccc2ccccc2c1OCC1CO1
Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,O=C(Nc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1)c1ccncc1
Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,Cc1ccccc1NC(=O)CCNC(COCC1CO1)COCC1CO1
Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,O=C(CCCCc1ccccc1)Nc1ccc(COCC2CO2)c(COCC2CO2)c1
Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,O=C(NCc1ccc(OCC2CO2)cc1OCC1CO1)C1CCN(C(=O)c2ccccc2)C1
Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,COc1ccc(C(=O)NC(C)CCCC2CO2)c(OCC2CO2)c1
Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,O=C(Nc1cnn(Cc2cccnc2)c1)c1ccc(OCC2CO2)cc1OCC1CO1
Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(OCC2CO2)cc1OCC1CO1
Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,CCC1CCC(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)CC1
Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12
Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,CCN(CC)C(=O)c1cccc(NC(=O)COC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c1
Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,Cc1ccc(OCC2CO2)c(NC(=O)c2ccc(OCC3CO3)cn2)n1
Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,O=C(NCCCOCCO)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,O=C(O)c1ccc(OCCNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1
Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O,COc1cc(C)ccc1CNC(=O)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
O=C(O)CCN(CCC(=O)O)C(=O)CCCC(=O)c1ccc2c(c1)OCCO2,Cc1ccc(CC(=O)Nc2cc(C)c(OCC3CO3)c(C)c2)cc1OCC1CO1
O=C(O)CCN(CCC(=O)O)C(=O)CCCC(=O)c1ccc2c(c1)OCCO2,O=C(Nc1cc(COCC2CO2)cc(COCC2CO2)c1)c1cccc(OCc2cccnc2)c1
O=C(O)CCN(CCC(=O)O)C(=O)CCCC(=O)c1ccc2c(c1)OCCO2,NCC(=O)Nc1cc(COCC2CO2)cc(COCC2CO2)c1
O=C(O)CCN(CCC(=O)O)C(=O)CCCC(=O)c1ccc2c(c1)OCCO2,Cc1cc(OCC2CO2)nc2ccc(NC(=O)c3cccnc3OCC3CO3)cc12
O=C(O)CCN(CCC(=O)O)C(=O)CCCC(=O)c1ccc2c(c1)OCCO2,O=C(CCCCOCC1CO1)Nc1ccc(CCOCC2CO2)cc1
O=C(O)CCN(CCC(=O)O)C(=O)CCCC(=O)c1ccc2c(c1)OCCO2,Cc1cc(C)c(OCC2CO2)cc1NC(=O)c1ccc2ccccc2c1OCC1CO1
O=C(O)CCN(CCC(=O)O)C(=O)CCCC(=O)c1ccc2c(c1)OCCO2,O=C(Nc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1)c1ccncc1
O=C(O)CCN(CCC(=O)O)C(=O)CCCC(=O)c1ccc2c(c1)OCCO2,Cc1ccccc1NC(=O)CCNC(COCC1CO1)COCC1CO1
O=C(O)CCN(CCC(=O)O)C(=O)CCCC(=O)c1ccc2c(c1)OCCO2,O=C(CCCCc1ccccc1)Nc1ccc(COCC2CO2)c(COCC2CO2)c1
O=C(O)CCN(CCC(=O)O)C(=O)CCCC(=O)c1ccc2c(c1)OCCO2,O=C(NCc1ccc(OCC2CO2)cc1OCC1CO1)C1CCN(C(=O)c2ccccc2)C1
O=C(O)CCN(CCC(=O)O)C(=O)CCCC(=O)c1ccc2c(c1)OCCO2,COc1ccc(C(=O)NC(C)CCCC2CO2)c(OCC2CO2)c1
O=C(O)CCN(CCC(=O)O)C(=O)CCCC(=O)c1ccc2c(c1)OCCO2,O=C(Nc1cnn(Cc2cccnc2)c1)c1ccc(OCC2CO2)cc1OCC1CO1
O=C(O)CCN(CCC(=O)O)C(=O)CCCC(=O)c1ccc2c(c1)OCCO2,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(OCC2CO2)cc1OCC1CO1
O=C(O)CCN(CCC(=O)O)C(=O)CCCC(=O)c1ccc2c(c1)OCCO2,CCC1CCC(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)CC1
O=C(O)CCN(CCC(=O)O)C(=O)CCCC(=O)c1ccc2c(c1)OCCO2,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12
O=C(O)CCN(CCC(=O)O)C(=O)CCCC(=O)c1ccc2c(c1)OCCO2,CCN(CC)C(=O)c1cccc(NC(=O)COC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c1
O=C(O)CCN(CCC(=O)O)C(=O)CCCC(=O)c1ccc2c(c1)OCCO2,Cc1ccc(OCC2CO2)c(NC(=O)c2ccc(OCC3CO3)cn2)n1
O=C(O)CCN(CCC(=O)O)C(=O)CCCC(=O)c1ccc2c(c1)OCCO2,O=C(NCCCOCCO)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
O=C(O)CCN(CCC(=O)O)C(=O)CCCC(=O)c1ccc2c(c1)OCCO2,O=C(O)c1ccc(OCCNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1
O=C(O)CCN(CCC(=O)O)C(=O)CCCC(=O)c1ccc2c(c1)OCCO2,COc1cc(C)ccc1CNC(=O)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
Cc1ccc(C(=O)NCCCN(C)CC(=O)N(CCC(=O)O)CCC(=O)O)o1,Cc1ccc(CC(=O)Nc2cc(C)c(OCC3CO3)c(C)c2)cc1OCC1CO1
Cc1ccc(C(=O)NCCCN(C)CC(=O)N(CCC(=O)O)CCC(=O)O)o1,O=C(Nc1cc(COCC2CO2)cc(COCC2CO2)c1)c1cccc(OCc2cccnc2)c1
Cc1ccc(C(=O)NCCCN(C)CC(=O)N(CCC(=O)O)CCC(=O)O)o1,NCC(=O)Nc1cc(COCC2CO2)cc(COCC2CO2)c1
Cc1ccc(C(=O)NCCCN(C)CC(=O)N(CCC(=O)O)CCC(=O)O)o1,Cc1cc(OCC2CO2)nc2ccc(NC(=O)c3cccnc3OCC3CO3)cc12
Cc1ccc(C(=O)NCCCN(C)CC(=O)N(CCC(=O)O)CCC(=O)O)o1,O=C(CCCCOCC1CO1)Nc1ccc(CCOCC2CO2)cc1
Cc1ccc(C(=O)NCCCN(C)CC(=O)N(CCC(=O)O)CCC(=O)O)o1,Cc1cc(C)c(OCC2CO2)cc1NC(=O)c1ccc2ccccc2c1OCC1CO1
Cc1ccc(C(=O)NCCCN(C)CC(=O)N(CCC(=O)O)CCC(=O)O)o1,O=C(Nc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1)c1ccncc1
Cc1ccc(C(=O)NCCCN(C)CC(=O)N(CCC(=O)O)CCC(=O)O)o1,Cc1ccccc1NC(=O)CCNC(COCC1CO1)COCC1CO1
Cc1ccc(C(=O)NCCCN(C)CC(=O)N(CCC(=O)O)CCC(=O)O)o1,O=C(CCCCc1ccccc1)Nc1ccc(COCC2CO2)c(COCC2CO2)c1
Cc1ccc(C(=O)NCCCN(C)CC(=O)N(CCC(=O)O)CCC(=O)O)o1,O=C(NCc1ccc(OCC2CO2)cc1OCC1CO1)C1CCN(C(=O)c2ccccc2)C1
Cc1ccc(C(=O)NCCCN(C)CC(=O)N(CCC(=O)O)CCC(=O)O)o1,COc1ccc(C(=O)NC(C)CCCC2CO2)c(OCC2CO2)c1
Cc1ccc(C(=O)NCCCN(C)CC(=O)N(CCC(=O)O)CCC(=O)O)o1,O=C(Nc1cnn(Cc2cccnc2)c1)c1ccc(OCC2CO2)cc1OCC1CO1
Cc1ccc(C(=O)NCCCN(C)CC(=O)N(CCC(=O)O)CCC(=O)O)o1,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(OCC2CO2)cc1OCC1CO1
Cc1ccc(C(=O)NCCCN(C)CC(=O)N(CCC(=O)O)CCC(=O)O)o1,CCC1CCC(C(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)CC1
Cc1ccc(C(=O)NCCCN(C)CC(=O)N(CCC(=O)O)CCC(=O)O)o1,COCCc1cc(OCC2CO2)ccc1NC(=O)c1cc(OCC2CO2)nc2ccccc12
Cc1ccc(C(=O)NCCCN(C)CC(=O)N(CCC(=O)O)CCC(=O)O)o1,Cc1ccc(OCC2CO2)c(NC(=O)c2ccc(OCC3CO3)cn2)n1
Cc1ccc(C(=O)NCCCN(C)CC(=O)N(CCC(=O)O)CCC(=O)O)o1,O=C(NCCCOCCO)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
Cc1ccc(C(=O)NCCCN(C)CC(=O)N(CCC(=O)O)CCC(=O)O)o1,O=C(O)c1ccc(OCCNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1
Cc1ccc(C(=O)NCCCN(C)CC(=O)N(CCC(=O)O)CCC(=O)O)o1,COc1cc(C)ccc1CNC(=O)c1ccc2ccc(OCC3CO3)cc2c1OCC1CO1
CC(=O)c1ccc(CNC(=O)C(CCC(=O)O)CCC(=O)O)nc1C,Cc1ccc(CC(=O)Nc2cc(C)c(OCC3CO3)c(C)c2)cc1OCC1CO1
CC(=O)c1ccc(CNC(=O)C(CCC(=O)O)CCC(=O)O)nc1C,O=C(Nc1cc(COCC2CO2)cc(COCC2CO2)c1)c1cccc(OCc2cccnc2)c1
CC(=O)c1ccc(CNC(=O)C(CCC(=O)O)CCC(=O)O)nc1C,NCC(=O)Nc1cc(COCC2CO2)cc(COCC2CO2)c1
CC(=O)c1ccc(CNC(=O)C(CCC(=O)O)CCC(=O)O)nc1C,Cc1cc(OCC2CO2)nc2ccc(NC(=O)c3cccnc3OCC3CO3)cc12
CC(=O)c1ccc(CNC(=O)C(CCC(=O)O)CCC(=O)O)nc1C,O=C(CCCCOCC1CO1)Nc1ccc(CCOCC2CO2)cc1
CC(=O)c1ccc(CNC(=O)C(CCC(=O)O)CCC(=O)O)nc1C,Cc1cc(C)c(OCC2CO2)cc1NC(=O)c1ccc2ccccc2c1OCC1CO1
CC(=O)c1ccc(CNC(=O)C(CCC(=O)O)CCC(=O)O)nc1C,O=C(Nc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1)c1ccncc1
CC(=O)c1ccc(CNC(=O)C(CCC(=O)O)CCC(=O)O)nc1C,Cc1ccccc1NC(=O)CCNC(COCC1CO1)COCC1CO1
CC(=O)c1ccc(CNC(=O)C(CCC(=O)O)CCC(=O)O)nc1C,O=C(CCCCc1ccccc1)Nc1ccc(COCC2CO2)c(COCC2CO2)c1
CC(=O)c1ccc(CNC(=O)C(CCC(=O)O)CCC(=O)O)nc1C,O=C(NCc1ccc(OCC2CO2)cc1OCC1CO1)C1CCN(C(=O)c2ccccc2)C1
CC(C)CC(=O)N1CCC(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)CC1,Cc1ccc(CC(=O)Nc2cc(C)c(OCC3CO3)c(C)c2)cc1OCC1CO1
CC(C)CC(=O)N1CCC(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)CC1,O=C(Nc1cc(COCC2CO2)cc(COCC2CO2)c1)c1cccc(OCc2cccnc2)c1
CC(C)CC(=O)N1CCC(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)CC1,NCC(=O)Nc1cc(COCC2CO2)cc(COCC2CO2)c1
CC(C)CC(=O)N1CCC(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)CC1,Cc1cc(OCC2CO2)nc2ccc(NC(=O)c3cccnc3OCC3CO3)cc12
CC(C)CC(=O)N1CCC(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)CC1,O=C(CCCCOCC1CO1)Nc1ccc(CCOCC2CO2)cc1
CC(C)CC(=O)N1CCC(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)CC1,Cc1cc(C)c(OCC2CO2)cc1NC(=O)c1ccc2ccccc2c1OCC1CO1
CC(C)CC(=O)N1CCC(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)CC1,O=C(Nc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1)c1ccncc1
CC(C)CC(=O)N1CCC(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)CC1,Cc1ccccc1NC(=O)CCNC(COCC1CO1)COCC1CO1
CC(C)CC(=O)N1CCC(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)CC1,O=C(CCCCc1ccccc1)Nc1ccc(COCC2CO2)c(COCC2CO2)c1
CC(C)CC(=O)N1CCC(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)CC1,O=C(NCc1ccc(OCC2CO2)cc1OCC1CO1)C1CCN(C(=O)c2ccccc2)C1
O=C(CCc1ccc(C(=O)O)cc1)NC1CCC(C(=O)O)CC1,Cc1ccc(CC(=O)Nc2cc(C)c(OCC3CO3)c(C)c2)cc1OCC1CO1
O=C(CCc1ccc(C(=O)O)cc1)NC1CCC(C(=O)O)CC1,O=C(Nc1cc(COCC2CO2)cc(COCC2CO2)c1)c1cccc(OCc2cccnc2)c1
O=C(CCc1ccc(C(=O)O)cc1)NC1CCC(C(=O)O)CC1,NCC(=O)Nc1cc(COCC2CO2)cc(COCC2CO2)c1
O=C(CCc1ccc(C(=O)O)cc1)NC1CCC(C(=O)O)CC1,Cc1cc(OCC2CO2)nc2ccc(NC(=O)c3cccnc3OCC3CO3)cc12
O=C(CCc1ccc(C(=O)O)cc1)NC1CCC(C(=O)O)CC1,O=C(CCCCOCC1CO1)Nc1ccc(CCOCC2CO2)cc1
O=C(CCc1ccc(C(=O)O)cc1)NC1CCC(C(=O)O)CC1,Cc1cc(C)c(OCC2CO2)cc1NC(=O)c1ccc2ccccc2c1OCC1CO1
O=C(CCc1ccc(C(=O)O)cc1)NC1CCC(C(=O)O)CC1,O=C(Nc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1)c1ccncc1
O=C(CCc1ccc(C(=O)O)cc1)NC1CCC(C(=O)O)CC1,Cc1ccccc1NC(=O)CCNC(COCC1CO1)COCC1CO1
O=C(CCc1ccc(C(=O)O)cc1)NC1CCC(C(=O)O)CC1,O=C(CCCCc1ccccc1)Nc1ccc(COCC2CO2)c(COCC2CO2)c1
O=C(CCc1ccc(C(=O)O)cc1)NC1CCC(C(=O)O)CC1,O=C(NCc1ccc(OCC2CO2)cc1OCC1CO1)C1CCN(C(=O)c2ccccc2)C1
O=C(O)c1ccc(C(=O)NC2(C(=O)O)CCCCCC2)cc1,Cc1ccc(CC(=O)Nc2cc(C)c(OCC3CO3)c(C)c2)cc1OCC1CO1
O=C(O)c1ccc(C(=O)NC2(C(=O)O)CCCCCC2)cc1,O=C(Nc1cc(COCC2CO2)cc(COCC2CO2)c1)c1cccc(OCc2cccnc2)c1
O=C(O)c1ccc(C(=O)NC2(C(=O)O)CCCCCC2)cc1,NCC(=O)Nc1cc(COCC2CO2)cc(COCC2CO2)c1
O=C(O)c1ccc(C(=O)NC2(C(=O)O)CCCCCC2)cc1,Cc1cc(OCC2CO2)nc2ccc(NC(=O)c3cccnc3OCC3CO3)cc12
O=C(O)c1ccc(C(=O)NC2(C(=O)O)CCCCCC2)cc1,O=C(CCCCOCC1CO1)Nc1ccc(CCOCC2CO2)cc1
O=C(O)c1ccc(C(=O)NC2(C(=O)O)CCCCCC2)cc1,Cc1cc(C)c(OCC2CO2)cc1NC(=O)c1ccc2ccccc2c1OCC1CO1
O=C(O)c1ccc(C(=O)NC2(C(=O)O)CCCCCC2)cc1,O=C(Nc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1)c1ccncc1
O=C(O)c1ccc(C(=O)NC2(C(=O)O)CCCCCC2)cc1,Cc1ccccc1NC(=O)CCNC(COCC1CO1)COCC1CO1
O=C(O)c1ccc(C(=O)NC2(C(=O)O)CCCCCC2)cc1,O=C(CCCCc1ccccc1)Nc1ccc(COCC2CO2)c(COCC2CO2)c1
O=C(O)c1ccc(C(=O)NC2(C(=O)O)CCCCCC2)cc1,O=C(NCc1ccc(OCC2CO2)cc1OCC1CO1)C1CCN(C(=O)c2ccccc2)C1
COc1cc(C=Nc2ccc(C(=O)O)cc2C)ccc1OCc1ccc(C(=O)O)o1,Cc1ccc(CC(=O)Nc2cc(C)c(OCC3CO3)c(C)c2)cc1OCC1CO1
COc1cc(C=Nc2ccc(C(=O)O)cc2C)ccc1OCc1ccc(C(=O)O)o1,O=C(Nc1cc(COCC2CO2)cc(COCC2CO2)c1)c1cccc(OCc2cccnc2)c1
COc1cc(C=Nc2ccc(C(=O)O)cc2C)ccc1OCc1ccc(C(=O)O)o1,NCC(=O)Nc1cc(COCC2CO2)cc(COCC2CO2)c1
COc1cc(C=Nc2ccc(C(=O)O)cc2C)ccc1OCc1ccc(C(=O)O)o1,Cc1cc(OCC2CO2)nc2ccc(NC(=O)c3cccnc3OCC3CO3)cc12
COc1cc(C=Nc2ccc(C(=O)O)cc2C)ccc1OCc1ccc(C(=O)O)o1,O=C(CCCCOCC1CO1)Nc1ccc(CCOCC2CO2)cc1
COc1cc(C=Nc2ccc(C(=O)O)cc2C)ccc1OCc1ccc(C(=O)O)o1,Cc1cc(C)c(OCC2CO2)cc1NC(=O)c1ccc2ccccc2c1OCC1CO1
COc1cc(C=Nc2ccc(C(=O)O)cc2C)ccc1OCc1ccc(C(=O)O)o1,O=C(Nc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1)c1ccncc1
COc1cc(C=Nc2ccc(C(=O)O)cc2C)ccc1OCc1ccc(C(=O)O)o1,Cc1ccccc1NC(=O)CCNC(COCC1CO1)COCC1CO1
COc1cc(C=Nc2ccc(C(=O)O)cc2C)ccc1OCc1ccc(C(=O)O)o1,O=C(CCCCc1ccccc1)Nc1ccc(COCC2CO2)c(COCC2CO2)c1
COc1cc(C=Nc2ccc(C(=O)O)cc2C)ccc1OCc1ccc(C(=O)O)o1,O=C(NCc1ccc(OCC2CO2)cc1OCC1CO1)C1CCN(C(=O)c2ccccc2)C1
CN(Cc1ccccc1N1CCOCC1)C(=O)C(CCC(=O)O)CCC(=O)O,Cc1ccc(CC(=O)Nc2cc(C)c(OCC3CO3)c(C)c2)cc1OCC1CO1
CN(Cc1ccccc1N1CCOCC1)C(=O)C(CCC(=O)O)CCC(=O)O,O=C(Nc1cc(COCC2CO2)cc(COCC2CO2)c1)c1cccc(OCc2cccnc2)c1
CN(Cc1ccccc1N1CCOCC1)C(=O)C(CCC(=O)O)CCC(=O)O,NCC(=O)Nc1cc(COCC2CO2)cc(COCC2CO2)c1
CN(Cc1ccccc1N1CCOCC1)C(=O)C(CCC(=O)O)CCC(=O)O,Cc1cc(OCC2CO2)nc2ccc(NC(=O)c3cccnc3OCC3CO3)cc12
CN(Cc1ccccc1N1CCOCC1)C(=O)C(CCC(=O)O)CCC(=O)O,O=C(CCCCOCC1CO1)Nc1ccc(CCOCC2CO2)cc1
CN(Cc1ccccc1N1CCOCC1)C(=O)C(CCC(=O)O)CCC(=O)O,Cc1cc(C)c(OCC2CO2)cc1NC(=O)c1ccc2ccccc2c1OCC1CO1
CN(Cc1ccccc1N1CCOCC1)C(=O)C(CCC(=O)O)CCC(=O)O,O=C(Nc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1)c1ccncc1
CN(Cc1ccccc1N1CCOCC1)C(=O)C(CCC(=O)O)CCC(=O)O,Cc1ccccc1NC(=O)CCNC(COCC1CO1)COCC1CO1
CN(Cc1ccccc1N1CCOCC1)C(=O)C(CCC(=O)O)CCC(=O)O,O=C(CCCCc1ccccc1)Nc1ccc(COCC2CO2)c(COCC2CO2)c1
CN(Cc1ccccc1N1CCOCC1)C(=O)C(CCC(=O)O)CCC(=O)O,O=C(NCc1ccc(OCC2CO2)cc1OCC1CO1)C1CCN(C(=O)c2ccccc2)C1
Cc1ccccc1C(c1ccccc1C)C(CC(=O)O)CC(=O)O,Cc1ccc(CC(=O)Nc2cc(C)c(OCC3CO3)c(C)c2)cc1OCC1CO1
Cc1ccccc1C(c1ccccc1C)C(CC(=O)O)CC(=O)O,O=C(Nc1cc(COCC2CO2)cc(COCC2CO2)c1)c1cccc(OCc2cccnc2)c1
Cc1ccccc1C(c1ccccc1C)C(CC(=O)O)CC(=O)O,NCC(=O)Nc1cc(COCC2CO2)cc(COCC2CO2)c1
Cc1ccccc1C(c1ccccc1C)C(CC(=O)O)CC(=O)O,Cc1cc(OCC2CO2)nc2ccc(NC(=O)c3cccnc3OCC3CO3)cc12
Cc1ccccc1C(c1ccccc1C)C(CC(=O)O)CC(=O)O,O=C(CCCCOCC1CO1)Nc1ccc(CCOCC2CO2)cc1
Cc1ccccc1C(c1ccccc1C)C(CC(=O)O)CC(=O)O,Cc1cc(C)c(OCC2CO2)cc1NC(=O)c1ccc2ccccc2c1OCC1CO1
Cc1ccccc1C(c1ccccc1C)C(CC(=O)O)CC(=O)O,O=C(Nc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1)c1ccncc1
Cc1ccccc1C(c1ccccc1C)C(CC(=O)O)CC(=O)O,Cc1ccccc1NC(=O)CCNC(COCC1CO1)COCC1CO1
Cc1ccccc1C(c1ccccc1C)C(CC(=O)O)CC(=O)O,O=C(CCCCc1ccccc1)Nc1ccc(COCC2CO2)c(COCC2CO2)c1
