dataset,map_file,map_h,map_w,agents,obstacle_ratio,method,runtime_sec,success,collisions,soc,makespan,init_collisions,final_collisions,accepted,iters
random_large,eval_map_15.npy,50,50,64,0.1872,pp_marl,0.9362597465515137,0,,,,,,0,0
random_large,eval_map_15.npy,50,50,64,0.1872,hybrid_lns,0.939011812210083,0,,,,,,0,0
random_large,eval_map_16.npy,50,50,64,0.1736,pp_random,0.20206832885742188,0,17.0,2052.0,67.0,,,0,0
random_large,eval_map_16.npy,50,50,64,0.1736,pp_marl,0.29217100143432617,0,21.0,2046.0,67.0,,,0,0
random_large,eval_map_16.npy,50,50,64,0.1736,hybrid_lns,3.274214506149292,0,17.0,2046.0,67.0,21.0,17.0,20,20
random_large,eval_map_16.npy,50,50,64,0.1736,pp_random,0.2703094482421875,0,8.0,2254.0,70.0,,,0,0
random_large,eval_map_16.npy,50,50,64,0.1736,pp_marl,0.34467053413391113,0,15.0,2251.0,70.0,,,0,0
random_large,eval_map_16.npy,50,50,64,0.1736,hybrid_lns,3.6703672409057617,0,10.0,2251.0,70.0,15.0,10.0,20,20
random_large,eval_map_16.npy,50,50,64,0.1736,pp_random,0.19517755508422852,0,13.0,2122.0,68.0,,,0,0
random_large,eval_map_16.npy,50,50,64,0.1736,pp_marl,0.31752872467041016,0,18.0,2118.0,68.0,,,0,0
random_large,eval_map_16.npy,50,50,64,0.1736,hybrid_lns,2.684959650039673,0,18.0,2118.0,68.0,18.0,18.0,20,20
random_large,eval_map_16.npy,50,50,64,0.1736,pp_random,0.4356656074523926,0,10.0,2150.0,69.0,,,0,0
random_large,eval_map_16.npy,50,50,64,0.1736,pp_marl,0.3272581100463867,0,28.0,2130.0,69.0,,,0,0
random_large,eval_map_16.npy,50,50,64,0.1736,hybrid_lns,4.27235221862793,0,7.0,2140.0,69.0,28.0,7.0,20,20
random_large,eval_map_16.npy,50,50,64,0.1736,pp_random,0.2333691120147705,0,11.0,2186.0,67.0,,,0,0
random_large,eval_map_16.npy,50,50,64,0.1736,pp_marl,0.3191640377044678,0,20.0,2187.0,67.0,,,0,0
random_large,eval_map_16.npy,50,50,64,0.1736,hybrid_lns,3.853957414627075,0,13.0,2198.0,67.0,20.0,13.0,20,20
random_large,eval_map_17.npy,50,50,64,0.1768,pp_random,0.3644523620605469,0,12.0,2275.0,81.0,,,0,0
random_large,eval_map_17.npy,50,50,64,0.1768,pp_marl,0.38770341873168945,0,20.0,2277.0,80.0,,,0,0
random_large,eval_map_17.npy,50,50,64,0.1768,hybrid_lns,4.288693904876709,0,16.0,2277.0,80.0,20.0,16.0,20,20
random_large,eval_map_17.npy,50,50,64,0.1768,pp_random,1.2903757095336914,0,,,,,,0,0
random_large,eval_map_17.npy,50,50,64,0.1768,pp_marl,1.0859885215759277,0,,,,,,0,0
random_large,eval_map_17.npy,50,50,64,0.1768,hybrid_lns,1.0947141647338867,0,,,,,,0,0
random_large,eval_map_17.npy,50,50,64,0.1768,pp_random,0.23396515846252441,0,10.0,2130.0,73.0,,,0,0
random_large,eval_map_17.npy,50,50,64,0.1768,pp_marl,0.32407474517822266,0,15.0,2131.0,73.0,,,0,0
random_large,eval_map_17.npy,50,50,64,0.1768,hybrid_lns,3.103882312774658,0,11.0,2132.0,73.0,15.0,11.0,20,20
random_large,eval_map_17.npy,50,50,64,0.1768,pp_random,0.2548561096191406,0,13.0,2169.0,78.0,,,0,0
random_large,eval_map_17.npy,50,50,64,0.1768,pp_marl,0.3534054756164551,0,29.0,2176.0,78.0,,,0,0
random_large,eval_map_17.npy,50,50,64,0.1768,hybrid_lns,4.34700870513916,0,12.0,2180.0,78.0,29.0,12.0,20,20
random_large,eval_map_17.npy,50,50,64,0.1768,pp_random,0.2979869842529297,0,14.0,2324.0,76.0,,,0,0
random_large,eval_map_17.npy,50,50,64,0.1768,pp_marl,0.39704251289367676,0,23.0,2333.0,76.0,,,0,0
random_large,eval_map_17.npy,50,50,64,0.1768,hybrid_lns,4.2802112102508545,0,12.0,2333.0,76.0,23.0,12.0,20,20
random_large,eval_map_18.npy,50,50,64,0.1824,pp_random,0.281055212020874,0,11.0,2356.0,69.0,,,0,0
random_large,eval_map_18.npy,50,50,64,0.1824,pp_marl,0.38857483863830566,0,17.0,2361.0,69.0,,,0,0
random_large,eval_map_18.npy,50,50,64,0.1824,hybrid_lns,3.605767250061035,0,15.0,2361.0,69.0,17.0,15.0,20,20
random_large,eval_map_18.npy,50,50,64,0.1824,pp_random,1.1687405109405518,0,,,,,,0,0
random_large,eval_map_18.npy,50,50,64,0.1824,pp_marl,0.9673686027526855,0,,,,,,0,0
random_large,eval_map_18.npy,50,50,64,0.1824,hybrid_lns,1.0281589031219482,0,,,,,,0,0
random_large,eval_map_18.npy,50,50,64,0.1824,pp_random,1.0380473136901855,0,,,,,,0,0
random_large,eval_map_18.npy,50,50,64,0.1824,pp_marl,1.0808532238006592,0,,,,,,0,0
random_large,eval_map_18.npy,50,50,64,0.1824,hybrid_lns,1.034134864807129,0,,,,,,0,0
random_large,eval_map_18.npy,50,50,64,0.1824,pp_random,0.23698687553405762,0,12.0,2303.0,69.0,,,0,0
random_large,eval_map_18.npy,50,50,64,0.1824,pp_marl,0.3673253059387207,0,17.0,2305.0,69.0,,,0,0
random_large,eval_map_18.npy,50,50,64,0.1824,hybrid_lns,3.424281597137451,0,14.0,2305.0,69.0,17.0,14.0,20,20
random_large,eval_map_18.npy,50,50,64,0.1824,pp_random,1.8531270027160645,0,,,,,,0,0
random_large,eval_map_18.npy,50,50,64,0.1824,pp_marl,0.9977006912231445,0,,,,,,0,0
random_large,eval_map_18.npy,50,50,64,0.1824,hybrid_lns,0.9664156436920166,0,,,,,,0,0
random_large,eval_map_19.npy,50,50,64,0.1784,pp_random,0.27613115310668945,0,8.0,2225.0,76.0,,,0,0
random_large,eval_map_19.npy,50,50,64,0.1784,pp_marl,0.3468329906463623,0,20.0,2220.0,76.0,,,0,0
random_large,eval_map_19.npy,50,50,64,0.1784,hybrid_lns,4.471627473831177,0,13.0,2226.0,76.0,20.0,13.0,20,20
random_large,eval_map_19.npy,50,50,64,0.1784,pp_random,0.2056899070739746,0,9.0,2263.0,74.0,,,0,0
random_large,eval_map_19.npy,50,50,64,0.1784,pp_marl,0.3933219909667969,0,14.0,2279.0,73.0,,,0,0
random_large,eval_map_19.npy,50,50,64,0.1784,hybrid_lns,3.1510276794433594,0,14.0,2279.0,73.0,14.0,14.0,20,20
random_large,eval_map_19.npy,50,50,64,0.1784,pp_random,2.2690823078155518,0,,,,,,0,0
random_large,eval_map_19.npy,50,50,64,0.1784,pp_marl,1.0271129608154297,0,,,,,,0,0
random_large,eval_map_19.npy,50,50,64,0.1784,hybrid_lns,1.0778791904449463,0,,,,,,0,0
random_large,eval_map_19.npy,50,50,64,0.1784,pp_random,0.36666345596313477,0,10.0,2285.0,75.0,,,0,0
random_large,eval_map_19.npy,50,50,64,0.1784,pp_marl,0.4146912097930908,0,22.0,2277.0,73.0,,,0,0
random_large,eval_map_19.npy,50,50,64,0.1784,hybrid_lns,4.990105390548706,0,13.0,2279.0,73.0,22.0,13.0,20,20
random_large,eval_map_19.npy,50,50,64,0.1784,pp_random,0.24569249153137207,0,9.0,2293.0,70.0,,,0,0
random_large,eval_map_19.npy,50,50,64,0.1784,pp_marl,0.4003772735595703,0,19.0,2295.0,70.0,,,0,0
random_large,eval_map_19.npy,50,50,64,0.1784,hybrid_lns,3.7237813472747803,0,13.0,2294.0,70.0,19.0,13.0,20,20
empty,eval_map_empty_1.npy,25,25,64,0.0,pp_random,0.07985687255859375,0,12.0,1051.0,38.0,,,0,0
empty,eval_map_empty_1.npy,25,25,64,0.0,pp_marl,0.11388540267944336,0,25.0,1056.0,38.0,,,0,0
empty,eval_map_empty_1.npy,25,25,64,0.0,hybrid_lns,1.1278645992279053,0,15.0,1056.0,38.0,25.0,15.0,1,20
empty,eval_map_empty_1.npy,25,25,64,0.0,pp_random,0.07240080833435059,0,9.0,1039.0,39.0,,,0,0
empty,eval_map_empty_1.npy,25,25,64,0.0,pp_marl,0.10800790786743164,0,19.0,1041.0,39.0,,,0,0
empty,eval_map_empty_1.npy,25,25,64,0.0,hybrid_lns,1.3113315105438232,0,14.0,1041.0,39.0,19.0,14.0,20,20
empty,eval_map_empty_1.npy,25,25,64,0.0,pp_random,0.07850885391235352,0,12.0,1025.0,35.0,,,0,0
empty,eval_map_empty_1.npy,25,25,64,0.0,pp_marl,0.11164402961730957,0,28.0,1028.0,35.0,,,0,0
empty,eval_map_empty_1.npy,25,25,64,0.0,hybrid_lns,1.408592939376831,0,20.0,1033.0,35.0,28.0,20.0,20,20
empty,eval_map_empty_1.npy,25,25,64,0.0,pp_random,0.08147859573364258,0,13.0,1065.0,41.0,,,0,0
empty,eval_map_empty_1.npy,25,25,64,0.0,pp_marl,0.12295174598693848,0,25.0,1066.0,41.0,,,0,0
empty,eval_map_empty_1.npy,25,25,64,0.0,hybrid_lns,1.2044601440429688,0,11.0,1067.0,41.0,25.0,11.0,20,20
empty,eval_map_empty_1.npy,25,25,64,0.0,pp_random,0.06309318542480469,0,18.0,982.0,35.0,,,0,0
empty,eval_map_empty_1.npy,25,25,64,0.0,pp_marl,0.1011514663696289,0,28.0,982.0,35.0,,,0,0
empty,eval_map_empty_1.npy,25,25,64,0.0,hybrid_lns,0.9963386058807373,0,11.0,987.0,35.0,28.0,11.0,1,20
empty,eval_map_empty_10.npy,25,25,64,0.0,pp_random,0.06726789474487305,0,10.0,988.0,37.0,,,0,0
empty,eval_map_empty_10.npy,25,25,64,0.0,pp_marl,0.10489439964294434,0,16.0,997.0,36.0,,,0,0
empty,eval_map_empty_10.npy,25,25,64,0.0,hybrid_lns,1.092480182647705,0,14.0,998.0,37.0,16.0,14.0,13,20
empty,eval_map_empty_10.npy,25,25,64,0.0,pp_random,0.07263326644897461,0,15.0,1082.0,43.0,,,0,0
empty,eval_map_empty_10.npy,25,25,64,0.0,pp_marl,0.11540865898132324,0,29.0,1089.0,43.0,,,0,0
empty,eval_map_empty_10.npy,25,25,64,0.0,hybrid_lns,1.4022696018218994,0,5.0,1097.0,43.0,29.0,5.0,20,20
empty,eval_map_empty_10.npy,25,25,64,0.0,pp_random,0.07636260986328125,0,19.0,1075.0,35.0,,,0,0
empty,eval_map_empty_10.npy,25,25,64,0.0,pp_marl,0.1101083755493164,0,25.0,1082.0,35.0,,,0,0
empty,eval_map_empty_10.npy,25,25,64,0.0,hybrid_lns,1.143202543258667,0,10.0,1082.0,35.0,25.0,10.0,20,20
empty,eval_map_empty_10.npy,25,25,64,0.0,pp_random,0.07938241958618164,0,10.0,1132.0,32.0,,,0,0
empty,eval_map_empty_10.npy,25,25,64,0.0,pp_marl,0.12170219421386719,0,16.0,1136.0,32.0,,,0,0
empty,eval_map_empty_10.npy,25,25,64,0.0,hybrid_lns,1.1966824531555176,0,13.0,1136.0,32.0,16.0,13.0,1,20
empty,eval_map_empty_10.npy,25,25,64,0.0,pp_random,0.09138751029968262,0,28.0,1187.0,43.0,,,0,0
empty,eval_map_empty_10.npy,25,25,64,0.0,pp_marl,0.13627004623413086,0,34.0,1192.0,43.0,,,0,0
empty,eval_map_empty_10.npy,25,25,64,0.0,hybrid_lns,1.3476150035858154,0,18.0,1192.0,43.0,34.0,18.0,20,20
empty,eval_map_empty_11.npy,25,25,64,0.0,pp_random,0.08150696754455566,0,17.0,1084.0,36.0,,,0,0
empty,eval_map_empty_11.npy,25,25,64,0.0,pp_marl,0.11562037467956543,0,27.0,1088.0,36.0,,,0,0
empty,eval_map_empty_11.npy,25,25,64,0.0,hybrid_lns,1.3450379371643066,0,11.0,1092.0,36.0,27.0,11.0,20,20
empty,eval_map_empty_11.npy,25,25,64,0.0,pp_random,0.100372314453125,0,16.0,1228.0,46.0,,,0,0
empty,eval_map_empty_11.npy,25,25,64,0.0,pp_marl,0.14651894569396973,0,21.0,1230.0,46.0,,,0,0
empty,eval_map_empty_11.npy,25,25,64,0.0,hybrid_lns,1.4221718311309814,0,14.0,1230.0,46.0,21.0,14.0,20,20
empty,eval_map_empty_11.npy,25,25,64,0.0,pp_random,0.0664205551147461,0,13.0,1028.0,39.0,,,0,0
empty,eval_map_empty_11.npy,25,25,64,0.0,pp_marl,0.10781288146972656,0,16.0,1031.0,39.0,,,0,0
empty,eval_map_empty_11.npy,25,25,64,0.0,hybrid_lns,1.103790283203125,0,13.0,1033.0,39.0,16.0,13.0,20,20
empty,eval_map_empty_11.npy,25,25,64,0.0,pp_random,0.07652521133422852,0,11.0,1086.0,33.0,,,0,0
empty,eval_map_empty_11.npy,25,25,64,0.0,pp_marl,0.11253952980041504,0,21.0,1082.0,33.0,,,0,0
empty,eval_map_empty_11.npy,25,25,64,0.0,hybrid_lns,1.1312685012817383,0,13.0,1084.0,33.0,21.0,13.0,20,20
empty,eval_map_empty_11.npy,25,25,64,0.0,pp_random,0.0751199722290039,0,10.0,1086.0,39.0,,,0,0
empty,eval_map_empty_11.npy,25,25,64,0.0,pp_marl,0.11416816711425781,0,17.0,1086.0,39.0,,,0,0
empty,eval_map_empty_11.npy,25,25,64,0.0,hybrid_lns,1.3390648365020752,0,12.0,1086.0,39.0,17.0,12.0,1,20
empty,eval_map_empty_12.npy,25,25,64,0.0,pp_random,0.08369660377502441,0,13.0,1163.0,32.0,,,0,0
empty,eval_map_empty_12.npy,25,25,64,0.0,pp_marl,0.12519001960754395,0,16.0,1164.0,32.0,,,0,0
empty,eval_map_empty_12.npy,25,25,64,0.0,hybrid_lns,1.107581615447998,0,15.0,1164.0,32.0,16.0,15.0,20,20
empty,eval_map_empty_12.npy,25,25,64,0.0,pp_random,0.10357999801635742,0,16.0,1062.0,43.0,,,0,0
empty,eval_map_empty_12.npy,25,25,64,0.0,pp_marl,0.11007022857666016,0,19.0,1063.0,43.0,,,0,0
empty,eval_map_empty_12.npy,25,25,64,0.0,hybrid_lns,1.3438963890075684,0,15.0,1066.0,43.0,19.0,15.0,20,20
empty,eval_map_empty_12.npy,25,25,64,0.0,pp_random,0.06605148315429688,0,5.0,1032.0,33.0,,,0,0
empty,eval_map_empty_12.npy,25,25,64,0.0,pp_marl,0.11139726638793945,0,11.0,1038.0,33.0,,,0,0
empty,eval_map_empty_12.npy,25,25,64,0.0,hybrid_lns,1.1033024787902832,0,11.0,1038.0,33.0,11.0,11.0,20,20
empty,eval_map_empty_12.npy,25,25,64,0.0,pp_random,0.07597613334655762,0,12.0,1123.0,34.0,,,0,0
empty,eval_map_empty_12.npy,25,25,64,0.0,pp_marl,0.12050986289978027,0,10.0,1123.0,34.0,,,0,0
empty,eval_map_empty_12.npy,25,25,64,0.0,hybrid_lns,0.9272332191467285,0,9.0,1123.0,34.0,10.0,9.0,20,20
empty,eval_map_empty_12.npy,25,25,64,0.0,pp_random,0.08064508438110352,0,19.0,1102.0,40.0,,,0,0
empty,eval_map_empty_12.npy,25,25,64,0.0,pp_marl,0.12071061134338379,0,25.0,1099.0,40.0,,,0,0
empty,eval_map_empty_12.npy,25,25,64,0.0,hybrid_lns,1.3115766048431396,0,10.0,1103.0,40.0,25.0,10.0,20,20
empty,eval_map_empty_13.npy,25,25,64,0.0,pp_random,0.07141280174255371,0,20.0,1026.0,37.0,,,0,0
empty,eval_map_empty_13.npy,25,25,64,0.0,pp_marl,0.14191389083862305,0,19.0,1036.0,37.0,,,0,0
empty,eval_map_empty_13.npy,25,25,64,0.0,hybrid_lns,1.1188745498657227,0,13.0,1039.0,37.0,19.0,13.0,1,20
empty,eval_map_empty_13.npy,25,25,64,0.0,pp_random,0.06377696990966797,0,11.0,999.0,31.0,,,0,0
empty,eval_map_empty_13.npy,25,25,64,0.0,pp_marl,0.10254788398742676,0,23.0,1001.0,30.0,,,0,0
empty,eval_map_empty_13.npy,25,25,64,0.0,hybrid_lns,0.9044952392578125,0,12.0,1001.0,30.0,23.0,12.0,20,20
empty,eval_map_empty_13.npy,25,25,64,0.0,pp_random,0.08957505226135254,0,20.0,1140.0,44.0,,,0,0
empty,eval_map_empty_13.npy,25,25,64,0.0,pp_marl,0.12669944763183594,0,24.0,1141.0,44.0,,,0,0
empty,eval_map_empty_13.npy,25,25,64,0.0,hybrid_lns,1.6344072818756104,0,10.0,1141.0,44.0,24.0,10.0,20,20
empty,eval_map_empty_13.npy,25,25,64,0.0,pp_random,0.08697152137756348,0,25.0,1134.0,39.0,,,0,0
empty,eval_map_empty_13.npy,25,25,64,0.0,pp_marl,0.15771269798278809,0,32.0,1137.0,39.0,,,0,0
empty,eval_map_empty_13.npy,25,25,64,0.0,hybrid_lns,1.7195000648498535,0,12.0,1139.0,39.0,32.0,12.0,20,20
empty,eval_map_empty_13.npy,25,25,64,0.0,pp_random,0.07520341873168945,0,13.0,1052.0,35.0,,,0,0
empty,eval_map_empty_13.npy,25,25,64,0.0,pp_marl,0.1330735683441162,0,20.0,1051.0,35.0,,,0,0
empty,eval_map_empty_13.npy,25,25,64,0.0,hybrid_lns,1.175910234451294,0,7.0,1052.0,35.0,20.0,7.0,20,20
empty,eval_map_empty_14.npy,25,25,64,0.0,pp_random,0.08667731285095215,0,14.0,1175.0,39.0,,,0,0
empty,eval_map_empty_14.npy,25,25,64,0.0,pp_marl,0.13319182395935059,0,29.0,1174.0,38.0,,,0,0
empty,eval_map_empty_14.npy,25,25,64,0.0,hybrid_lns,1.1320476531982422,0,9.0,1186.0,38.0,29.0,9.0,1,20
empty,eval_map_empty_14.npy,25,25,64,0.0,pp_random,0.08349251747131348,0,17.0,1082.0,35.0,,,0,0
empty,eval_map_empty_14.npy,25,25,64,0.0,pp_marl,0.11823010444641113,0,30.0,1081.0,35.0,,,0,0
empty,eval_map_empty_14.npy,25,25,64,0.0,hybrid_lns,1.3332226276397705,0,13.0,1083.0,35.0,30.0,13.0,20,20
empty,eval_map_empty_14.npy,25,25,64,0.0,pp_random,0.08486008644104004,0,19.0,1129.0,38.0,,,0,0
empty,eval_map_empty_14.npy,25,25,64,0.0,pp_marl,0.1295459270477295,0,23.0,1136.0,38.0,,,0,0
empty,eval_map_empty_14.npy,25,25,64,0.0,hybrid_lns,1.6484215259552002,0,13.0,1138.0,38.0,23.0,13.0,1,20
empty,eval_map_empty_14.npy,25,25,64,0.0,pp_random,0.060327768325805664,0,10.0,965.0,33.0,,,0,0
empty,eval_map_empty_14.npy,25,25,64,0.0,pp_marl,0.09786868095397949,0,27.0,964.0,33.0,,,0,0
empty,eval_map_empty_14.npy,25,25,64,0.0,hybrid_lns,1.1597025394439697,0,10.0,966.0,33.0,27.0,10.0,20,20
empty,eval_map_empty_14.npy,25,25,64,0.0,pp_random,0.06494665145874023,0,11.0,983.0,33.0,,,0,0
empty,eval_map_empty_14.npy,25,25,64,0.0,pp_marl,0.10515069961547852,0,19.0,980.0,33.0,,,0,0
empty,eval_map_empty_14.npy,25,25,64,0.0,hybrid_lns,0.995103120803833,0,16.0,981.0,33.0,19.0,16.0,20,20
empty,eval_map_empty_15.npy,25,25,64,0.0,pp_random,0.0827641487121582,0,9.0,1183.0,33.0,,,0,0
empty,eval_map_empty_15.npy,25,25,64,0.0,pp_marl,0.14177346229553223,0,22.0,1187.0,32.0,,,0,0
empty,eval_map_empty_15.npy,25,25,64,0.0,hybrid_lns,1.3572683334350586,0,10.0,1188.0,32.0,22.0,10.0,20,20
empty,eval_map_empty_15.npy,25,25,64,0.0,pp_random,0.07535886764526367,0,19.0,1105.0,39.0,,,0,0
empty,eval_map_empty_15.npy,25,25,64,0.0,pp_marl,0.11776924133300781,0,30.0,1111.0,39.0,,,0,0
empty,eval_map_empty_15.npy,25,25,64,0.0,hybrid_lns,1.2727153301239014,0,14.0,1112.0,39.0,30.0,14.0,1,20
empty,eval_map_empty_15.npy,25,25,64,0.0,pp_random,0.08102989196777344,0,19.0,1129.0,43.0,,,0,0
empty,eval_map_empty_15.npy,25,25,64,0.0,pp_marl,0.1274254322052002,0,29.0,1135.0,43.0,,,0,0
empty,eval_map_empty_15.npy,25,25,64,0.0,hybrid_lns,1.3876326084136963,0,14.0,1136.0,43.0,29.0,14.0,20,20
empty,eval_map_empty_15.npy,25,25,64,0.0,pp_random,0.05861616134643555,0,17.0,1007.0,36.0,,,0,0
empty,eval_map_empty_15.npy,25,25,64,0.0,pp_marl,0.09602689743041992,0,26.0,1008.0,36.0,,,0,0
empty,eval_map_empty_15.npy,25,25,64,0.0,hybrid_lns,1.054631233215332,0,13.0,1009.0,36.0,26.0,13.0,1,20
empty,eval_map_empty_15.npy,25,25,64,0.0,pp_random,0.0889437198638916,0,23.0,1076.0,40.0,,,0,0
empty,eval_map_empty_15.npy,25,25,64,0.0,pp_marl,0.11184239387512207,0,26.0,1072.0,40.0,,,0,0
empty,eval_map_empty_15.npy,25,25,64,0.0,hybrid_lns,1.3369991779327393,0,17.0,1072.0,40.0,26.0,17.0,1,20
empty,eval_map_empty_16.npy,25,25,64,0.0,pp_random,0.07149815559387207,0,18.0,1046.0,37.0,,,0,0
empty,eval_map_empty_16.npy,25,25,64,0.0,pp_marl,0.10714530944824219,0,27.0,1053.0,37.0,,,0,0
empty,eval_map_empty_16.npy,25,25,64,0.0,hybrid_lns,1.0753240585327148,0,14.0,1057.0,37.0,27.0,14.0,1,20
empty,eval_map_empty_16.npy,25,25,64,0.0,pp_random,0.06530284881591797,0,14.0,1000.0,40.0,,,0,0
empty,eval_map_empty_16.npy,25,25,64,0.0,pp_marl,0.10248231887817383,0,21.0,1004.0,40.0,,,0,0
empty,eval_map_empty_16.npy,25,25,64,0.0,hybrid_lns,1.2725083827972412,0,9.0,1004.0,40.0,21.0,9.0,1,20
empty,eval_map_empty_16.npy,25,25,64,0.0,pp_random,0.10713887214660645,0,23.0,1283.0,40.0,,,0,0
empty,eval_map_empty_16.npy,25,25,64,0.0,pp_marl,0.14669108390808105,0,40.0,1280.0,40.0,,,0,0
empty,eval_map_empty_16.npy,25,25,64,0.0,hybrid_lns,1.6296610832214355,0,13.0,1283.0,40.0,40.0,13.0,1,20
empty,eval_map_empty_16.npy,25,25,64,0.0,pp_random,0.06531286239624023,0,13.0,987.0,33.0,,,0,0
empty,eval_map_empty_16.npy,25,25,64,0.0,pp_marl,0.09812808036804199,0,23.0,992.0,33.0,,,0,0
empty,eval_map_empty_16.npy,25,25,64,0.0,hybrid_lns,1.099900484085083,0,10.0,996.0,33.0,23.0,10.0,20,20
empty,eval_map_empty_16.npy,25,25,64,0.0,pp_random,0.07792973518371582,0,17.0,1038.0,35.0,,,0,0
empty,eval_map_empty_16.npy,25,25,64,0.0,pp_marl,0.10610771179199219,0,22.0,1037.0,35.0,,,0,0
empty,eval_map_empty_16.npy,25,25,64,0.0,hybrid_lns,1.0672869682312012,0,10.0,1036.0,35.0,22.0,10.0,20,20
empty,eval_map_empty_17.npy,25,25,64,0.0,pp_random,0.07887387275695801,0,10.0,1052.0,41.0,,,0,0
empty,eval_map_empty_17.npy,25,25,64,0.0,pp_marl,0.11480283737182617,0,26.0,1058.0,41.0,,,0,0
empty,eval_map_empty_17.npy,25,25,64,0.0,hybrid_lns,1.2313506603240967,0,16.0,1060.0,41.0,26.0,16.0,1,20
empty,eval_map_empty_17.npy,25,25,64,0.0,pp_random,0.08765411376953125,0,17.0,1164.0,40.0,,,0,0
empty,eval_map_empty_17.npy,25,25,64,0.0,pp_marl,0.12642550468444824,0,27.0,1170.0,40.0,,,0,0
empty,eval_map_empty_17.npy,25,25,64,0.0,hybrid_lns,1.5018441677093506,0,12.0,1171.0,40.0,27.0,12.0,20,20
empty,eval_map_empty_17.npy,25,25,64,0.0,pp_random,0.07218527793884277,0,16.0,1036.0,39.0,,,0,0
empty,eval_map_empty_17.npy,25,25,64,0.0,pp_marl,0.10846447944641113,0,23.0,1036.0,39.0,,,0,0
empty,eval_map_empty_17.npy,25,25,64,0.0,hybrid_lns,1.3591766357421875,0,13.0,1043.0,39.0,23.0,13.0,1,20
empty,eval_map_empty_17.npy,25,25,64,0.0,pp_random,0.06769108772277832,0,12.0,1052.0,31.0,,,0,0
empty,eval_map_empty_17.npy,25,25,64,0.0,pp_marl,0.11325907707214355,0,19.0,1055.0,31.0,,,0,0
empty,eval_map_empty_17.npy,25,25,64,0.0,hybrid_lns,1.0807909965515137,0,16.0,1055.0,31.0,19.0,16.0,20,20
empty,eval_map_empty_17.npy,25,25,64,0.0,pp_random,0.06804561614990234,0,11.0,1066.0,34.0,,,0,0
empty,eval_map_empty_17.npy,25,25,64,0.0,pp_marl,0.1097104549407959,0,17.0,1067.0,34.0,,,0,0
empty,eval_map_empty_17.npy,25,25,64,0.0,hybrid_lns,1.018193244934082,0,17.0,1067.0,34.0,17.0,17.0,20,20
empty,eval_map_empty_18.npy,25,25,64,0.0,pp_random,0.0945425033569336,0,12.0,1203.0,38.0,,,0,0
empty,eval_map_empty_18.npy,25,25,64,0.0,pp_marl,0.13669967651367188,0,20.0,1204.0,39.0,,,0,0
empty,eval_map_empty_18.npy,25,25,64,0.0,hybrid_lns,1.6231744289398193,0,12.0,1208.0,39.0,20.0,12.0,20,20
empty,eval_map_empty_18.npy,25,25,64,0.0,pp_random,0.07725119590759277,0,16.0,1084.0,39.0,,,0,0
empty,eval_map_empty_18.npy,25,25,64,0.0,pp_marl,0.1376025676727295,0,21.0,1079.0,39.0,,,0,0
empty,eval_map_empty_18.npy,25,25,64,0.0,hybrid_lns,1.1691672801971436,0,15.0,1079.0,39.0,21.0,15.0,1,20
empty,eval_map_empty_18.npy,25,25,64,0.0,pp_random,0.07140660285949707,0,21.0,1031.0,32.0,,,0,0
empty,eval_map_empty_18.npy,25,25,64,0.0,pp_marl,0.11141324043273926,0,19.0,1037.0,32.0,,,0,0
empty,eval_map_empty_18.npy,25,25,64,0.0,hybrid_lns,1.1608433723449707,0,9.0,1037.0,32.0,19.0,9.0,1,20
empty,eval_map_empty_18.npy,25,25,64,0.0,pp_random,0.0705568790435791,0,20.0,1056.0,36.0,,,0,0
empty,eval_map_empty_18.npy,25,25,64,0.0,pp_marl,0.10968708992004395,0,20.0,1060.0,36.0,,,0,0
empty,eval_map_empty_18.npy,25,25,64,0.0,hybrid_lns,1.3169798851013184,0,14.0,1061.0,36.0,20.0,14.0,1,20
empty,eval_map_empty_18.npy,25,25,64,0.0,pp_random,0.0803065299987793,0,14.0,1086.0,38.0,,,0,0
empty,eval_map_empty_18.npy,25,25,64,0.0,pp_marl,0.11922550201416016,0,22.0,1091.0,38.0,,,0,0
empty,eval_map_empty_18.npy,25,25,64,0.0,hybrid_lns,1.40098237991333,0,11.0,1091.0,38.0,22.0,11.0,20,20
empty,eval_map_empty_19.npy,25,25,64,0.0,pp_random,0.09014177322387695,0,19.0,1100.0,40.0,,,0,0
empty,eval_map_empty_19.npy,25,25,64,0.0,pp_marl,0.12073731422424316,0,21.0,1104.0,40.0,,,0,0
empty,eval_map_empty_19.npy,25,25,64,0.0,hybrid_lns,1.3629605770111084,0,11.0,1104.0,40.0,21.0,11.0,20,20
empty,eval_map_empty_19.npy,25,25,64,0.0,pp_random,0.08249974250793457,0,10.0,1131.0,33.0,,,0,0
empty,eval_map_empty_19.npy,25,25,64,0.0,pp_marl,0.12278318405151367,0,15.0,1138.0,33.0,,,0,0
empty,eval_map_empty_19.npy,25,25,64,0.0,hybrid_lns,1.1425037384033203,0,15.0,1138.0,33.0,15.0,15.0,20,20
empty,eval_map_empty_19.npy,25,25,64,0.0,pp_random,0.06584882736206055,0,19.0,1033.0,33.0,,,0,0
empty,eval_map_empty_19.npy,25,25,64,0.0,pp_marl,0.09952402114868164,0,18.0,1029.0,33.0,,,0,0
empty,eval_map_empty_19.npy,25,25,64,0.0,hybrid_lns,0.8477790355682373,0,14.0,1031.0,33.0,18.0,14.0,20,20
