scenario,hour,demand_MWh,load_shed_MWh,storage_charge_MWh,storage_discharge_MWh,wind_curtailment_MWh,gas_MWh,nuclear_MWh,onshore wind_MWh
net_zero_2050,104,184677.84759076365,152061.0463309212,0.0,0.0,37180.39674788011,4426.046120087528,2640.0,25550.75513975491
net_zero_2050,105,172767.89414212978,140181.9499171167,0.0,0.0,34341.569066046664,4426.046120087528,2640.0,25519.898104925545
net_zero_2050,106,149689.0514045971,117804.59223210151,0.0,0.0,42077.301466752964,4426.046120087528,2640.0,24818.413052408087
net_zero_2050,107,132845.31553386227,102320.13232636594,0.0,0.0,45900.01845301116,4426.046120087528,2640.0,23459.137087408802
net_zero_2050,108,134743.5653308095,103362.86238869478,0.0,0.0,49142.754100914615,4426.046120087528,2640.0,24314.65682202718
net_zero_2050,109,153472.0928850797,122030.31657935659,0.0,0.0,42028.256999027595,4426.046120087528,2640.0,24375.730185635646
net_zero_2050,110,174158.89884741837,142091.33417319955,0.0,0.0,36206.05088444088,4426.046120087528,2640.0,25001.518554131275
net_zero_2050,111,180299.3289561032,148360.76382318776,0.0,0.0,39384.02068165154,4426.046120087528,2640.0,24872.519012827925
net_zero_2050,112,166327.68493608176,135046.0606808024,0.0,0.0,34428.549262842556,4426.046120087528,2640.0,24215.578135191838
net_zero_2050,113,141860.22302344843,111231.73494593357,0.0,0.0,39126.2649735464,4426.046120087528,2640.0,23562.441957427316
net_zero_2050,114,124378.71091748343,94297.13523012481,0.0,0.0,43199.32208444207,4426.046120087528,2640.0,23015.529567271078
net_zero_2050,115,125925.56331184768,94962.12845225004,0.0,0.0,54735.66786102882,4426.046120087528,2640.0,23897.388739510123
net_zero_2050,116,143941.4124947851,113675.12886647254,0.0,0.0,54984.62535516078,4426.046120087528,2640.0,23200.237508225022
net_zero_2050,117,163221.73929837154,131418.4562008952,0.0,0.0,60585.96804697787,4426.046120087528,2640.0,24737.236977388802
net_zero_2050,118,167502.65759252151,135073.97081270968,0.0,0.0,48216.50643881489,4426.046120087528,2640.0,25362.64065972432
net_zero_2050,119,151853.8924979463,121257.45612043401,0.0,0.0,48660.053702142206,4426.046120087528,2640.0,23530.390257424744
net_zero_2050,120,126442.35755260802,96302.85125012964,0.0,0.0,42948.10353740748,4426.046120087528,2640.0,23073.460182390878
net_zero_2050,121,108800.52857684107,79574.76186577161,0.0,0.0,59167.100509931915,4426.046120087528,2640.0,22159.720590981946
net_zero_2050,122,110486.74929580274,80587.33734843596,0.0,0.0,49573.03733121668,4426.046120087528,2640.0,22833.36582727926
net_zero_2050,123,128294.82479127147,97572.89217286248,0.0,0.0,52511.86268161076,4426.046120087528,2640.0,23655.886498321466
net_zero_2050,124,146706.23452508578,115932.59336896475,0.0,0.0,53478.837606043526,4426.046120087528,2640.0,23707.595036033497
net_zero_2050,125,149717.68340745824,118433.9284364155,0.0,0.0,56517.09394058277,4426.046120087528,2640.0,24217.708850955198
net_zero_2050,126,133037.92454139524,102238.70967271498,0.0,0.0,48522.71591671016,4426.046120087528,2640.0,23733.168748592754
net_zero_2050,127,107366.60720194042,77843.2239293514,0.0,0.0,57798.1311280175,4426.046120087528,2640.0,22457.3371525015
net_zero_2050,128,90258.43085291884,61194.34467395691,0.0,0.0,48963.15958868629,4426.046120087528,2640.0,21998.040058874412
net_zero_2050,129,92767.52247246372,64128.147708824225,0.0,0.0,54774.8933085537,4426.046120087528,2640.0,21573.328643551988
net_zero_2050,130,111041.51612228274,80885.80537931522,0.0,0.0,42511.7278057983,4426.046120087528,2640.0,23089.664622879987
net_zero_2050,131,129265.8991813438,98852.19712059399,0.0,0.0,35204.71335039356,4426.046120087528,2640.0,23347.65594066228
net_zero_2050,132,131716.61179859092,100782.33588313159,0.0,0.0,47791.42973340658,4426.046120087528,2640.0,23868.229795371815
net_zero_2050,133,114743.47360611417,84374.77146729332,0.0,0.0,50696.69197586281,4426.046120087528,2640.0,23302.656018733327
net_zero_2050,134,89559.68450612317,60660.159531007215,0.0,0.0,48240.566440591836,4426.046120087528,2640.0,21833.478855028465
net_zero_2050,135,73713.29708949379,46150.279018658504,0.0,0.0,39549.54570314178,4426.046120087528,2640.0,20496.971950747764
net_zero_2050,136,77734.5918276895,50056.90066017307,0.0,0.0,50097.170902294114,4426.046120087528,2640.0,20611.645047428905
net_zero_2050,137,97126.56294684212,67169.19133452314,0.0,0.0,41054.053986024315,4426.046120087528,2640.0,22891.325492231445
net_zero_2050,138,115797.25267224426,86571.97412820712,0.0,0.0,41200.618335705316,4426.046120087528,2640.0,22159.23242394959
net_zero_2050,139,118320.36167296447,88195.72694087762,0.0,0.0,45238.848545248955,4426.046120087528,2640.0,23058.588611999323
net_zero_2050,140,101688.3396554871,72007.04600560921,0.0,0.0,37342.79707737059,4426.046120087528,2640.0,22615.24752979036
net_zero_2050,141,77608.61112264327,49271.62695569836,0.0,0.0,32153.93919746833,4426.046120087528,2640.0,21270.93804685738
net_zero_2050,142,63594.45692478096,35547.08403124013,0.0,0.0,32284.173239852324,4426.046120087528,2640.0,20981.326773453304
net_zero_2050,143,69634.30507145914,40809.97629854774,0.0,0.0,39258.6092128929,4426.046120087528,2640.0,21758.28265282387
net_zero_2050,144,90589.97703514612,61882.38003936292,0.0,0.0,42732.730016605725,4426.046120087528,2640.0,21641.550875695688
net_zero_2050,145,110112.1683221745,80506.34346232441,0.0,0.0,52585.756760371965,4426.046120087528,2640.0,22539.778739762547
net_zero_2050,146,113091.73154208639,82714.1363653945,0.0,0.0,35413.40612514775,4426.046120087528,2640.0,23311.549056604337
net_zero_2050,147,97165.80952133617,67227.71309842917,0.0,0.0,43536.35375729981,4426.046120087528,2640.0,22872.05030281947
net_zero_2050,148,74517.54839934252,45515.17434880577,0.0,0.0,52276.41596796208,4426.046120087528,2640.0,21936.327930449206
net_zero_2050,149,62599.00910977214,34647.42117100867,0.0,0.0,50372.6244317706,4426.046120087528,2640.0,20885.54181867594
net_zero_2050,150,70841.25133551755,43503.13775675611,0.0,0.0,46997.59784380102,4426.046120087528,2640.0,20272.06745867392
net_zero_2050,151,93471.10747520429,63455.10265525116,0.0,0.0,53255.09065646361,4426.046120087528,2640.0,22949.958699865605
net_zero_2050,152,113904.27377803889,83576.84907493231,0.0,0.0,52614.76682450618,4426.046120087528,2640.0,23261.378583019046
net_zero_2050,153,117369.64712793424,86544.54945935597,0.0,0.0,52003.0482986723,4426.046120087528,2640.0,23759.05154849074
net_zero_2050,154,102152.21782252137,73028.35305199266,0.0,0.0,50879.08662678832,4426.046120087528,2640.0,22057.818650441204
net_zero_2050,155,80893.72378905593,52860.95981323093,0.0,0.0,53215.730535754396,4426.046120087528,2640.0,20966.71785573747
net_zero_2050,156,70960.72203184364,42674.60943794395,0.0,0.0,44602.78636244578,4426.046120087528,2640.0,21220.066473812152
net_zero_2050,157,81214.27375806695,52286.99362619431,0.0,0.0,50181.67037456074,4426.046120087528,2640.0,21861.23401178511
net_zero_2050,158,105255.4089941322,76005.64920567985,0.0,0.0,52566.138294997734,4426.046120087528,2640.0,22183.713668364828
net_zero_2050,159,126289.6046082919,94431.94606850353,0.0,0.0,49819.628943150645,4426.046120087528,2640.0,24791.61241970085
net_zero_2050,160,129906.29907749481,100683.2836001087,0.0,0.0,50633.57005503206,4426.046120087528,2640.0,22156.969357298593
net_zero_2050,161,115042.62287284431,85164.29607334908,0.0,0.0,60531.22635728123,4426.046120087528,2640.0,22812.280679407697
net_zero_2050,162,94783.14230801233,64843.18637953446,0.0,0.0,65146.373503894305,4426.046120087528,2640.0,22873.90980839035
net_zero_2050,163,86386.71181821366,57610.68885910838,0.0,0.0,49196.292647076174,4426.046120087528,2640.0,21709.976839017752
net_zero_2050,164,98134.47280831519,68326.65599922005,0.0,0.0,58565.11564527037,4426.046120087528,2640.0,22741.77068900761
net_zero_2050,165,123013.55437760655,93334.70217804893,0.0,0.0,51572.48867098507,4426.046120087528,2640.0,22612.806079470112
net_zero_2050,166,144046.03700739416,113345.57262506308,0.0,0.0,45875.15047872816,4426.046120087528,2640.0,23634.418262243533
net_zero_2050,167,147205.54006226675,116024.12874689263,0.0,0.0,63792.46841884792,4426.046120087528,2640.0,24115.36519528655
