scenario,hour,storage,bus,charge_MW,discharge_MW,soc_MWh
high_renewable_2035,75,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,75,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,76,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,76,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,76,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,77,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,77,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,77,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,78,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,78,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,78,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,79,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,79,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,79,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,80,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,80,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,80,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,81,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,81,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,81,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,82,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,82,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,82,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,83,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,83,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,83,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,84,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,84,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,84,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,85,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,85,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,85,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,86,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,86,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,86,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,87,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,87,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,87,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,88,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,88,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,88,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,89,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,89,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,89,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,90,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,90,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,90,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,91,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,91,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,91,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,92,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,92,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,92,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,93,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,93,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,93,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,94,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,94,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,94,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,95,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,95,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,95,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,96,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,96,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,96,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,97,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,97,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,97,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,98,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,98,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,98,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,99,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,99,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,99,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,100,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,100,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,100,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,101,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,101,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,101,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,102,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,102,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,102,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,103,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,103,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,103,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,104,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,104,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,104,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,105,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,105,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,105,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,106,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,106,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,106,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,107,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,107,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,107,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,108,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,108,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,108,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,109,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,109,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,109,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,110,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,110,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,110,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,111,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,111,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,111,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,112,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,112,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,112,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,113,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,113,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,113,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,114,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,114,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,114,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,115,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,115,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,115,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,116,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,116,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,116,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,117,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,117,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,117,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,118,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,118,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,118,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,119,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,119,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,119,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,120,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,120,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,120,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,121,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,121,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,121,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,122,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,122,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,122,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,123,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,123,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,123,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,124,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,124,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,124,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,125,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,125,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,125,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,126,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,126,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,126,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,127,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,127,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,127,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,128,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,128,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,128,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,129,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,129,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,129,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,130,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,130,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,130,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,131,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,131,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,131,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,132,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,132,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,132,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,133,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,133,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,133,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,134,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,134,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,134,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,135,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,135,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,135,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,136,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,136,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,136,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,137,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,137,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,137,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,138,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,138,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,138,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,139,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,139,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,139,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,140,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,140,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,140,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,141,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,141,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,141,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,142,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,142,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,142,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,143,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,143,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,143,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,144,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,144,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,144,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,145,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,145,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,145,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,146,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,146,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,146,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,147,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,147,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,147,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,148,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,148,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,148,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,149,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,149,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,149,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,150,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,150,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,150,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,151,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,151,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,151,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,152,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,152,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,152,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,153,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,153,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,153,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,154,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,154,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,154,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,155,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,155,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,155,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,156,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,156,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,156,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,157,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,157,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,157,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,158,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,158,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,158,PHS_2_Bus12,Bus12,-0.0,0.0,-0.0
high_renewable_2035,159,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,159,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,159,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,160,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,160,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,160,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,161,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,161,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,161,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,162,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,162,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,162,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,163,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,163,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,163,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,164,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,164,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,164,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,165,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,165,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,165,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,166,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,166,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
high_renewable_2035,166,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
high_renewable_2035,167,PHS_0_Bus1,Bus1,0.0,0.0,0.0
high_renewable_2035,167,PHS_1_Bus3,Bus3,0.0,0.0,0.0
high_renewable_2035,167,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,0,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,0,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,0,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,1,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,1,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,1,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,2,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,2,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,2,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,3,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,3,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,3,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,4,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,4,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,4,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,5,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,5,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,5,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,6,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,6,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,6,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,7,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,7,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,7,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,8,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,8,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,8,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,9,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,9,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,9,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,10,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,10,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,10,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,11,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,11,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,11,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,12,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,12,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,12,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,13,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,13,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,13,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,14,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,14,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,14,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,15,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,15,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,15,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,16,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,16,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,16,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,17,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,17,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,17,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,18,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,18,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,18,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,19,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,19,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,19,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,20,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,20,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,20,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,21,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,21,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,21,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,22,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,22,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
net_zero_2050,22,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,23,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,23,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,23,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,24,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,24,PHS_1_Bus3,Bus3,0.0,0.0,0.0
net_zero_2050,24,PHS_2_Bus12,Bus12,0.0,0.0,-0.0
net_zero_2050,25,PHS_0_Bus1,Bus1,0.0,0.0,0.0
net_zero_2050,25,PHS_1_Bus3,Bus3,0.0,-0.0,0.0
